group,peg_id,socket,detail,label,reason,margin_mm,p_yes,mass_yes,mass_no,answer,top_token,top_prob,n_input_tokens,latency_s,prep_s,peak_vram_gb,invalid
look_alike,cross_02,cross_02_shrunk0.20,,incompatible,,-0.2832,0.777616179067367,0.776235044002533,0.22198884189128876,yes,yes,0.5242156982421875,14956,34.743163299994194,0.10445419999450678,7.785388469696045,
easy,cross_02,dshape_03,,incompatible,,-2.0,0.7627980052878542,0.7614870071411133,0.23679432272911072,yes,yes,0.5609807968139648,14956,39.893428600000334,0.08919030000106432,7.785388469696045,
mate,cross_03,cross_03,,compatible,,0.2999,0.7782771896397259,0.7769363522529602,0.2213408201932907,yes,yes,0.5793417096138,14956,36.50764699999854,0.10443339999619639,7.785388469696045,
look_alike,cross_03,cross_03_shrunk0.20,,incompatible,,-0.2832,0.7820136040547067,0.7806767821311951,0.21761375665664673,yes,yes,0.5751251578330994,14956,33.41397270000016,0.113481899999897,7.785388469696045,
easy,cross_03,tube_01,,incompatible,,-2.0,0.7878705074710644,0.7866791486740112,0.2118087261915207,yes,yes,0.6195135116577148,14956,37.30762439999671,0.11033569999563042,7.785388469696045,
mate,cross_04,cross_04,,compatible,,0.2999,0.7909825727097751,0.7897302508354187,0.20868650078773499,yes,yes,0.611352801322937,14956,42.66013170000224,4.703820700000506,7.785388469696045,
look_alike,cross_04,cross_04_shrunk0.20,,incompatible,,-0.2832,0.7976479437722919,0.7964198589324951,0.20204050838947296,yes,yes,0.6143603324890137,14956,28.569401100001414,0.07125970000197412,7.785388469696045,
easy,cross_04,tube_01,,incompatible,,-2.0,0.7894776035409296,0.7883062958717346,0.21021005511283875,yes,yes,0.6187432408332825,14956,31.300511800000095,3.5545204000009107,7.785388469696045,
rotation,cross_04,cross_04_rot90,90 deg,compatible,,0.2999,0.7829484184565395,0.7816203236579895,0.21668340265750885,yes,yes,0.575808584690094,14956,28.585016299999552,0.07332119999773568,7.785388469696045,
mate,tube_01,tube_01,,compatible,,0.2999,0.8409683326545395,0.840019166469574,0.15885217487812042,yes,yes,0.7153497338294983,14956,37.029537899994466,3.691100299998652,7.785388469696045,
look_alike,tube_01,tube_01_shrunk0.20,,incompatible,,-0.2002,0.8540218177409377,0.8531376719474792,0.145827054977417,yes,yes,0.7378601431846619,14956,34.385613899998134,0.0999154000019189,7.785388469696045,
easy,tube_01,cross_01,,incompatible,,-2.0,0.8123831666371425,0.8112896084785461,0.18736428022384644,yes,yes,0.6892176866531372,14956,33.221405700001924,0.09706339999684133,7.785388469696045,
mate,tube_02,tube_02,,compatible,,0.2999,0.8545129585927389,0.8536355495452881,0.14533765614032745,yes,yes,0.7443743944168091,14956,26.122127100003127,0.06773600000451552,7.785388469696045,
look_alike,tube_02,tube_02_shrunk0.20,,incompatible,,-0.2002,0.8598857436062659,0.8590315580368042,0.13997507095336914,yes,yes,0.749078094959259,14956,30.38844390000304,0.06564570000045933,7.785388469696045,
easy,tube_02,cross_01,,incompatible,,-2.0,0.8031725110560441,0.8020482659339905,0.19655197858810425,yes,yes,0.6748324632644653,14956,26.78571259999444,0.05889059999753954,7.785388469696045,
mate,tube_03,tube_03,,compatible,,0.2999,0.8420656624461335,0.8411048054695129,0.15775412321090698,yes,yes,0.6931619048118591,14956,30.119217899999057,3.4137804999991204,7.785388469696045,
look_alike,tube_03,tube_03_shrunk0.20,,incompatible,,-0.2002,0.8526768965665636,0.8517905473709106,0.14716996252536774,yes,yes,0.7254030108451843,14956,26.481329399997776,0.06523039999592584,7.785388469696045,
easy,tube_03,cross_01,,incompatible,,-2.0,0.8096909801766262,0.808566153049469,0.19004464149475098,yes,yes,0.6607265472412109,14956,30.32164680000278,0.06814390000363346,7.785388469696045,
aperture,cross_01,cross_01_ap+0.30,+0.30,compatible,,0.2999,0.7791447507341849,0.7777876853942871,0.2204705774784088,yes,yes,0.5252729654312134,14956,26.132251199996972,0.05916569999681087,7.785388469696045,
aperture,cross_01,cross_01_ap+0.10,+0.10,compatible,,0.1,0.7689331060855702,0.7675714492797852,0.23065771162509918,yes,yes,0.46615704894065857,14956,29.803531799996563,0.06764349999866681,7.785388469696045,
aperture,cross_01,cross_01_ap+0.00,+0.00,ambiguous,boundary,0.0,0.7766819797373813,0.7753572463989258,0.22293712198734283,yes,yes,0.4992210566997528,14956,26.267616400000406,0.05639800000062678,7.785388469696045,
aperture,cross_01,cross_01_ap-0.10,-0.10,ambiguous,off_centre,-0.1416,0.769787139361385,0.7684584856033325,0.2298155128955841,yes,yes,0.48368120193481445,14956,26.56391160000203,0.05655290000140667,7.785388469696045,
aperture,cross_01,cross_01_ap-0.30,-0.30,incompatible,,-0.4248,0.7703881053074326,0.7690592408180237,0.2292158305644989,yes,yes,0.4670606255531311,14956,30.630580400000326,0.061668800000916235,7.785388469696045,
aperture,cross_01,cross_01_ap-0.60,-0.60,incompatible,,-0.8486,0.7672473868844117,0.7658901214599609,0.23234087228775024,yes,yes,0.4622780382633209,14956,26.215324700002384,0.07091950000176439,7.785388469696045,
aperture,cross_01,cross_01_ap-1.20,-1.20,incompatible,,-1.6973,0.7666813943052195,0.7653199434280396,0.23290428519248962,yes,yes,0.4590807557106018,14956,26.453191100001277,0.06380009999702452,7.785388469696045,
aperture,cross_02,cross_02_ap+0.30,+0.30,compatible,,0.2999,0.7794417076067783,0.7780697345733643,0.2201700657606125,yes,yes,0.5281081795692444,14956,26.533034800006135,0.0640345000065281,7.785388469696045,
aperture,cross_02,cross_02_ap+0.10,+0.10,compatible,,0.1,0.7800607558857601,0.7787026762962341,0.21955633163452148,yes,yes,0.5542610883712769,14956,26.460941500001354,0.06264640000154031,7.785388469696045,
aperture,cross_02,cross_02_ap+0.00,+0.00,ambiguous,boundary,0.0,0.7800616568688148,0.778700053691864,0.21955443918704987,yes,yes,0.5542545914649963,14956,29.45372459999635,3.4074028999966686,7.785388469696045,
aperture,cross_02,cross_02_ap-0.10,-0.10,ambiguous,off_centre,-0.1416,0.7736067235858807,0.7721977233886719,0.2259809374809265,yes,yes,0.5344995856285095,14956,26.337377500000002,0.06340020000061486,7.785388469696045,
aperture,cross_02,cross_02_ap-0.30,-0.30,incompatible,,-0.4248,0.7751904560359639,0.7738128900527954,0.2244100421667099,yes,yes,0.525221049785614,14956,26.642562299995916,0.05446559999836609,7.785388469696045,
aperture,cross_02,cross_02_ap-0.60,-0.60,incompatible,,-0.8486,0.7724228569901648,0.7710326910018921,0.22716756165027618,yes,yes,0.4964035153388977,14956,29.50561639999796,0.05541380000067875,7.785388469696045,
aperture,cross_02,cross_02_ap-1.20,-1.20,incompatible,,-1.6973,0.7700625433918582,0.7686634063720703,0.22951968014240265,yes,yes,0.5111438632011414,14956,26.46201480000309,0.07553980000375304,7.785388469696045,
aperture,cross_03,cross_03_ap+0.30,+0.30,compatible,,0.2999,0.7782771896397259,0.7769363522529602,0.2213408201932907,yes,yes,0.5793417096138,14956,26.03219550000358,0.06318380000448087,7.785388469696045,
aperture,cross_03,cross_03_ap+0.10,+0.10,compatible,,0.1,0.7820677617558572,0.7807362079620361,0.21756118535995483,yes,yes,0.5934937596321106,14956,26.335375900001964,0.05844780000188621,7.785388469696045,
aperture,cross_03,cross_03_ap+0.00,+0.00,ambiguous,boundary,0.0,0.7814088806101117,0.7800564765930176,0.2182127982378006,yes,yes,0.5862453579902649,14956,26.48637510000117,0.06517929999972694,7.785388469696045,
aperture,cross_03,cross_03_ap-0.10,-0.10,ambiguous,off_centre,-0.1416,0.7808215748938194,0.779464602470398,0.21879751980304718,yes,yes,0.5718576312065125,14956,29.714850899996236,0.05980029999773251,7.785388469696045,
aperture,cross_03,cross_03_ap-0.30,-0.30,incompatible,,-0.4248,0.7800628672562525,0.7787149548530579,0.21955709159374237,yes,yes,0.564114511013031,14956,12.761843700005556,0.06296429999929387,7.785388469696045,
aperture,cross_03,cross_03_ap-0.60,-0.60,incompatible,,-0.8486,0.7808146498884956,0.779517412185669,0.2188211977481842,yes,yes,0.5719272494316101,14956,5.716246299998602,0.05473050000000512,7.785388469696045,
aperture,cross_03,cross_03_ap-1.20,-1.20,incompatible,,-1.6973,0.7843897935345854,0.7830917239189148,0.21525339782238007,yes,yes,0.5523765087127686,14956,5.730164900000091,0.05315890000201762,7.785388469696045,
aperture,cross_04,cross_04_ap+0.30,+0.30,compatible,,0.2999,0.7909825727097751,0.7897302508354187,0.20868650078773499,yes,yes,0.611352801322937,14956,5.6841286000053515,0.06936400000267895,7.785388469696045,
aperture,cross_04,cross_04_ap+0.10,+0.10,compatible,,0.1,0.7915314611083494,0.7902818322181702,0.20813941955566406,yes,yes,0.607441782951355,14956,5.54832859999442,0.06914929999766173,7.785388469696045,
aperture,cross_04,cross_04_ap+0.00,+0.00,ambiguous,boundary,0.0,0.7839706185759273,0.7826879620552063,0.2156759351491928,yes,yes,0.5789844989776611,14956,5.5661115999973845,0.05768639999587322,7.785388469696045,
aperture,cross_04,cross_04_ap-0.10,-0.10,ambiguous,off_centre,-0.1416,0.7903669867652497,0.7891104221343994,0.2092997282743454,yes,yes,0.6043302416801453,14956,5.597322299996449,0.05948550000175601,7.785388469696045,
aperture,cross_04,cross_04_ap-0.30,-0.30,incompatible,,-0.4248,0.8011679148622944,0.7999756336212158,0.19853618741035461,yes,yes,0.6278761625289917,14956,5.593617500002438,0.05280759999732254,7.785388469696045,
aperture,cross_04,cross_04_ap-0.60,-0.60,incompatible,,-0.8486,0.8003095207092711,0.7990926504135132,0.1993868499994278,yes,yes,0.5838651061058044,14956,5.830824099997699,0.0597974999982398,7.785388469696045,
aperture,cross_04,cross_04_ap-1.20,-1.20,incompatible,,-1.6973,0.7960950779134203,0.7948395609855652,0.20358334481716156,yes,yes,0.5733538269996643,14956,5.689672300002712,0.07210540000232868,7.785388469696045,
aperture,dshape_01,dshape_01_ap+0.30,+0.30,compatible,,0.2923,0.8013306834861382,0.8002120852470398,0.19839198887348175,yes,yes,0.6682000756263733,14956,5.618011099999421,0.06080610000208253,7.785388469696045,
aperture,dshape_01,dshape_01_ap+0.10,+0.10,compatible,,0.0974,0.8029130290100962,0.8018103837966919,0.1968163102865219,yes,yes,0.6795472502708435,14956,5.652803600001789,0.05464650000067195,7.785388469696045,
aperture,dshape_01,dshape_01_ap+0.00,+0.00,ambiguous,boundary,-0.001,0.7979876737796481,0.7968429327011108,0.20172253251075745,yes,yes,0.6704281568527222,14956,5.628054900000279,0.05658279999624938,7.785388469696045,
aperture,dshape_01,dshape_01_ap-0.10,-0.10,ambiguous,off_centre,-0.1045,0.7989312591203465,0.7978219389915466,0.20078955590724945,yes,yes,0.6809037327766418,14956,5.591169499995885,0.06284109999978682,7.785388469696045,
aperture,dshape_01,dshape_01_ap-0.30,-0.30,incompatible,,-0.3135,0.8081230695148558,0.807042121887207,0.19162027537822723,yes,yes,0.6872057318687439,14956,5.646357000005082,0.07048560000112047,7.785388469696045,
aperture,dshape_01,dshape_01_ap-0.60,-0.60,incompatible,,-0.6279,0.8130359850606497,0.8119826912879944,0.1867218017578125,yes,yes,0.6976727247238159,14956,5.612296200000856,0.05677569999534171,7.785388469696045,
aperture,dshape_01,dshape_01_ap-1.20,-1.20,incompatible,,-1.2578,0.819171505714281,0.8181591629981995,0.18060502409934998,yes,yes,0.7133719325065613,14956,5.689405499993882,0.05888699999923119,7.785388469696045,
aperture,dshape_02,dshape_02_ap+0.30,+0.30,compatible,,0.283,0.8142704363077744,0.8131569623947144,0.18547558784484863,yes,yes,0.6644869446754456,14956,5.632907200000773,0.05790149999666028,7.785388469696045,
aperture,dshape_02,dshape_02_ap+0.10,+0.10,compatible,,0.0942,0.8211147543781859,0.8200364708900452,0.17865033447742462,yes,yes,0.689996063709259,14956,5.57475870000053,0.05880509999406058,7.785388469696045,
aperture,dshape_02,dshape_02_ap+0.00,+0.00,ambiguous,boundary,-0.001,0.8205469610995152,0.8194605708122253,0.1792154461145401,yes,yes,0.6843160390853882,14956,5.783937399995921,0.06380309999804012,7.785388469696045,
aperture,dshape_02,dshape_02_ap-0.10,-0.10,ambiguous,off_centre,-0.1113,0.8207401554834844,0.8196483850479126,0.17902138829231262,yes,yes,0.6809156537055969,14956,5.575499899998249,0.06648839999979828,7.785388469696045,
aperture,dshape_02,dshape_02_ap-0.30,-0.30,incompatible,,-0.332,0.8242883864298306,0.823223352432251,0.1754845827817917,yes,yes,0.6960733532905579,14956,5.62072199999966,0.06259149999823421,7.785388469696045,
aperture,dshape_02,dshape_02_ap-0.60,-0.60,incompatible,,-0.667,0.8172281608433307,0.8161317706108093,0.182526633143425,yes,yes,0.683276891708374,14956,5.610004299996945,0.059121199999935925,7.785388469696045,
aperture,dshape_02,dshape_02_ap-1.20,-1.20,incompatible,,-1.3408,0.819718934380855,0.8186509609222412,0.1800461858510971,yes,yes,0.6921932697296143,14956,5.710880500002531,0.05213260000164155,7.785388469696045,
