split,family,peg_id,cand_id,offset_mm,label,reason,margin_mm,peg_v1,peg_v2,socket_v1,socket_v2,p_yes,answer,top_prob,image_margin_mm,image_fits,accept_tau,accept_yes,margin_left_censored,margin_relation,binary_label_eligible,score_snapshot_key
test,chamfered,chamfered_02,chamfered_02_ap-0.10,-0.1,ambiguous,off_centre,-0.1426,data/renders/procedural/chamfered_02_peg_v1.png,data/renders/procedural/chamfered_02_peg_v2.png,data/renders/aperture/chamfered_02_ap-0.10_socket_v1.png,data/renders/aperture/chamfered_02_ap-0.10_socket_v2.png,0.7678121896128027,yes,0.5715886950492859,-0.1915,0,0,1,0,=,0,50a4d7df8f7ee064c460389915af47a36173f3ecd276703ff3183924cd7b33fc
test,chamfered,chamfered_02,chamfered_02_ap-0.30,-0.3,incompatible,,-0.4258,data/renders/procedural/chamfered_02_peg_v1.png,data/renders/procedural/chamfered_02_peg_v2.png,data/renders/aperture/chamfered_02_ap-0.30_socket_v1.png,data/renders/aperture/chamfered_02_ap-0.30_socket_v2.png,0.7684148642644016,yes,0.5896347761154175,-0.4788,0,0,1,0,=,1,11801bfd172c997aba3ef021dfb5c9883443fbf3488f0b2d7677221d3c6a66b9
test,chamfered,chamfered_02,chamfered_02_ap-0.60,-0.6,incompatible,,-0.8516,data/renders/procedural/chamfered_02_peg_v1.png,data/renders/procedural/chamfered_02_peg_v2.png,data/renders/aperture/chamfered_02_ap-0.60_socket_v1.png,data/renders/aperture/chamfered_02_ap-0.60_socket_v2.png,0.7706953476574108,yes,0.5804933905601501,-0.8671,0,0,1,0,=,1,3265ce739bd21da26a8e58e6e0ff3016ec2a18417383583bd26c24096652f0dc
test,chamfered,chamfered_02,chamfered_02_ap-1.20,-1.2,incompatible,,-1.7031,data/renders/procedural/chamfered_02_peg_v1.png,data/renders/procedural/chamfered_02_peg_v2.png,data/renders/aperture/chamfered_02_ap-1.20_socket_v1.png,data/renders/aperture/chamfered_02_ap-1.20_socket_v2.png,0.7669293080470577,yes,0.5842294096946716,-1.7721,0,0,1,0,=,1,894f62ec358edaa496733e4feb7ae5d003bfe12e4e12c8f3311f167161d83d41
test,chamfered,chamfered_03,chamfered_03,0.3,compatible,,0.2857,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/procedural/chamfered_03_socket_v1.png,data/renders/procedural/chamfered_03_socket_v2.png,0.7751417605860385,yes,0.5700880289077759,0.2441,1,0,1,0,=,1,2665f93a3eca530d0ae6cf6f3ea2ac19573cb0f292599c2fcfa4707f695b830d
test,chamfered,chamfered_03,chamfered_03_ap+0.10,0.1,compatible,,0.0951,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/aperture/chamfered_03_ap+0.10_socket_v1.png,data/renders/aperture/chamfered_03_ap+0.10_socket_v2.png,0.7672931189636738,yes,0.559603214263916,0.0677,1,0,1,0,=,1,7b6020fcb481b9312883c01346266c04574fab439423f5a67fc21b075b5ee501
test,chamfered,chamfered_03,chamfered_03_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/aperture/chamfered_03_ap+0.00_socket_v1.png,data/renders/aperture/chamfered_03_ap+0.00_socket_v2.png,0.7690084033613446,yes,0.5608713626861572,0.0677,1,0,1,0,=,0,ae0141e7f5c19dcaa0a5e947da680b503ab8bbac98764ca58288ddffac263665
test,chamfered,chamfered_03,chamfered_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1465,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/aperture/chamfered_03_ap-0.10_socket_v1.png,data/renders/aperture/chamfered_03_ap-0.10_socket_v2.png,0.773434072637786,yes,0.5688418745994568,-0.2141,0,0,1,0,=,0,8ebb803643f06c5dbea68838b96b5f53041abe78650570839a42fa0f10edecf9
test,chamfered,chamfered_03,chamfered_03_ap-0.30,-0.3,incompatible,,-0.4404,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/aperture/chamfered_03_ap-0.30_socket_v1.png,data/renders/aperture/chamfered_03_ap-0.30_socket_v2.png,0.7746324623086599,yes,0.5789790749549866,-0.4542,0,0,1,0,=,1,6826f0c33b14363aa46c689a9d8cea7e2e86cd1d1e392eaa4b7c513ae6a0268e
test,chamfered,chamfered_03,chamfered_03_ap-0.60,-0.6,incompatible,,-0.8828,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/aperture/chamfered_03_ap-0.60_socket_v1.png,data/renders/aperture/chamfered_03_ap-0.60_socket_v2.png,0.7832130498984095,yes,0.5966804027557373,-0.9109,0,0,1,0,=,1,692c8ee42362d82468e8a1faffd49ce9ba2deb653eab1a815df029679b29f1ba
test,chamfered,chamfered_03,chamfered_03_ap-1.20,-1.2,incompatible,,-1.7793,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/aperture/chamfered_03_ap-1.20_socket_v1.png,data/renders/aperture/chamfered_03_ap-1.20_socket_v2.png,0.784720564809088,yes,0.617007315158844,-1.8193,0,0,1,0,=,1,1b6a87efcec2ae8b7586dd0deeaf1f7f61057d53f244ba1736383afa9f12a9b0
test,chamfered,chamfered_04,chamfered_04,0.3,compatible,,0.2867,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/procedural/chamfered_04_socket_v1.png,data/renders/procedural/chamfered_04_socket_v2.png,0.7762782902615771,yes,0.6221397519111633,0.2792,1,0,1,0,=,1,3a5a7f77acb66bcdc05f980c70539b0dcd4f673fbfa0ed1dcd77eaf048ac103a
test,chamfered,chamfered_04,chamfered_04_ap+0.10,0.1,compatible,,0.0954,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/aperture/chamfered_04_ap+0.10_socket_v1.png,data/renders/aperture/chamfered_04_ap+0.10_socket_v2.png,0.7769833261366504,yes,0.6283560991287231,0.0958,1,0,1,0,=,1,e740138696c84225a92ddcea57d85231754a72bec0988135abdccb188d3f7854
test,chamfered,chamfered_04,chamfered_04_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/aperture/chamfered_04_ap+0.00_socket_v1.png,data/renders/aperture/chamfered_04_ap+0.00_socket_v2.png,0.7785968910448224,yes,0.6369988322257996,0.0677,1,0,1,0,=,0,0e442383ff7acabfe520957b04836a1db4fe40bcf2d5d2ee917301d0d1a0c954
test,chamfered,chamfered_04,chamfered_04_ap-0.10,-0.1,ambiguous,off_centre,-0.1416,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/aperture/chamfered_04_ap-0.10_socket_v1.png,data/renders/aperture/chamfered_04_ap-0.10_socket_v2.png,0.7737935497886681,yes,0.6220067143440247,-0.1915,0,0,1,0,=,0,ea861c255a9123fe1751f0b7489f8c16e50c21007c5780844a0c387e39a7bc75
test,chamfered,chamfered_04,chamfered_04_ap-0.30,-0.3,incompatible,,-0.4248,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/aperture/chamfered_04_ap-0.30_socket_v1.png,data/renders/aperture/chamfered_04_ap-0.30_socket_v2.png,0.7801321711448223,yes,0.6346225738525391,-0.4335,0,0,1,0,=,1,90df8a384e9320c0552b6f5a19f7a818460ba52c04888d2c85cb78ceb3e04552
test,chamfered,chamfered_04,chamfered_04_ap-0.60,-0.6,incompatible,,-0.8496,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/aperture/chamfered_04_ap-0.60_socket_v1.png,data/renders/aperture/chamfered_04_ap-0.60_socket_v2.png,0.7783808600919273,yes,0.6350204944610596,-0.9575,0,0,1,0,=,1,24ad61c439db899ef04b2371568d916fb8a30e56ba46f75bd5dbb6e00e1c5938
test,chamfered,chamfered_04,chamfered_04_ap-1.20,-1.2,incompatible,,-1.7002,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/aperture/chamfered_04_ap-1.20_socket_v1.png,data/renders/aperture/chamfered_04_ap-1.20_socket_v2.png,0.7718156279472047,yes,0.6204378604888916,-1.7236,0,0,1,0,=,1,abb342583117c32b4f1329e2d1957c224d50eec351bdd7ad633424764de63b83
test,circle,circle_01,circle_01,0.3,compatible,,0.2999,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/procedural/circle_01_socket_v1.png,data/renders/procedural/circle_01_socket_v2.png,0.8265172059594086,yes,0.7580444812774658,0.3385,1,1,1,0,=,1,a451702b1a4bb69505466fb00603f95374a5cc950de8188c7060d3197ab0c030
test,circle,circle_01,circle_01_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/aperture/circle_01_ap+0.10_socket_v1.png,data/renders/aperture/circle_01_ap+0.10_socket_v2.png,0.8290641105740133,yes,0.7650909423828125,0.1354,1,1,1,0,=,1,7654db3956cb03aa66b268917f36443ae8fae8e5dc3c816d791085f06078f85f
test,circle,circle_01,circle_01_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/aperture/circle_01_ap+0.00_socket_v1.png,data/renders/aperture/circle_01_ap+0.00_socket_v2.png,0.8297882578384002,yes,0.7734938859939575,0.0677,1,1,1,0,=,0,8391a9f6c9e3e21afcff47de190917fb902ac257442aafb4c63b127fa0ec107c
test,circle,circle_01,circle_01_ap-0.10,-0.1,ambiguous,off_centre,-0.1006,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/aperture/circle_01_ap-0.10_socket_v1.png,data/renders/aperture/circle_01_ap-0.10_socket_v2.png,0.8277200772038655,yes,0.7707517147064209,-0.1354,0,1,1,0,=,0,efae2369c1fea8af16b63231211261b2bd0687af595310b15b7f0fe4e94420b5
test,circle,circle_01,circle_01_ap-0.30,-0.3,incompatible,,-0.3008,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/aperture/circle_01_ap-0.30_socket_v1.png,data/renders/aperture/circle_01_ap-0.30_socket_v2.png,0.8297886043704935,yes,0.773504912853241,-0.3385,0,1,1,0,=,1,c6c7c1cd45f4509ae8d87acedc0438de3fb91ca6876da9be8e272512174db691
test,circle,circle_01,circle_01_ap-0.60,-0.6,incompatible,,-0.6006,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/aperture/circle_01_ap-0.60_socket_v1.png,data/renders/aperture/circle_01_ap-0.60_socket_v2.png,0.829185460597086,yes,0.7670226693153381,-0.6242,0,1,1,0,=,1,1e1c2bedc19a077928ad5cd416dda1d45ba34728b09e8aa208704ff9241c8de2
test,circle,circle_01,circle_01_ap-1.20,-1.2,incompatible,,-1.2012,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/aperture/circle_01_ap-1.20_socket_v1.png,data/renders/aperture/circle_01_ap-1.20_socket_v2.png,0.8226141441384772,yes,0.7600206732749939,-1.2206,0,1,1,0,=,1,516766c0462c0674b2c1979b2c46cc49d3154f13b80b6af908e628d9ead98f37
test,circle,circle_02,circle_02,0.3,compatible,,0.2999,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/procedural/circle_02_socket_v1.png,data/renders/procedural/circle_02_socket_v2.png,0.8230087282476413,yes,0.7630136013031006,0.3028,1,1,1,0,=,1,6fa221da314475d784cf7f891b3fcc04f4ffeecca06c667f37b6a3d930ab2e92
test,circle,circle_02,circle_02_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/aperture/circle_02_ap+0.10_socket_v1.png,data/renders/aperture/circle_02_ap+0.10_socket_v2.png,0.8235516704795633,yes,0.7449846863746643,0.1354,1,1,1,0,=,1,a260231e484fe3c3be85c3266f669078688ecbc0c9a45aafd47178190b495733
test,circle,circle_02,circle_02_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/aperture/circle_02_ap+0.00_socket_v1.png,data/renders/aperture/circle_02_ap+0.00_socket_v2.png,0.8264525060901791,yes,0.7569962739944458,0.0677,1,1,1,0,=,0,50860fc2706ed93dc0ffedf2b51f3923b6cd164e3b5fcc084c982edceab01406
test,circle,circle_02,circle_02_ap-0.10,-0.1,ambiguous,off_centre,-0.1006,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/aperture/circle_02_ap-0.10_socket_v1.png,data/renders/aperture/circle_02_ap-0.10_socket_v2.png,0.8212697779092604,yes,0.7429028749465942,-0.1354,0,1,1,0,=,0,b88d266e2141f78e03a1c66174f210f765eaeeb7f1cf4934a2d12f9f48049ac2
test,circle,circle_02,circle_02_ap-0.30,-0.3,incompatible,,-0.3008,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/aperture/circle_02_ap-0.30_socket_v1.png,data/renders/aperture/circle_02_ap-0.30_socket_v2.png,0.8248837483079041,yes,0.7584205269813538,-0.3385,0,1,1,0,=,1,b7e0e30748313bcbcd5add3955fceee20f0c81d772f4f7206d9626bc4fb7af65
test,circle,circle_02,circle_02_ap-0.60,-0.6,incompatible,,-0.6006,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/aperture/circle_02_ap-0.60_socket_v1.png,data/renders/aperture/circle_02_ap-0.60_socket_v2.png,0.8266400888506156,yes,0.7561727166175842,-0.6242,0,1,1,0,=,1,f0b59ab0b09e01c7c8ce75a640974db132ce1871c542e62a19ce0290e2cbb90e
test,circle,circle_02,circle_02_ap-1.20,-1.2,incompatible,,-1.2012,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/aperture/circle_02_ap-1.20_socket_v1.png,data/renders/aperture/circle_02_ap-1.20_socket_v2.png,0.8279710363779562,yes,0.7478878498077393,-1.2206,0,1,1,0,=,1,8bda175ec8497035313eadbf7619ed50b853b326dcfe4ddbb05bfcf92830531f
test,circle,circle_03,circle_03,0.3,compatible,,0.2999,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/procedural/circle_03_socket_v1.png,data/renders/procedural/circle_03_socket_v2.png,0.8176975100392931,yes,0.7508804202079773,0.3028,1,1,1,0,=,1,71d04c218e928ed2ce1de5c8f58bc30e8c4fb7c03382e7d90b02d0da3db0bfb9
test,circle,circle_03,circle_03_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/aperture/circle_03_ap+0.10_socket_v1.png,data/renders/aperture/circle_03_ap+0.10_socket_v2.png,0.8184117742153886,yes,0.7587498426437378,0.0958,1,1,1,0,=,1,5876d6ad8f29d3e2c8cd3f38cc2e9263c4caf6efa40ca8e7f88ec0339ef5af1b
test,circle,circle_03,circle_03_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/aperture/circle_03_ap+0.00_socket_v1.png,data/renders/aperture/circle_03_ap+0.00_socket_v2.png,0.8153568397172413,yes,0.7487276196479797,0.0677,1,1,1,0,=,0,4b3015d5476c9110a31bb308e8dec9cb0d1a8332fa0deb3ce8c4de93d4b820b2
test,circle,circle_03,circle_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1006,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/aperture/circle_03_ap-0.10_socket_v1.png,data/renders/aperture/circle_03_ap-0.10_socket_v2.png,0.8177599085453512,yes,0.7519003748893738,-0.1514,0,1,1,0,=,0,18d2aeee06eab8631ff0d18bb739d7f1cc118fa9ab76257d19c3272a62ce0421
test,circle,circle_03,circle_03_ap-0.30,-0.3,incompatible,,-0.3008,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/aperture/circle_03_ap-0.30_socket_v1.png,data/renders/aperture/circle_03_ap-0.30_socket_v2.png,0.8199601330152467,yes,0.7557868957519531,-0.3385,0,1,1,0,=,1,e0a9af6da847d1651d31c6a6aa20476bfe99ae47f0e8c88d7163ee391adb7bdf
test,circle,circle_03,circle_03_ap-0.60,-0.6,incompatible,,-0.6006,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/aperture/circle_03_ap-0.60_socket_v1.png,data/renders/aperture/circle_03_ap-0.60_socket_v2.png,0.8175653245142026,yes,0.7488631010055542,-0.6242,0,1,1,0,=,1,203cdd908a535c9190a62b33b109eefcc679ba12d98f7b3d9195473955b04110
test,circle,circle_03,circle_03_ap-1.20,-1.2,incompatible,,-1.2012,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/aperture/circle_03_ap-1.20_socket_v1.png,data/renders/aperture/circle_03_ap-1.20_socket_v2.png,0.8237971003757032,yes,0.7525913119316101,-1.2206,0,1,1,0,=,1,f191518e92d5bd87e74e95a3334b1acd357e64d5b57ee1a4fa3cdf2eea4f7877
test,circle,circle_04,circle_04,0.3,compatible,,0.2999,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/procedural/circle_04_socket_v1.png,data/renders/procedural/circle_04_socket_v2.png,0.8196198082137205,yes,0.7322059273719788,0.3028,1,1,1,0,=,1,98fc1c72710d26d940ec01ec6dee558fd9822f9e6e8f993d042bd5f429fffb3c
test,circle,circle_04,circle_04_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/aperture/circle_04_ap+0.10_socket_v1.png,data/renders/aperture/circle_04_ap+0.10_socket_v2.png,0.8169465714246201,yes,0.7210260033607483,0.1354,1,1,1,0,=,1,637c53ff4ecca4292a4df1a45661e1ead5f24d571ba29a728bba3b8624909491
test,circle,circle_04,circle_04_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/aperture/circle_04_ap+0.00_socket_v1.png,data/renders/aperture/circle_04_ap+0.00_socket_v2.png,0.8163492052196168,yes,0.717830240726471,0.0677,1,1,1,0,=,0,edc1adff96958065d49e9b2623687831e6051a0afbdb96c8cb93f08e90ce329b
test,circle,circle_04,circle_04_ap-0.10,-0.1,ambiguous,off_centre,-0.1006,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/aperture/circle_04_ap-0.10_socket_v1.png,data/renders/aperture/circle_04_ap-0.10_socket_v2.png,0.8168882281287111,yes,0.7248402237892151,-0.1354,0,1,1,0,=,0,94a0a4d8c50933d4fb39e9e6cfa05007c441aaf9c2d3fa351ce513e4de9873c3
test,circle,circle_04,circle_04_ap-0.30,-0.3,incompatible,,-0.3008,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/aperture/circle_04_ap-0.30_socket_v1.png,data/renders/aperture/circle_04_ap-0.30_socket_v2.png,0.8165679445840712,yes,0.7206962704658508,-0.3385,0,1,1,0,=,1,d60832c11efbae9ccf0870d2381508428a39aac6a8252554041efcbff8c1e465
test,circle,circle_04,circle_04_ap-0.60,-0.6,incompatible,,-0.6006,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/aperture/circle_04_ap-0.60_socket_v1.png,data/renders/aperture/circle_04_ap-0.60_socket_v2.png,0.8167826951468548,yes,0.723458468914032,-0.6388,0,1,1,0,=,1,743bc3f98f967f59ebf315d05b5468457140ee5b4ee7738377b5cdd6e8e898bf
test,circle,circle_04,circle_04_ap-1.20,-1.2,incompatible,,-1.2012,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/aperture/circle_04_ap-1.20_socket_v1.png,data/renders/aperture/circle_04_ap-1.20_socket_v2.png,0.8137068322216734,yes,0.7281100749969482,-1.2206,0,1,1,0,=,1,e55ccd946144a59b92d410033ac73fa7c147603bacc47a95070ec6fb6f3d67b1
test,circle,circle_05,circle_05,0.3,compatible,,0.2999,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/procedural/circle_05_socket_v1.png,data/renders/procedural/circle_05_socket_v2.png,0.8201351470625885,yes,0.7156367897987366,0.3028,1,1,1,0,=,1,4a692b14aebf45ec5cf9d5e34adcdbc4a88862e515d588f65c28fc234a131e92
test,circle,circle_05,circle_05_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/aperture/circle_05_ap+0.10_socket_v1.png,data/renders/aperture/circle_05_ap+0.10_socket_v2.png,0.8161261324447184,yes,0.7148977518081665,0.0958,1,1,1,0,=,1,b21835022d8c29fab34383ef2277a529105d98cbb02a73e818697e937e24cea0
test,circle,circle_05,circle_05_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/aperture/circle_05_ap+0.00_socket_v1.png,data/renders/aperture/circle_05_ap+0.00_socket_v2.png,0.8111564167249391,yes,0.7077621817588806,0.0677,1,1,1,0,=,0,89c8c0d84016a7182596b5b4c1c31edd36739306e917cac9f664fc979958fd0b
test,circle,circle_05,circle_05_ap-0.10,-0.1,ambiguous,off_centre,-0.1006,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/aperture/circle_05_ap-0.10_socket_v1.png,data/renders/aperture/circle_05_ap-0.10_socket_v2.png,0.8132982026956946,yes,0.706821620464325,-0.1514,0,1,1,0,=,0,ce70d1054535f6134dcb8030bc8ec674fc13a0f6d4770022d3006655652f5a51
