quant,grouping,prompt,chat,category,peg_id,socket,label,margin_mm,images_sha,p_yes,mass_yes,mass_no,answer,top_token,top_prob,n_input_tokens,latency_s,prep_s,peak_vram_gb
nf4,nested,controlled,qwen_1_5,clear_neg,ellipse_01,dshape_03,incompatible,-2.0,767343f100d48dec,0.7682863173099203,0.7673536539077759,0.23143239319324493,yes,yes,0.70713871717453,3080,1.31179610000072,0.028279800000746036,6.132611274719238
nf4,nested,controlled,qwen_1_5,clear_neg,ellipse_02,tube_03,incompatible,-2.0,1291cd55fcabf96f,0.7772963459425644,0.7764406800270081,0.22245849668979645,yes,yes,0.7252420783042908,3080,1.3169345000005706,0.03920110000035493,6.132611274719238
nf4,nested,controlled,qwen_1_5,clear_neg,ellipse_03,tube_01,incompatible,-2.0,942fa757b26c2755,0.7867181241307244,0.7858436107635498,0.21304479241371155,yes,yes,0.7250964045524597,3080,1.2774398000001383,0.02416619999894465,6.132611274719238
nf4,nested,controlled,qwen_1_5,clear_neg,dshape_01,tube_02,incompatible,-2.0,27597f7f0615bc81,0.7767673040350419,0.7758411169052124,0.2229665219783783,yes,yes,0.7191953659057617,3080,1.303805100000318,0.028125800001362222,6.132611274719238
nf4,nested,controlled,qwen_1_5,clear_neg,dshape_02,tube_03,incompatible,-2.0,359e1562489e9ce3,0.7787238602480432,0.7777199149131775,0.2209908664226532,yes,yes,0.693295955657959,3080,1.242369300000064,0.0260405000008177,6.132611274719238
nf4,nested,controlled,qwen_1_5,clear_neg,dshape_03,tube_01,incompatible,-2.0,557a696d832a2c67,0.7647794301261943,0.7637218832969666,0.23489530384540558,yes,yes,0.6784696578979492,3080,1.2078998000015417,0.02686090000133845,6.132611274719238
nf4,nested,controlled,qwen_1_5,clear_neg,dshape_04,tube_01,incompatible,-2.0,34f9501a77f01d1f,0.7636124869116729,0.7625320553779602,0.23605304956436157,yes,yes,0.6688010096549988,3080,1.2610093999992387,0.025367799999003182,6.132611274719238
nf4,nested,controlled,qwen_1_5,clear_neg,cross_01,tube_03,incompatible,-2.0,5e65821fc1494b07,0.7620341514635018,0.7609688639640808,0.23763318359851837,yes,yes,0.6661730408668518,3080,1.270566899998812,0.024824899999657646,6.132611274719238
nf4,nested,controlled,qwen_1_5,clear_neg,cross_02,ellipse_01,incompatible,-2.0,5e2692dab5b1beb8,0.7409807378625798,0.7397058010101318,0.25857359170913696,yes,yes,0.6160673499107361,3080,1.3112416000003577,0.02820869999959541,6.132611274719238
nf4,nested,controlled,qwen_1_5,clear_neg,cross_03,tube_01,incompatible,-2.0,41b7576f78d5720f,0.7535926625414264,0.7524924278259277,0.24604758620262146,yes,yes,0.6741105914115906,3080,1.2422568000001775,0.0271245000003546,6.132611274719238
nf4,nested,controlled,qwen_1_5,clear_neg,cross_04,dshape_03,incompatible,-2.0,ade8041ee1c632c9,0.7166112888270241,0.7153173089027405,0.28287699818611145,yes,yes,0.6003252863883972,3080,1.2615135000014561,0.03169310000157566,6.132611274719238
nf4,nested,controlled,qwen_1_5,clear_neg,tube_01,cross_01,incompatible,-2.0,688144c3df251c3c,0.7685293977394155,0.7672920227050781,0.23109792172908783,yes,yes,0.6322871446609497,3080,1.2234943999992538,0.03020250000008673,6.132611274719238
nf4,nested,controlled,qwen_1_5,clear_neg,tube_02,cross_01,incompatible,-2.0,9dfc926ceb6e2d66,0.7664474252694209,0.7652783989906311,0.23319634795188904,yes,yes,0.6531684994697571,3080,1.2603003999993234,0.026732399999673362,6.132611274719238
nf4,nested,controlled,qwen_1_5,clear_neg,tube_03,cross_04,incompatible,-2.0,1c0b91fe3b72e9d5,0.782105423031287,0.7809946537017822,0.21758511662483215,yes,yes,0.6345542073249817,3080,1.3050239000003785,0.026970400000209338,6.132611274719238
nf4,nested,controlled,qwen_1_5,hard_neg,cross_03,cross_04,incompatible,-0.7001953125,528023385247be33,0.7495112821871277,0.7479904890060425,0.24998046457767487,yes,yes,0.5621268153190613,3080,1.2742933000008634,0.028879800000140676,6.132611274719238
nf4,nested,controlled,qwen_1_5,hard_neg,cross_04,cross_01,incompatible,-0.2001953125,83f43c863c9d4514,0.7426120745634224,0.7409827709197998,0.25682321190834045,yes,yes,0.5250035524368286,3080,1.2710176000000502,0.03300189999936265,6.132611274719238
nf4,nested,controlled,qwen_1_5,hard_neg,tube_01,tube_03,incompatible,-1.7001953125,37bfe00eeed5cef5,0.8072820876208079,0.8064379096031189,0.19251638650894165,yes,yes,0.7500939965248108,3080,1.2506778999995731,0.03033559999857971,6.132611274719238
nf4,nested,controlled,qwen_1_5,hard_neg,cross_02,cross_03,incompatible,-1.9365234375,21f9bf4a8017c21c,0.7558704501316476,0.7543715238571167,0.24364542961120605,yes,yes,0.5511306524276733,3080,1.3184827000004589,0.024846599999364116,6.132611274719238
nf4,nested,controlled,qwen_1_5,hard_neg,dshape_01,dshape_03,incompatible,-1.912109375,2a747b3bf4ac9c31,0.7670413550269577,0.7659947276115417,0.23264077305793762,yes,yes,0.6956654787063599,3080,1.2904333999995288,0.02372020000075281,6.132611274719238
nf4,nested,controlled,qwen_1_5,hard_neg,tube_03,tube_01,incompatible,-1.7001953125,6f170d550ae9e4c6,0.8038828798573571,0.8030127286911011,0.19590483605861664,yes,yes,0.7391465306282043,3080,1.3077907000006235,0.025325200000224868,6.132611274719238
nf4,nested,controlled,qwen_1_5,hard_neg,ellipse_01,ellipse_02,incompatible,-0.7001953125,42d5d883f8ee78f5,0.7787986239589632,0.7778797745704651,0.22094039618968964,yes,yes,0.7141621112823486,3080,1.2641433000007964,0.02345950000017183,6.132611274719238
nf4,nested,controlled,qwen_1_5,hard_neg,dshape_02,dshape_03,incompatible,-0.7529296875,43758b88d5a7133d,0.7719734134484321,0.7708046436309814,0.22768135368824005,yes,yes,0.6760303974151611,3080,1.3086509999993723,0.025160900000628317,6.132611274719238
nf4,nested,controlled,qwen_1_5,hard_neg,tube_01,tube_02,incompatible,-1.2001953125,467bff81ce223648,0.810241744179067,0.8094158172607422,0.18956482410430908,yes,yes,0.7590730786323547,3080,1.2689461999998457,0.024420399999144138,6.132611274719238
nf4,nested,controlled,qwen_1_5,hard_neg,tube_03,tube_02,incompatible,-1.7001953125,ca55c55562845bd5,0.8140568191896826,0.8132328987121582,0.18575498461723328,yes,yes,0.7530485987663269,3080,1.4056868999996368,0.025521499999740627,6.132611274719238
nf4,nested,controlled,qwen_1_5,hard_neg,cross_04,cross_03,incompatible,-1.7001953125,231be3df731d5990,0.7524298381023717,0.750912070274353,0.247070774435997,yes,yes,0.5643367767333984,3080,1.4289264000017283,0.02989490000072692,6.132611274719238
nf4,nested,controlled,qwen_1_5,hard_neg,cross_02,cross_01,incompatible,-1.2001953125,f8891c97a35b0f7e,0.7483189782505869,0.7467007040977478,0.25113674998283386,yes,yes,0.5266342759132385,3080,1.4814830000013899,0.03409079999983078,6.132611274719238
nf4,nested,controlled,qwen_1_5,shrunk,cross_03,cross_03_c-0.3,incompatible,-0.4248046875,edc60efc09614fae,0.7472955655397712,0.7457658052444458,0.2521871328353882,yes,yes,0.5355467796325684,3080,1.3725455000003421,0.03701799999907962,6.132611274719238
nf4,nested,controlled,qwen_1_5,shrunk,cross_03,cross_03_c-1.0,incompatible,-1.4150390625,78029a92a641417a,0.7537403930438991,0.7522884607315063,0.24578523635864258,yes,yes,0.5802837014198303,3080,1.4794172999991133,0.034045599999444676,6.132611274719238
nf4,nested,controlled,qwen_1_5,shrunk,dshape_03,dshape_03_c-0.3,incompatible,-0.3623046875,d75e5f835a71d93c,0.7629081122321726,0.7616738080978394,0.23670829832553864,yes,yes,0.6470758318901062,3080,1.4441062000005331,0.035850400001436356,6.132611274719238
nf4,nested,controlled,qwen_1_5,shrunk,dshape_03,dshape_03_c-1.0,incompatible,-1.220703125,d77fbd5ac89b46a3,0.761502138682841,0.7602522373199463,0.2381063997745514,yes,yes,0.6380792260169983,3080,1.4327986000007513,0.03528120000009949,6.132611274719238
nf4,nested,controlled,qwen_1_5,shrunk,cross_01,cross_01_c-0.3,incompatible,-0.4248046875,dc0ae0b3685a642e,0.7441954167776105,0.74266517162323,0.2552785873413086,yes,yes,0.41153421998023987,3080,1.4316177000000607,0.037164299999858486,6.132611274719238
nf4,nested,controlled,qwen_1_5,shrunk,cross_01,cross_01_c-1.0,incompatible,-1.4150390625,ae727051aebcf0bd,0.7412965639030994,0.7398024797439575,0.25818201899528503,yes,yes,0.42133763432502747,3080,1.4362956999993912,0.03565409999828262,6.132611274719238
nf4,nested,controlled,qwen_1_5,shrunk,tube_02,tube_02_c-0.3,incompatible,-0.30078125,5aa3322bcf3febfd,0.8191228655063039,0.818311870098114,0.18069805204868317,yes,yes,0.7643651366233826,3080,1.4282609000001685,0.038545500001418986,6.132611274719238
nf4,nested,controlled,qwen_1_5,shrunk,tube_02,tube_02_c-1.0,incompatible,-1.0009765625,4b1a4cd0eb4c8462,0.8089402580322305,0.8080933094024658,0.19085970520973206,yes,yes,0.7465156316757202,3080,1.424544400000741,0.032676599999831524,6.132611274719238
nf4,flat,paper,qwen_1_5,nominal,ellipse_01,ellipse_01,compatible,0.29981020754907156,75e27003ed8ae93a,0.6319261376387567,0.6308079361915588,0.36742255091667175,yes,Yes,0.5370770692825317,14894,7.702555300000313,0.13608820000081323,7.777138710021973
nf4,flat,paper,qwen_1_5,nominal,ellipse_02,ellipse_02,compatible,0.299813919484128,9f9a8d122211e70c,0.6049009452797588,0.6038362979888916,0.3944036662578583,yes,Yes,0.5232300758361816,14894,7.821525299999848,0.16809789999933855,7.777138710021973
nf4,flat,paper,qwen_1_5,nominal,ellipse_03,ellipse_03,compatible,0.29979681734150887,a7af3e4f5acd5368,0.6098051187908688,0.6087104678153992,0.3894944489002228,yes,Yes,0.5133373737335205,14894,7.649613499999759,0.125010800000382,7.777138710021973
nf4,flat,paper,qwen_1_5,nominal,dshape_01,dshape_01,compatible,0.2922746466650832,b78de3844478c00a,0.5651822261643403,0.5642707943916321,0.43411657214164734,yes,Yes,0.5145580172538757,14894,7.727162600000156,0.13900260000082199,7.777138710021973
nf4,flat,paper,qwen_1_5,nominal,dshape_02,dshape_02,compatible,0.2829689679359062,cc9e97894a81d97d,0.6152386732581135,0.6141846179962158,0.38410213589668274,yes,Yes,0.5375607013702393,14894,7.802925199999663,0.14445049999994808,7.777138710021973
nf4,flat,paper,qwen_1_5,nominal,dshape_03,dshape_03,compatible,0.2743944415034985,82cedf3b15fd7f3f,0.6247125031753381,0.6237059831619263,0.37468284368515015,yes,Yes,0.5549753904342651,14894,6.858824499999173,0.134260799999538,7.777138710021973
nf4,flat,paper,qwen_1_5,nominal,dshape_04,dshape_04,compatible,0.28653652858701567,891cb7eca466fdb3,0.5773408731001767,0.5764114856719971,0.42197874188423157,yes,Yes,0.524176299571991,14894,7.0838067999993655,0.1132594999999128,7.777138710021973
nf4,flat,paper,qwen_1_5,nominal,cross_01,cross_01,compatible,0.2999096456088586,591efcaba9f53131,0.6320760182798865,0.6310793161392212,0.36734381318092346,yes,Yes,0.575523853302002,14894,7.824752399999852,0.14246280000043043,7.777138710021973
nf4,flat,paper,qwen_1_5,nominal,cross_02,cross_02,compatible,0.29990964560885724,15a4d556975d5c0a,0.6169191377548154,0.6159658432006836,0.3824889063835144,yes,Yes,0.5654546022415161,14894,7.3855304999997315,0.12672790000033274,7.777138710021973
nf4,flat,paper,qwen_1_5,nominal,cross_03,cross_03,compatible,0.2999096456088604,f956214ddb54ba0c,0.6116445983728142,0.6106128692626953,0.38770031929016113,yes,Yes,0.5469427108764648,14894,7.911604200000511,0.1448991000015667,7.777138710021973
nf4,flat,paper,qwen_1_5,nominal,cross_04,cross_04,compatible,0.2999096456088599,1f9b43b475da84b7,0.6370849357870568,0.6359513401985168,0.3622693121433258,yes,Yes,0.5463526844978333,14894,7.3385018999997556,0.15074789999925997,7.777138710021973
nf4,flat,paper,qwen_1_5,nominal,tube_01,tube_01,compatible,0.29990964560885974,a43db81b2e363361,0.6427777901981363,0.6417799592018127,0.3566676676273346,yes,Yes,0.5690751671791077,14894,7.183641399999033,0.13538449999941804,7.777138710021973
nf4,flat,paper,qwen_1_5,nominal,tube_02,tube_02,compatible,0.2999096456088599,4d7dabf0a91e236c,0.6748309637420503,0.67371666431427,0.32463210821151733,yes,Yes,0.5668146014213562,14894,7.463761900000463,0.12325920000148471,7.777138710021973
nf4,flat,paper,qwen_1_5,nominal,tube_03,tube_03,compatible,0.2999096456088598,20d45a2de9de9aab,0.6447690783644391,0.6438367366790771,0.3547172546386719,yes,Yes,0.5785925984382629,14894,8.145606199999747,0.09209449999980279,7.777138710021973
nf4,flat,paper,qwen_1_5,rotated,ellipse_01,ellipse_01_rot90,compatible,0.29981020754907156,93979c440c6e4314,0.5762586429559059,0.5752264261245728,0.4229823350906372,yes,Yes,0.5063458681106567,14894,7.942816299999322,0.13574510000034934,7.777138710021973
nf4,flat,paper,qwen_1_5,rotated,ellipse_02,ellipse_02_rot90,compatible,0.299813919484128,8a4618f7e21d67d1,0.5690111825084616,0.5679561495780945,0.43018969893455505,yes,Yes,0.49806031584739685,14894,7.911295899999459,0.14835059999859368,7.777138710021973
nf4,flat,paper,qwen_1_5,rotated,ellipse_03,ellipse_03_rot90,compatible,0.29979681734150887,ce4b6011e4b2b3a2,0.5805318010202483,0.5794490575790405,0.4186858534812927,yes,Yes,0.5051455497741699,14894,7.995252999999138,0.18015879999984463,7.777138710021973
nf4,flat,paper,qwen_1_5,rotated,dshape_01,dshape_01_rot90,compatible,0.2922746466650832,12723ddda28cfaa6,0.578758326948178,0.5777671337127686,0.42052024602890015,yes,Yes,0.5149258971214294,14894,7.718628499998886,0.13782679999894754,7.777138710021973
nf4,flat,paper,qwen_1_5,rotated,dshape_02,dshape_02_rot90,compatible,0.2829689679359062,fe28a83a456eab4e,0.6043513327481215,0.6033525466918945,0.3949947953224182,yes,Yes,0.5430067181587219,14894,7.428474099999221,0.11529429999973217,7.777138710021973
nf4,flat,paper,qwen_1_5,rotated,dshape_03,dshape_03_rot90,compatible,0.2743944415034985,c889c3af12753d89,0.613047803903485,0.6120151877403259,0.3863004148006439,yes,Yes,0.5454738140106201,14894,7.56524250000075,0.11740099999951781,7.777138710021973
nf4,flat,paper,qwen_1_5,rotated,dshape_04,dshape_04_rot90,compatible,0.28653652858701567,602049c59e292069,0.5909897641035688,0.5900593996047974,0.4083663523197174,yes,Yes,0.5430095195770264,14894,7.351463699998931,0.10904789999949571,7.777138710021973
nf4,flat,paper,qwen_1_5,rotated,cross_04,cross_04_rot90,compatible,0.2999096456088599,8715cb01d1f51794,0.6189313060227838,0.6179105639457703,0.38044023513793945,yes,Yes,0.5552687048912048,14894,7.577249500000107,0.1270105000003241,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,ellipse_01,dshape_03,incompatible,-2.0,767343f100d48dec,0.6024536742305384,0.6013132929801941,0.39679381251335144,yes,Yes,0.5083386898040771,14894,7.599913500000184,0.11889599999994971,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,ellipse_02,tube_03,incompatible,-2.0,1291cd55fcabf96f,0.6219785553357057,0.6209157705307007,0.3773755133152008,yes,Yes,0.5413202047348022,14894,7.478290499999275,0.10562409999874944,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,ellipse_03,tube_01,incompatible,-2.0,942fa757b26c2755,0.6407365958535851,0.6395862102508545,0.3586183786392212,yes,Yes,0.5298184156417847,14894,7.5235217999997985,0.09627949999958219,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,dshape_01,tube_02,incompatible,-2.0,27597f7f0615bc81,0.6319446938757535,0.6307849884033203,0.3673798739910126,yes,Yes,0.5153352618217468,14894,7.70287559999997,0.12199010000040289,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,dshape_02,tube_03,incompatible,-2.0,359e1562489e9ce3,0.6196167686664937,0.6185764670372009,0.37974458932876587,yes,Yes,0.5337331891059875,14894,7.653148499999588,0.1237950999984605,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,dshape_03,tube_01,incompatible,-2.0,557a696d832a2c67,0.6184715609195193,0.6173861622810364,0.3808588683605194,yes,Yes,0.5193935632705688,14894,7.753890500000125,0.12042100000144274,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,dshape_04,tube_01,incompatible,-2.0,34f9501a77f01d1f,0.6135830282647602,0.6125149130821228,0.3857443034648895,yes,Yes,0.5214797854423523,14894,7.649824899999658,0.11942780000026687,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,cross_01,tube_03,incompatible,-2.0,5e65821fc1494b07,0.5936661749612756,0.592614471912384,0.4056139886379242,yes,Yes,0.5021985173225403,14894,6.88182549999874,0.11333679999916058,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,cross_02,ellipse_01,incompatible,-2.0,5e2692dab5b1beb8,0.5712324349478646,0.5701817274093628,0.42797890305519104,yes,Yes,0.4831697642803192,14894,7.053870599998845,0.12630329999956302,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,cross_03,tube_01,incompatible,-2.0,41b7576f78d5720f,0.5885235300163252,0.5874029397964478,0.4106929898262024,yes,Yes,0.4826158583164215,14894,7.151343599998654,0.11147319999872707,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,cross_04,dshape_03,incompatible,-2.0,ade8041ee1c632c9,0.5502925751706396,0.5492026805877686,0.4488167464733124,yes,Yes,0.44869545102119446,14894,7.486014800000703,0.10151570000016363,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,tube_01,cross_01,incompatible,-2.0,688144c3df251c3c,0.6325192684119925,0.6313324570655823,0.3667912185192108,yes,Yes,0.5243611335754395,14894,7.749156500000026,0.11367400000017369,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,tube_02,cross_01,incompatible,-2.0,9dfc926ceb6e2d66,0.6330577045581136,0.6318461298942566,0.3662400245666504,yes,Yes,0.5191349387168884,14894,7.728262299999187,0.1415077999990899,7.777138710021973
nf4,flat,paper,qwen_1_5,clear_neg,tube_03,cross_04,incompatible,-2.0,1c0b91fe3b72e9d5,0.6408380403430337,0.6397011280059814,0.35852476954460144,yes,Yes,0.5270567536354065,14894,7.694181099999696,0.12460449999889534,7.777138710021973
nf4,flat,paper,qwen_1_5,hard_neg,cross_03,cross_04,incompatible,-0.7001953125,528023385247be33,0.629432089509304,0.6282983422279358,0.3699004352092743,yes,Yes,0.5421164631843567,14894,7.6742752000009204,0.14153330000044662,7.777138710021973
nf4,flat,paper,qwen_1_5,hard_neg,cross_04,cross_01,incompatible,-0.2001953125,83f43c863c9d4514,0.6260032346142532,0.624967098236084,0.3733777403831482,yes,Yes,0.5607097148895264,14894,7.732593099999576,0.12709739999991143,7.777138710021973
nf4,flat,paper,qwen_1_5,hard_neg,tube_01,tube_03,incompatible,-1.7001953125,37bfe00eeed5cef5,0.6457820893619246,0.6447947025299072,0.35367631912231445,yes,Yes,0.5737399458885193,14894,7.7339250999993965,0.12808719999884488,7.777138710021973
nf4,flat,paper,qwen_1_5,hard_neg,cross_02,cross_03,incompatible,-1.9365234375,21f9bf4a8017c21c,0.6136316155973268,0.612670361995697,0.38576313853263855,yes,Yes,0.5602321624755859,14894,7.221539000000121,0.09805770000093617,7.777138710021973
nf4,flat,paper,qwen_1_5,hard_neg,dshape_01,dshape_03,incompatible,-1.912109375,2a747b3bf4ac9c31,0.5971391089444561,0.5960805416107178,0.40214672684669495,yes,Yes,0.5164834856987,14894,7.07298769999943,0.1516825999988214,7.777138710021973
nf4,flat,paper,qwen_1_5,hard_neg,tube_03,tube_01,incompatible,-1.7001953125,6f170d550ae9e4c6,0.6347040215470539,0.6337707042694092,0.36475881934165955,yes,Yes,0.5677273869514465,14894,7.170293099999981,0.10700440000073286,7.777138710021973
nf4,flat,paper,qwen_1_5,hard_neg,ellipse_01,ellipse_02,incompatible,-0.7001953125,42d5d883f8ee78f5,0.6165050527795192,0.6154009103775024,0.382808119058609,yes,Yes,0.5263578295707703,14894,6.441786699999284,0.11165900000014517,7.777138710021973
nf4,flat,paper,qwen_1_5,hard_neg,dshape_02,dshape_03,incompatible,-0.7529296875,43758b88d5a7133d,0.6223565535506195,0.6213025450706482,0.37700387835502625,yes,Yes,0.5437984466552734,14894,6.178936899999826,0.10010309999961464,7.777138710021973
nf4,flat,paper,qwen_1_5,hard_neg,tube_01,tube_02,incompatible,-1.2001953125,467bff81ce223648,0.6633983357685813,0.6623156070709229,0.3360522985458374,yes,Yes,0.5690326690673828,14894,6.3181352999999945,0.10977240000102029,7.777138710021973
nf4,flat,paper,qwen_1_5,hard_neg,tube_03,tube_02,incompatible,-1.7001953125,ca55c55562845bd5,0.6648157563412602,0.6638069152832031,0.3346756100654602,yes,Yes,0.581042468547821,14894,6.271302299999661,0.10675730000002659,7.777138710021973
nf4,flat,paper,qwen_1_5,hard_neg,cross_04,cross_03,incompatible,-1.7001953125,231be3df731d5990,0.6152417424976607,0.6142324209213257,0.38412705063819885,yes,Yes,0.5519582629203796,14894,6.288314600000376,0.10276000000158092,7.777138710021973
nf4,flat,paper,qwen_1_5,hard_neg,cross_02,cross_01,incompatible,-1.2001953125,f8891c97a35b0f7e,0.6139519256505749,0.6129831075668335,0.3854388892650604,yes,Yes,0.5597612857818604,14894,6.264782500000365,0.10053599999992002,7.777138710021973
nf4,flat,paper,qwen_1_5,shrunk,cross_03,cross_03_c-0.3,incompatible,-0.4248046875,edc60efc09614fae,0.6150817438273204,0.6140720248222351,0.38428637385368347,yes,Yes,0.5526778697967529,14894,6.285030099999858,0.09981650000008813,7.777138710021973
