quant,grouping,prompt,category,peg_id,socket,label,margin_mm,images_sha,p_yes,mass_yes,mass_no,answer,top_token,top_prob,n_input_tokens,latency_s,prep_s,peak_vram_gb
nf4,nested,paper,nominal,tube_02,tube_02,compatible,0.2999096456088599,4d7dabf0a91e236c,0.6347509490798398,0.6337177753448486,0.364654541015625,yes,Yes,0.556816041469574,3018,1.2480317999998078,0.029340000000956934,6.12585973739624
nf4,nested,paper,nominal,tube_03,tube_03,compatible,0.2999096456088598,20d45a2de9de9aab,0.6311073144333276,0.6301835179328918,0.3683527112007141,yes,Yes,0.5568393468856812,3018,1.2423944000001939,0.024493300001267926,6.12585973739624
nf4,nested,paper,rotated,ellipse_01,ellipse_01_rot90,compatible,0.29981020754907156,93979c440c6e4314,0.5356075954656431,0.5348057746887207,0.4636971950531006,yes,Yes,0.49791890382766724,3018,1.2749266999999236,0.02600960000017949,6.12585973739624
nf4,nested,paper,rotated,ellipse_02,ellipse_02_rot90,compatible,0.299813919484128,8a4618f7e21d67d1,0.5211727992581386,0.5203366875648499,0.4780590236186981,yes,Yes,0.47888311743736267,3018,1.2798454000003403,0.023065700001097866,6.12585973739624
nf4,nested,paper,rotated,ellipse_03,ellipse_03_rot90,compatible,0.29979681734150887,ce4b6011e4b2b3a2,0.5064693702980315,0.5057751536369324,0.49285414814949036,no,No,0.4785713255405426,3018,1.3224652999997488,0.02869519999876502,6.12585973739624
nf4,nested,paper,rotated,dshape_01,dshape_01_rot90,compatible,0.2922746466650832,12723ddda28cfaa6,0.5306526684947861,0.5298610329627991,0.46864715218544006,yes,Yes,0.496822714805603,3018,1.2228322999999364,0.02587649999986752,6.12585973739624
nf4,nested,paper,rotated,dshape_02,dshape_02_rot90,compatible,0.2829689679359062,fe28a83a456eab4e,0.5610378707797372,0.5602226257324219,0.4383242726325989,yes,Yes,0.5287007093429565,3018,1.2481445000012172,0.02592720000029658,6.12585973739624
nf4,nested,paper,rotated,dshape_03,dshape_03_rot90,compatible,0.2743944415034985,c889c3af12753d89,0.5680968317435646,0.5673110485076904,0.43130576610565186,yes,Yes,0.5393681526184082,3018,1.2449440000000322,0.02446779999991122,6.12585973739624
nf4,nested,paper,rotated,dshape_04,dshape_04_rot90,compatible,0.28653652858701567,602049c59e292069,0.5485803817476996,0.5478366017341614,0.4508075714111328,yes,Yes,0.5220082998275757,3018,1.247446100000161,0.023998399999982212,6.12585973739624
nf4,nested,paper,rotated,cross_04,cross_04_rot90,compatible,0.2999096456088599,8715cb01d1f51794,0.5735039751786735,0.5727757811546326,0.4259544909000397,yes,Yes,0.556303858757019,3018,1.201608400000623,0.022086299999500625,6.12585973739624
nf4,nested,paper,clear_neg,ellipse_01,dshape_03,incompatible,-2.0,767343f100d48dec,0.5404173763990973,0.539555013179779,0.4588492512702942,yes,Yes,0.4959396421909332,3018,1.237666299999546,0.02147080000031565,6.12585973739624
nf4,nested,paper,clear_neg,ellipse_02,tube_03,incompatible,-2.0,1291cd55fcabf96f,0.6008255225215642,0.5997292995452881,0.3984461724758148,yes,Yes,0.5082351565361023,3018,1.2051597999998194,0.024766500000623637,6.12585973739624
nf4,nested,paper,clear_neg,ellipse_03,tube_01,incompatible,-2.0,942fa757b26c2755,0.5933650392020872,0.5924025177955627,0.405975341796875,yes,Yes,0.5271196961402893,3018,1.2464950999983557,0.02413469999919471,6.12585973739624
nf4,nested,paper,clear_neg,dshape_01,tube_02,incompatible,-2.0,27597f7f0615bc81,0.5716533206782681,0.5706209540367126,0.4275731146335602,yes,Yes,0.49941524863243103,3018,1.2158526000002894,0.02419229999941308,6.12585973739624
nf4,nested,paper,clear_neg,dshape_02,tube_03,incompatible,-2.0,359e1562489e9ce3,0.5826088984207304,0.5815402865409851,0.4166255295276642,yes,Yes,0.48924851417541504,3018,1.2507095000000845,0.024048100000072736,6.12585973739624
nf4,nested,paper,clear_neg,dshape_03,tube_01,incompatible,-2.0,557a696d832a2c67,0.5599034365328719,0.5589405298233032,0.43933969736099243,yes,Yes,0.49560534954071045,3018,1.2150635000016337,0.025811400000748108,6.12585973739624
nf4,nested,paper,clear_neg,dshape_04,tube_01,incompatible,-2.0,34f9501a77f01d1f,0.555374643451441,0.554392397403717,0.4438389837741852,yes,Yes,0.48980259895324707,3018,1.257356999998592,0.026329899999836925,6.12585973739624
nf4,nested,paper,clear_neg,cross_01,tube_03,incompatible,-2.0,5e65821fc1494b07,0.5746374426460455,0.5736806392669678,0.4246543049812317,yes,Yes,0.5078240633010864,3018,1.211420999999973,0.02517679999982647,6.12585973739624
nf4,nested,paper,clear_neg,cross_02,ellipse_01,incompatible,-2.0,5e2692dab5b1beb8,0.5417025385633211,0.5409174561500549,0.45763325691223145,yes,Yes,0.5105120539665222,3018,1.2469426000006933,0.02417550000063784,6.12585973739624
nf4,nested,paper,clear_neg,cross_03,tube_01,incompatible,-2.0,41b7576f78d5720f,0.5850123422668804,0.5838854312896729,0.4141882658004761,yes,Yes,0.4948042333126068,3018,1.2135469000004377,0.02654870000151277,6.12585973739624
nf4,nested,paper,clear_neg,cross_04,dshape_03,incompatible,-2.0,ade8041ee1c632c9,0.5196613893313144,0.5188230872154236,0.47956374287605286,yes,Yes,0.48198458552360535,3018,1.2483124999998836,0.02503190000061295,6.12585973739624
nf4,nested,paper,clear_neg,tube_01,cross_01,incompatible,-2.0,688144c3df251c3c,0.6054830841978464,0.6045004725456238,0.39387667179107666,yes,Yes,0.5556287169456482,3018,1.2220532999999705,0.023397099999783677,6.12585973739624
nf4,nested,paper,clear_neg,tube_02,cross_01,incompatible,-2.0,9dfc926ceb6e2d66,0.6048848019941695,0.603933572769165,0.39449384808540344,yes,Yes,0.5565032362937927,3018,1.2592167000002519,0.023175100001026294,6.12585973739624
nf4,nested,paper,clear_neg,tube_03,cross_04,incompatible,-2.0,1c0b91fe3b72e9d5,0.6095981578856418,0.6087154746055603,0.38983654975891113,yes,Yes,0.5573833584785461,3018,1.2225610000004963,0.02413429999978689,6.12585973739624
nf4,nested,paper,hard_neg,cross_03,cross_04,incompatible,-0.7001953125,528023385247be33,0.5709691145795064,0.5701665282249451,0.4284278154373169,yes,Yes,0.5473483204841614,3018,1.2587624000007054,0.02321769999980461,6.12585973739624
nf4,nested,paper,hard_neg,cross_04,cross_01,incompatible,-0.2001953125,83f43c863c9d4514,0.5848245515244436,0.5840592384338379,0.4146321415901184,yes,Yes,0.5675010681152344,3018,1.218329299999823,0.023446699999112752,6.12585973739624
nf4,nested,paper,hard_neg,tube_01,tube_03,incompatible,-1.7001953125,37bfe00eeed5cef5,0.6408380908960343,0.6397482752799988,0.35855111479759216,yes,Yes,0.5447126030921936,3018,1.2483036999983597,0.024178300000130548,6.12585973739624
nf4,nested,paper,hard_neg,cross_02,cross_03,incompatible,-1.9365234375,21f9bf4a8017c21c,0.5814145909347617,0.5806757807731628,0.4180535078048706,yes,Yes,0.5624014735221863,3018,1.2176429000010103,0.024958300000434974,6.12585973739624
nf4,nested,paper,hard_neg,dshape_01,dshape_03,incompatible,-1.912109375,2a747b3bf4ac9c31,0.5161161532009026,0.5153212547302246,0.4831385910511017,yes,Yes,0.4792341887950897,3018,1.2512833000000683,0.02374500000041735,6.12585973739624
nf4,nested,paper,hard_neg,tube_03,tube_01,incompatible,-1.7001953125,6f170d550ae9e4c6,0.6140469369291264,0.6131845116615295,0.38541099429130554,yes,Yes,0.558465301990509,3018,1.2288668000001053,0.02466169999934209,6.12585973739624
nf4,nested,paper,hard_neg,ellipse_01,ellipse_02,incompatible,-0.7001953125,42d5d883f8ee78f5,0.5596977040667086,0.5588408708572388,0.4396282434463501,yes,Yes,0.5155569911003113,3018,1.2637216999992233,0.023439200000211713,6.12585973739624
nf4,nested,paper,hard_neg,dshape_02,dshape_03,incompatible,-0.7529296875,43758b88d5a7133d,0.5301022196278243,0.5293431282043457,0.4692249000072479,yes,Yes,0.5008472204208374,3018,1.2299430000002758,0.02507750000040687,6.12585973739624
nf4,nested,paper,hard_neg,tube_01,tube_02,incompatible,-1.2001953125,467bff81ce223648,0.6391642969110343,0.6381061673164368,0.36023834347724915,yes,Yes,0.5574277639389038,3018,1.2651392000007036,0.02357289999963541,6.12585973739624
nf4,nested,paper,hard_neg,tube_03,tube_02,incompatible,-1.7001953125,ca55c55562845bd5,0.6369572982371191,0.636039137840271,0.36251938343048096,yes,Yes,0.5716022849082947,3018,1.2197727000002487,0.02470530000027793,6.12585973739624
nf4,nested,paper,hard_neg,cross_04,cross_03,incompatible,-1.7001953125,231be3df731d5990,0.5813567651561131,0.5806142687797546,0.4181085526943207,yes,Yes,0.5628787279129028,3018,1.2576726000006602,0.026322300000174437,6.12585973739624
nf4,nested,paper,hard_neg,cross_02,cross_01,incompatible,-1.2001953125,f8891c97a35b0f7e,0.5850985168420786,0.5843034982681274,0.41433772444725037,yes,Yes,0.5661754608154297,3018,1.223974399999861,0.025514500001008855,6.12585973739624
nf4,nested,paper,shrunk,cross_03,cross_03_c-0.3,incompatible,-0.4248046875,edc60efc09614fae,0.5733431478615086,0.5726219415664673,0.42612016201019287,yes,Yes,0.5563955903053284,3018,1.2465957000003982,0.023080500001015025,6.12585973739624
nf4,nested,paper,shrunk,cross_03,cross_03_c-1.0,incompatible,-1.4150390625,78029a92a641417a,0.5706056565555642,0.5698230862617493,0.4288054406642914,yes,Yes,0.5483422875404358,3018,1.2677175999997417,0.025055699999938952,6.12585973739624
nf4,nested,paper,shrunk,dshape_03,dshape_03_c-0.3,incompatible,-0.3623046875,d75e5f835a71d93c,0.5329865448669366,0.5322648286819458,0.4663810729980469,yes,Yes,0.5086330771446228,3018,1.2723244999997405,0.023665400000027148,6.12585973739624
nf4,nested,paper,shrunk,dshape_03,dshape_03_c-1.0,incompatible,-1.220703125,d77fbd5ac89b46a3,0.5250347738143516,0.524319052696228,0.4743177592754364,yes,Yes,0.5020517706871033,3018,1.2207656000009592,0.023249400001077447,6.12585973739624
nf4,nested,paper,shrunk,cross_01,cross_01_c-0.3,incompatible,-0.4248046875,dc0ae0b3685a642e,0.5836190334803358,0.5829895734786987,0.4159318804740906,yes,Yes,0.5728350877761841,3018,1.266047000000981,0.035615400000097,6.12585973739624
nf4,nested,paper,shrunk,cross_01,cross_01_c-1.0,incompatible,-1.4150390625,ae727051aebcf0bd,0.580201017121022,0.5795665979385376,0.41933995485305786,yes,Yes,0.5676469802856445,3018,1.200381100001323,0.027186999999685213,6.12585973739624
nf4,nested,paper,shrunk,tube_02,tube_02_c-0.3,incompatible,-0.30078125,5aa3322bcf3febfd,0.6397136132853977,0.6386735439300537,0.35970062017440796,yes,Yes,0.5545799136161804,3018,1.1938845999993646,0.028746300000420888,6.12585973739624
nf4,nested,paper,shrunk,tube_02,tube_02_c-1.0,incompatible,-1.0009765625,4b1a4cd0eb4c8462,0.6274749062583335,0.626497745513916,0.37194496393203735,yes,Yes,0.5535444021224976,3018,1.2294652999989921,0.02761149999969348,6.12585973739624
nf4,nested,controlled,nominal,ellipse_01,ellipse_01,compatible,0.29981020754907156,75e27003ed8ae93a,0.7819968818194164,0.7811166048049927,0.2177577167749405,yes,yes,0.7215707302093506,3080,1.3032504000002518,0.0268512999991799,6.132611274719238
nf4,nested,controlled,nominal,ellipse_02,ellipse_02,compatible,0.299813919484128,9f9a8d122211e70c,0.7740000721770002,0.7730866074562073,0.2257332056760788,yes,yes,0.7158117294311523,3080,1.233581200000117,0.03112449999935052,6.132611274719238
nf4,nested,controlled,nominal,ellipse_03,ellipse_03,compatible,0.29979681734150887,a7af3e4f5acd5368,0.7850525597941256,0.7842072248458862,0.21471598744392395,yes,yes,0.7317258715629578,3080,1.2408271000003879,0.03226569999969797,6.132611274719238
nf4,nested,controlled,nominal,dshape_01,dshape_01,compatible,0.2922746466650832,b78de3844478c00a,0.7512837703742515,0.7501839399337769,0.24835212528705597,yes,yes,0.6664223074913025,3080,1.2813287999997556,0.027806199999758974,6.132611274719238
nf4,nested,controlled,nominal,dshape_02,dshape_02,compatible,0.2829689679359062,cc9e97894a81d97d,0.7676503555215626,0.7664583325386047,0.2319888472557068,yes,yes,0.6600137948989868,3080,1.271398599999884,0.028399000000717933,6.132611274719238
nf4,nested,controlled,nominal,dshape_03,dshape_03,compatible,0.2743944415034985,82cedf3b15fd7f3f,0.7649844290174055,0.7637611627578735,0.23463976383209229,yes,yes,0.6590905785560608,3080,1.300052799999321,0.02557619999970484,6.132611274719238
nf4,nested,controlled,nominal,dshape_04,dshape_04,compatible,0.28653652858701567,891cb7eca466fdb3,0.7479973482746457,0.7468108534812927,0.2516029179096222,yes,yes,0.6299326419830322,3080,1.272272599999269,0.023170500000560423,6.132611274719238
nf4,nested,controlled,nominal,cross_01,cross_01,compatible,0.2999096456088586,591efcaba9f53131,0.7503877306296304,0.7487608790397644,0.24907110631465912,yes,yes,0.49528855085372925,3080,1.2597644999987097,0.027122899999085348,6.132611274719238
nf4,nested,controlled,nominal,cross_02,cross_02,compatible,0.29990964560885724,15a4d556975d5c0a,0.7511818573275035,0.749589741230011,0.2482907772064209,yes,yes,0.5087525248527527,3080,1.2263668999985384,0.02835879999838653,6.132611274719238
nf4,nested,controlled,nominal,cross_03,cross_03,compatible,0.2999096456088604,f956214ddb54ba0c,0.7533390175128951,0.7518272399902344,0.24616599082946777,yes,yes,0.5650207996368408,3080,1.3082034999988537,0.028146999999080435,6.132611274719238
nf4,nested,controlled,nominal,cross_04,cross_04,compatible,0.2999096456088599,1f9b43b475da84b7,0.7469543866812169,0.7454243898391724,0.25252729654312134,yes,yes,0.564505934715271,3080,1.267224900000656,0.025824500000453554,6.132611274719238
nf4,nested,controlled,nominal,tube_01,tube_01,compatible,0.29990964560885974,a43db81b2e363361,0.7998376491080061,0.798957884311676,0.1999421864748001,yes,yes,0.7423114776611328,3080,1.3017874999986816,0.024144699998942087,6.132611274719238
nf4,nested,controlled,nominal,tube_02,tube_02,compatible,0.2999096456088599,4d7dabf0a91e236c,0.8034441114850545,0.802618145942688,0.19635382294654846,yes,yes,0.7555338740348816,3080,1.2476423000007344,0.026034900000013295,6.132611274719238
nf4,nested,controlled,nominal,tube_03,tube_03,compatible,0.2999096456088598,20d45a2de9de9aab,0.8111073033726469,0.8102619051933289,0.18869581818580627,yes,yes,0.7448991537094116,3080,1.2437517999987904,0.030994699998700526,6.132611274719238
nf4,nested,controlled,rotated,ellipse_01,ellipse_01_rot90,compatible,0.29981020754907156,93979c440c6e4314,0.7583370748669386,0.7573603391647339,0.2413516640663147,yes,yes,0.6848631501197815,3080,1.273542400000224,0.029002700001001358,6.132611274719238
nf4,nested,controlled,rotated,ellipse_02,ellipse_02_rot90,compatible,0.299813919484128,8a4618f7e21d67d1,0.7429744755204586,0.7420250773429871,0.2566970884799957,yes,yes,0.6854621171951294,3080,1.3126170999985334,0.02515039999889268,6.132611274719238
nf4,nested,controlled,rotated,ellipse_03,ellipse_03_rot90,compatible,0.29979681734150887,ce4b6011e4b2b3a2,0.761986143547519,0.7609628438949585,0.23769421875476837,yes,yes,0.6712091565132141,3080,1.2889011999996,0.02662129999953322,6.132611274719238
nf4,nested,controlled,rotated,dshape_01,dshape_01_rot90,compatible,0.2922746466650832,12723ddda28cfaa6,0.7527090254629278,0.7516403198242188,0.24693986773490906,yes,yes,0.6765573024749756,3080,1.2781938000007358,0.029429900001559872,6.132611274719238
nf4,nested,controlled,rotated,dshape_02,dshape_02_rot90,compatible,0.2829689679359062,fe28a83a456eab4e,0.7667071877718704,0.7655158638954163,0.23293031752109528,yes,yes,0.6633884310722351,3080,1.2984596000005695,0.028032800000801217,6.132611274719238
nf4,nested,controlled,rotated,dshape_03,dshape_03_rot90,compatible,0.2743944415034985,c889c3af12753d89,0.7523189025365945,0.7510285377502441,0.24725627899169922,yes,yes,0.6119229197502136,3080,1.2633755000006204,0.027014100000087637,6.132611274719238
nf4,nested,controlled,rotated,dshape_04,dshape_04_rot90,compatible,0.28653652858701567,602049c59e292069,0.7557533692265739,0.7544916868209839,0.24383887648582458,yes,yes,0.6129720211029053,3080,1.2507447999996657,0.02587659999880998,6.132611274719238
nf4,nested,controlled,rotated,cross_04,cross_04_rot90,compatible,0.2999096456088599,8715cb01d1f51794,0.7471424469073515,0.7456185221672058,0.2523418068885803,yes,yes,0.5667937994003296,3080,1.2916229000002204,0.029223300000012387,6.132611274719238
nf4,nested,controlled,clear_neg,ellipse_01,dshape_03,incompatible,-2.0,767343f100d48dec,0.7682863173099203,0.7673536539077759,0.23143239319324493,yes,yes,0.70713871717453,3080,1.31179610000072,0.028279800000746036,6.132611274719238
nf4,nested,controlled,clear_neg,ellipse_02,tube_03,incompatible,-2.0,1291cd55fcabf96f,0.7772963459425644,0.7764406800270081,0.22245849668979645,yes,yes,0.7252420783042908,3080,1.3169345000005706,0.03920110000035493,6.132611274719238
nf4,nested,controlled,clear_neg,ellipse_03,tube_01,incompatible,-2.0,942fa757b26c2755,0.7867181241307244,0.7858436107635498,0.21304479241371155,yes,yes,0.7250964045524597,3080,1.2774398000001383,0.02416619999894465,6.132611274719238
nf4,nested,controlled,clear_neg,dshape_01,tube_02,incompatible,-2.0,27597f7f0615bc81,0.7767673040350419,0.7758411169052124,0.2229665219783783,yes,yes,0.7191953659057617,3080,1.303805100000318,0.028125800001362222,6.132611274719238
nf4,nested,controlled,clear_neg,dshape_02,tube_03,incompatible,-2.0,359e1562489e9ce3,0.7787238602480432,0.7777199149131775,0.2209908664226532,yes,yes,0.693295955657959,3080,1.242369300000064,0.0260405000008177,6.132611274719238
nf4,nested,controlled,clear_neg,dshape_03,tube_01,incompatible,-2.0,557a696d832a2c67,0.7647794301261943,0.7637218832969666,0.23489530384540558,yes,yes,0.6784696578979492,3080,1.2078998000015417,0.02686090000133845,6.132611274719238
nf4,nested,controlled,clear_neg,dshape_04,tube_01,incompatible,-2.0,34f9501a77f01d1f,0.7636124869116729,0.7625320553779602,0.23605304956436157,yes,yes,0.6688010096549988,3080,1.2610093999992387,0.025367799999003182,6.132611274719238
nf4,nested,controlled,clear_neg,cross_01,tube_03,incompatible,-2.0,5e65821fc1494b07,0.7620341514635018,0.7609688639640808,0.23763318359851837,yes,yes,0.6661730408668518,3080,1.270566899998812,0.024824899999657646,6.132611274719238
nf4,nested,controlled,clear_neg,cross_02,ellipse_01,incompatible,-2.0,5e2692dab5b1beb8,0.7409807378625798,0.7397058010101318,0.25857359170913696,yes,yes,0.6160673499107361,3080,1.3112416000003577,0.02820869999959541,6.132611274719238
nf4,nested,controlled,clear_neg,cross_03,tube_01,incompatible,-2.0,41b7576f78d5720f,0.7535926625414264,0.7524924278259277,0.24604758620262146,yes,yes,0.6741105914115906,3080,1.2422568000001775,0.0271245000003546,6.132611274719238
nf4,nested,controlled,clear_neg,cross_04,dshape_03,incompatible,-2.0,ade8041ee1c632c9,0.7166112888270241,0.7153173089027405,0.28287699818611145,yes,yes,0.6003252863883972,3080,1.2615135000014561,0.03169310000157566,6.132611274719238
nf4,nested,controlled,clear_neg,tube_01,cross_01,incompatible,-2.0,688144c3df251c3c,0.7685293977394155,0.7672920227050781,0.23109792172908783,yes,yes,0.6322871446609497,3080,1.2234943999992538,0.03020250000008673,6.132611274719238
nf4,nested,controlled,clear_neg,tube_02,cross_01,incompatible,-2.0,9dfc926ceb6e2d66,0.7664474252694209,0.7652783989906311,0.23319634795188904,yes,yes,0.6531684994697571,3080,1.2603003999993234,0.026732399999673362,6.132611274719238
nf4,nested,controlled,clear_neg,tube_03,cross_04,incompatible,-2.0,1c0b91fe3b72e9d5,0.782105423031287,0.7809946537017822,0.21758511662483215,yes,yes,0.6345542073249817,3080,1.3050239000003785,0.026970400000209338,6.132611274719238
nf4,nested,controlled,hard_neg,cross_03,cross_04,incompatible,-0.7001953125,528023385247be33,0.7495112821871277,0.7479904890060425,0.24998046457767487,yes,yes,0.5621268153190613,3080,1.2742933000008634,0.028879800000140676,6.132611274719238
nf4,nested,controlled,hard_neg,cross_04,cross_01,incompatible,-0.2001953125,83f43c863c9d4514,0.7426120745634224,0.7409827709197998,0.25682321190834045,yes,yes,0.5250035524368286,3080,1.2710176000000502,0.03300189999936265,6.132611274719238
nf4,nested,controlled,hard_neg,tube_01,tube_03,incompatible,-1.7001953125,37bfe00eeed5cef5,0.8072820876208079,0.8064379096031189,0.19251638650894165,yes,yes,0.7500939965248108,3080,1.2506778999995731,0.03033559999857971,6.132611274719238
nf4,nested,controlled,hard_neg,cross_02,cross_03,incompatible,-1.9365234375,21f9bf4a8017c21c,0.7558704501316476,0.7543715238571167,0.24364542961120605,yes,yes,0.5511306524276733,3080,1.3184827000004589,0.024846599999364116,6.132611274719238
nf4,nested,controlled,hard_neg,dshape_01,dshape_03,incompatible,-1.912109375,2a747b3bf4ac9c31,0.7670413550269577,0.7659947276115417,0.23264077305793762,yes,yes,0.6956654787063599,3080,1.2904333999995288,0.02372020000075281,6.132611274719238
nf4,nested,controlled,hard_neg,tube_03,tube_01,incompatible,-1.7001953125,6f170d550ae9e4c6,0.8038828798573571,0.8030127286911011,0.19590483605861664,yes,yes,0.7391465306282043,3080,1.3077907000006235,0.025325200000224868,6.132611274719238
nf4,nested,controlled,hard_neg,ellipse_01,ellipse_02,incompatible,-0.7001953125,42d5d883f8ee78f5,0.7787986239589632,0.7778797745704651,0.22094039618968964,yes,yes,0.7141621112823486,3080,1.2641433000007964,0.02345950000017183,6.132611274719238
nf4,nested,controlled,hard_neg,dshape_02,dshape_03,incompatible,-0.7529296875,43758b88d5a7133d,0.7719734134484321,0.7708046436309814,0.22768135368824005,yes,yes,0.6760303974151611,3080,1.3086509999993723,0.025160900000628317,6.132611274719238
nf4,nested,controlled,hard_neg,tube_01,tube_02,incompatible,-1.2001953125,467bff81ce223648,0.810241744179067,0.8094158172607422,0.18956482410430908,yes,yes,0.7590730786323547,3080,1.2689461999998457,0.024420399999144138,6.132611274719238
nf4,nested,controlled,hard_neg,tube_03,tube_02,incompatible,-1.7001953125,ca55c55562845bd5,0.8140568191896826,0.8132328987121582,0.18575498461723328,yes,yes,0.7530485987663269,3080,1.4056868999996368,0.025521499999740627,6.132611274719238
nf4,nested,controlled,hard_neg,cross_04,cross_03,incompatible,-1.7001953125,231be3df731d5990,0.7524298381023717,0.750912070274353,0.247070774435997,yes,yes,0.5643367767333984,3080,1.4289264000017283,0.02989490000072692,6.132611274719238
nf4,nested,controlled,hard_neg,cross_02,cross_01,incompatible,-1.2001953125,f8891c97a35b0f7e,0.7483189782505869,0.7467007040977478,0.25113674998283386,yes,yes,0.5266342759132385,3080,1.4814830000013899,0.03409079999983078,6.132611274719238
nf4,nested,controlled,shrunk,cross_03,cross_03_c-0.3,incompatible,-0.4248046875,edc60efc09614fae,0.7472955655397712,0.7457658052444458,0.2521871328353882,yes,yes,0.5355467796325684,3080,1.3725455000003421,0.03701799999907962,6.132611274719238
nf4,nested,controlled,shrunk,cross_03,cross_03_c-1.0,incompatible,-1.4150390625,78029a92a641417a,0.7537403930438991,0.7522884607315063,0.24578523635864258,yes,yes,0.5802837014198303,3080,1.4794172999991133,0.034045599999444676,6.132611274719238
nf4,nested,controlled,shrunk,dshape_03,dshape_03_c-0.3,incompatible,-0.3623046875,d75e5f835a71d93c,0.7629081122321726,0.7616738080978394,0.23670829832553864,yes,yes,0.6470758318901062,3080,1.4441062000005331,0.035850400001436356,6.132611274719238
nf4,nested,controlled,shrunk,dshape_03,dshape_03_c-1.0,incompatible,-1.220703125,d77fbd5ac89b46a3,0.761502138682841,0.7602522373199463,0.2381063997745514,yes,yes,0.6380792260169983,3080,1.4327986000007513,0.03528120000009949,6.132611274719238
nf4,nested,controlled,shrunk,cross_01,cross_01_c-0.3,incompatible,-0.4248046875,dc0ae0b3685a642e,0.7441954167776105,0.74266517162323,0.2552785873413086,yes,yes,0.41153421998023987,3080,1.4316177000000607,0.037164299999858486,6.132611274719238
nf4,nested,controlled,shrunk,cross_01,cross_01_c-1.0,incompatible,-1.4150390625,ae727051aebcf0bd,0.7412965639030994,0.7398024797439575,0.25818201899528503,yes,yes,0.42133763432502747,3080,1.4362956999993912,0.03565409999828262,6.132611274719238
nf4,nested,controlled,shrunk,tube_02,tube_02_c-0.3,incompatible,-0.30078125,5aa3322bcf3febfd,0.8191228655063039,0.818311870098114,0.18069805204868317,yes,yes,0.7643651366233826,3080,1.4282609000001685,0.038545500001418986,6.132611274719238
nf4,nested,controlled,shrunk,tube_02,tube_02_c-1.0,incompatible,-1.0009765625,4b1a4cd0eb4c8462,0.8089402580322305,0.8080933094024658,0.19085970520973206,yes,yes,0.7465156316757202,3080,1.424544400000741,0.032676599999831524,6.132611274719238
