group,peg_id,socket,detail,label,reason,margin_mm,p_yes,mass_yes,mass_no,answer,top_token,top_prob,n_input_tokens,latency_s,prep_s,peak_vram_gb,invalid
mate,cross_03,cross_03,,compatible,,0.2999,0.6116445983728142,0.6106128692626953,0.38770031929016113,yes,Yes,0.5469427108764648,14894,5.526587099999233,0.05650529999911669,7.777324199676514,
look_alike,cross_03,cross_03_shrunk0.20,,incompatible,,-0.2832,0.618879066579203,0.6178404092788696,0.3804813027381897,yes,Yes,0.5543121695518494,14894,5.549392500000977,0.04703479999989213,7.777324199676514,
easy,cross_03,tube_01,,incompatible,,-2.0,0.5885235300163252,0.5874029397964478,0.4106929898262024,yes,Yes,0.4826158583164215,14894,5.57198100000096,0.06074520000038319,7.777324199676514,
mate,cross_04,cross_04,,compatible,,0.2999,0.6370849357870568,0.6359513401985168,0.3622693121433258,yes,Yes,0.5463526844978333,14894,5.54713509999965,0.06240860000070825,7.777324199676514,
look_alike,cross_04,cross_04_shrunk0.20,,incompatible,,-0.2832,0.635722649735099,0.6346710324287415,0.36367475986480713,yes,Yes,0.5565759539604187,14894,5.576307999999699,0.05247830000007525,7.777324199676514,
easy,cross_04,tube_01,,incompatible,,-2.0,0.5849100687455355,0.5838077068328857,0.4143076241016388,yes,Yes,0.48098763823509216,14894,5.528027399999701,0.06295529999988503,7.777324199676514,
rotation,cross_04,cross_04_rot90,90 deg,compatible,,0.2999,0.6189313060227838,0.6179105639457703,0.38044023513793945,yes,Yes,0.5552687048912048,14894,5.5785522000005585,0.05235820000052627,7.777324199676514,
mate,tube_01,tube_01,,compatible,,0.2999,0.6427777901981363,0.6417799592018127,0.3566676676273346,yes,Yes,0.5690751671791077,14894,5.733133400000952,0.05125960000077612,7.777324199676514,
look_alike,tube_01,tube_01_shrunk0.20,,incompatible,,-0.2002,0.6624978802591253,0.6614341735839844,0.33696022629737854,yes,Yes,0.5719684958457947,14894,5.551596999999674,0.05821459999970102,7.777324199676514,
easy,tube_01,cross_01,,incompatible,,-2.0,0.6325192684119925,0.6313324570655823,0.3667912185192108,yes,Yes,0.5243611335754395,14894,5.55122190000111,0.05282129999977769,7.777324199676514,
mate,tube_02,tube_02,,compatible,,0.2999,0.6748309637420503,0.67371666431427,0.32463210821151733,yes,Yes,0.5668146014213562,14894,5.632829399999537,0.06404750000001513,7.777324199676514,
look_alike,tube_02,tube_02_shrunk0.20,,incompatible,,-0.2002,0.6741767297655489,0.6730854511260986,0.3252958655357361,yes,Yes,0.5704322457313538,14894,5.541369900000063,0.05894809999881545,7.777324199676514,
easy,tube_02,cross_01,,incompatible,,-2.0,0.6330577045581136,0.6318461298942566,0.3662400245666504,yes,Yes,0.5191349387168884,14894,5.576580400000239,0.05315309999969031,7.777324199676514,
mate,tube_03,tube_03,,compatible,,0.2999,0.6447690783644391,0.6438367366790771,0.3547172546386719,yes,Yes,0.5785925984382629,14894,5.611384600000747,0.07205040000008012,7.777324199676514,
look_alike,tube_03,tube_03_shrunk0.20,,incompatible,,-0.2002,0.6616434659523788,0.660633385181427,0.3378399908542633,yes,Yes,0.5748257040977478,14894,5.602366899998742,0.05326029999923776,7.777324199676514,
easy,tube_03,cross_01,,incompatible,,-2.0,0.6262793484817297,0.62520432472229,0.3730791509151459,yes,Yes,0.5383046865463257,14894,5.667160000000877,0.05382360000112385,7.777324199676514,
aperture,cross_01,cross_01_ap+0.30,+0.30,compatible,,0.2999,0.6320760182798865,0.6310793161392212,0.36734381318092346,yes,Yes,0.575523853302002,14894,5.5469030999993265,0.06459389999872656,7.777324199676514,
aperture,cross_01,cross_01_ap+0.10,+0.10,compatible,,0.1,0.6212852017213899,0.6203272342681885,0.37813085317611694,yes,Yes,0.565735399723053,14894,5.55379240000002,0.05372290000013891,7.777324199676514,
aperture,cross_01,cross_01_ap+0.00,+0.00,ambiguous,boundary,0.0,0.622372948784788,0.6213953495025635,0.37703388929367065,yes,Yes,0.5618612170219421,14894,5.6925381000000925,0.05447949999870616,7.777324199676514,
aperture,cross_01,cross_01_ap-0.10,-0.10,ambiguous,off_centre,-0.1416,0.6182575118338488,0.6173185110092163,0.38116270303726196,yes,Yes,0.5614315867424011,14894,5.573629399999845,0.0542301999994379,7.777324199676514,
aperture,cross_01,cross_01_ap-0.30,-0.30,incompatible,,-0.4248,0.6173784112656289,0.6164563298225403,0.38205012679100037,yes,Yes,0.565210223197937,14894,5.666531999999279,0.058951799999704235,7.777324199676514,
aperture,cross_01,cross_01_ap-0.60,-0.60,incompatible,,-0.8486,0.6173799118921482,0.6164425015449524,0.3820391297340393,yes,Yes,0.5651944875717163,14894,5.609970299999986,0.06732220000048983,7.777324199676514,
aperture,cross_01,cross_01_ap-1.20,-1.20,incompatible,,-1.6973,0.6048088962374744,0.6039153933525085,0.394607275724411,yes,Yes,0.561673104763031,14894,5.555297900000369,0.04906940000000759,7.777324199676514,
aperture,cross_02,cross_02_ap+0.30,+0.30,compatible,,0.2999,0.6169191377548154,0.6159658432006836,0.3824889063835144,yes,Yes,0.5654546022415161,14894,5.661438499999349,0.05298190000030445,7.777324199676514,
aperture,cross_02,cross_02_ap+0.10,+0.10,compatible,,0.1,0.6173304517781579,0.6163539290428162,0.38206422328948975,yes,Yes,0.5635968446731567,14894,5.5810950999984925,0.061163099999248516,7.777324199676514,
aperture,cross_02,cross_02_ap+0.00,+0.00,ambiguous,boundary,0.0,0.6253575956604771,0.6243585348129272,0.37404388189315796,yes,Yes,0.5661748051643372,14894,5.581314200000634,0.05416429999968386,7.777324199676514,
aperture,cross_02,cross_02_ap-0.10,-0.10,ambiguous,off_centre,-0.1416,0.6136338026621871,0.6126585006713867,0.3857521116733551,yes,Yes,0.560214102268219,14894,5.761909900000319,0.05991790000007313,7.777324199676514,
aperture,cross_02,cross_02_ap-0.30,-0.30,incompatible,,-0.4248,0.6128225690625247,0.6119012832641602,0.38659536838531494,yes,Yes,0.5638377070426941,14894,5.546431299999313,0.060742599998775404,7.777324199676514,
aperture,cross_02,cross_02_ap-0.60,-0.60,incompatible,,-0.8486,0.6173277625528961,0.6163797974586487,0.38208460807800293,yes,Yes,0.5636304020881653,14894,5.575922699999865,0.05812549999973271,7.777324199676514,
aperture,cross_02,cross_02_ap-1.20,-1.20,incompatible,,-1.6973,0.6057827505238602,0.6048408150672913,0.3936042785644531,yes,Yes,0.5552403330802917,14894,5.556264300001203,0.07028710000122373,7.777324199676514,
aperture,cross_03,cross_03_ap+0.30,+0.30,compatible,,0.2999,0.6116445983728142,0.6106128692626953,0.38770031929016113,yes,Yes,0.5469427108764648,14894,5.57298609999998,0.05410029999984545,7.777324199676514,
aperture,cross_03,cross_03_ap+0.10,+0.10,compatible,,0.1,0.6165357483318015,0.6154540777206421,0.3827914893627167,yes,Yes,0.5447332859039307,14894,5.687537300000258,0.05123220000132278,7.777324199676514,
aperture,cross_03,cross_03_ap+0.00,+0.00,ambiguous,boundary,0.0,0.6146144081935628,0.613600492477417,0.3847498297691345,yes,Yes,0.5547834634780884,14894,5.623103399999309,0.06014839999988908,7.777324199676514,
aperture,cross_03,cross_03_ap-0.10,-0.10,ambiguous,off_centre,-0.1416,0.6185644397848743,0.6175344586372375,0.38080042600631714,yes,Yes,0.5557902455329895,14894,5.6497398000010435,0.050764600000547944,7.777324199676514,
aperture,cross_03,cross_03_ap-0.30,-0.30,incompatible,,-0.4248,0.6150817438273204,0.6140720248222351,0.38428637385368347,yes,Yes,0.5526778697967529,14894,5.817792899999404,0.060599200000069686,7.777324199676514,
aperture,cross_03,cross_03_ap-0.60,-0.60,incompatible,,-0.8486,0.6174429961674882,0.6163926720619202,0.3819062411785126,yes,Yes,0.540553867816925,14894,5.56287230000089,0.06673410000075819,7.777324199676514,
aperture,cross_03,cross_03_ap-1.20,-1.20,incompatible,,-1.6973,0.6115301757269419,0.6105430722236633,0.3878427743911743,yes,Yes,0.548660397529602,14894,5.6908659000000625,0.05343670000002021,7.777324199676514,
aperture,cross_04,cross_04_ap+0.30,+0.30,compatible,,0.2999,0.6370849357870568,0.6359513401985168,0.3622693121433258,yes,Yes,0.5463526844978333,14894,5.565413100001024,0.06792130000030738,7.777324199676514,
aperture,cross_04,cross_04_ap+0.10,+0.10,compatible,,0.1,0.6284569540075486,0.6273747086524963,0.37090322375297546,yes,Yes,0.5501726865768433,14894,5.573088499999358,0.05511320000005071,7.777324199676514,
aperture,cross_04,cross_04_ap+0.00,+0.00,ambiguous,boundary,0.0,0.6240666015573925,0.6230273842811584,0.3753073811531067,yes,Yes,0.550464928150177,14894,5.725032299998929,0.04759799999919778,7.777324199676514,
aperture,cross_04,cross_04_ap-0.10,-0.10,ambiguous,off_centre,-0.1416,0.6289412345486768,0.6278550624847412,0.3704179525375366,yes,Yes,0.5462732911109924,14894,5.625872399999935,0.07040760000018054,7.777324199676514,
aperture,cross_04,cross_04_ap-0.30,-0.30,incompatible,,-0.4248,0.6439815442160792,0.6428695321083069,0.35540369153022766,yes,Yes,0.5558802485466003,14894,5.622307300000102,0.05196040000009816,7.777324199676514,
aperture,cross_04,cross_04_ap-0.60,-0.60,incompatible,,-0.8486,0.6467903704411522,0.6457198858261108,0.3526250422000885,yes,Yes,0.5629656910896301,14894,5.712024599999495,0.06814950000079989,7.777324199676514,
aperture,cross_04,cross_04_ap-1.20,-1.20,incompatible,,-1.6973,0.6391413767827039,0.638103723526001,0.36027276515960693,yes,Yes,0.5606806874275208,14894,5.566804500000217,0.05452320000040345,7.777324199676514,
aperture,dshape_01,dshape_01_ap+0.30,+0.30,compatible,,0.2923,0.5651822261643403,0.5642707943916321,0.43411657214164734,yes,Yes,0.5145580172538757,14894,5.644638900001155,0.04949979999946663,7.777324199676514,
aperture,dshape_01,dshape_01_ap+0.10,+0.10,compatible,,0.0974,0.5750657079307666,0.574096143245697,0.4242178499698639,yes,Yes,0.5142090916633606,14894,5.6088115999991714,0.06611119999979564,7.777324199676514,
aperture,dshape_01,dshape_01_ap+0.00,+0.00,ambiguous,boundary,-0.001,0.571355777612709,0.570357084274292,0.4278949797153473,yes,Yes,0.5083152651786804,14894,5.627095099998769,0.08716389999972307,7.777324199676514,
aperture,dshape_01,dshape_01_ap-0.10,-0.10,ambiguous,off_centre,-0.1045,0.5713930455568553,0.5704101920127869,0.4278697073459625,yes,Yes,0.5092307925224304,14894,5.8276253000003635,0.05040780000126688,7.777324199676514,
aperture,dshape_01,dshape_01_ap-0.30,-0.30,incompatible,,-0.3135,0.5790292406166259,0.5780494213104248,0.42025840282440186,yes,Yes,0.5160493850708008,14894,5.570499999999811,0.05808739999883983,7.777324199676514,
aperture,dshape_01,dshape_01_ap-0.60,-0.60,incompatible,,-0.6279,0.5929472902569531,0.5918967723846436,0.40633153915405273,yes,Yes,0.5149508118629456,14894,5.628755600000659,0.05078930000127002,7.777324199676514,
aperture,dshape_01,dshape_01_ap-1.20,-1.20,incompatible,,-1.2578,0.6008934406708875,0.5998372435569763,0.3984050452709198,yes,Yes,0.5197356939315796,14894,5.844675300000745,0.057606500000474625,7.777324199676514,
aperture,dshape_02,dshape_02_ap+0.30,+0.30,compatible,,0.283,0.6152386732581135,0.6141846179962158,0.38410213589668274,yes,Yes,0.5375607013702393,14894,5.5733517999997275,0.05555090000052587,7.777324199676514,
aperture,dshape_02,dshape_02_ap+0.10,+0.10,compatible,,0.0942,0.6230303426898097,0.6219688057899475,0.37632736563682556,yes,Yes,0.5422351360321045,14894,5.68470890000026,0.05378579999887734,7.777324199676514,
aperture,dshape_02,dshape_02_ap+0.00,+0.00,ambiguous,boundary,-0.001,0.6185176541264608,0.6174806356430054,0.38084274530410767,yes,Yes,0.5425221920013428,14894,5.622771000000284,0.07056000000011409,7.777324199676514,
aperture,dshape_02,dshape_02_ap-0.10,-0.10,ambiguous,off_centre,-0.1113,0.6181439874137552,0.617130696773529,0.38123005628585815,yes,Yes,0.5452439188957214,14894,5.582461799998782,0.054449299999760115,7.777324199676514,
aperture,dshape_02,dshape_02_ap-0.30,-0.30,incompatible,,-0.332,0.6258622970739095,0.6248264312744141,0.3735184669494629,yes,Yes,0.5489789247512817,14894,5.661887599999318,0.06244849999893631,7.777324199676514,
aperture,dshape_02,dshape_02_ap-0.60,-0.60,incompatible,,-0.667,0.6154480457605682,0.6144067645072937,0.38390132784843445,yes,Yes,0.5367112159729004,14894,5.585091400000238,0.06081070000072941,7.777324199676514,
aperture,dshape_02,dshape_02_ap-1.20,-1.20,incompatible,,-1.3408,0.6069883993570134,0.6059685945510864,0.39235129952430725,yes,Yes,0.5344018340110779,14894,5.582851099999971,0.05313139999998384,7.777324199676514,
