style,grouping,peg,socket,own,oracle,p_yes,mass_yes,mass_no,answer,top_token,top_prob,n_input_tokens,latency_s,prep_s,peak_vram_gb
gray,nested,circle,circle,1,compatible,0.5622123927928784,0.5614115595817566,0.4371640086174011,yes,Yes,0.524872362613678,3018,1.1166963999967265,0.01978219999728026,6.12585973739624
gray,nested,circle,stadium,0,incompatible,0.570788582671525,0.5699334144592285,0.42856836318969727,yes,Yes,0.527058482170105,3018,1.184767999999167,0.019386299998586765,6.12585973739624
gray,nested,circle,trapezoid,0,incompatible,0.5644326610654271,0.5637186765670776,0.43501636385917664,yes,Yes,0.5351403951644897,3018,1.1179855999980646,0.02117079999879934,6.12585973739624
gray,nested,circle,hexagon,0,incompatible,0.5286152595793356,0.5277848839759827,0.4706442654132843,yes,Yes,0.4857463836669922,3018,1.1336966999988363,0.01952999999775784,6.12585973739624
gray,nested,circle,rectangle,0,incompatible,0.5375803959100806,0.536827802658081,0.46177223324775696,yes,Yes,0.5091953277587891,3018,1.1954784000008658,0.0197574000012537,6.12585973739624
gray,nested,stadium,cross,0,incompatible,0.5833293615827513,0.5825130343437195,0.4160875380039215,yes,Yes,0.5529709458351135,3018,1.2391208000008191,0.0212046000015107,6.12585973739624
gray,nested,stadium,octagon,0,incompatible,0.49629768836741145,0.49552080035209656,0.5029138326644897,no,No,0.48136499524116516,3018,1.2793737000029068,0.020722200002637692,6.12585973739624
gray,nested,stadium,square,0,incompatible,0.49784038026066557,0.49718213081359863,0.5014956593513489,no,No,0.4888174533843994,3018,1.2326038999999582,0.021133599999302533,6.12585973739624
gray,nested,stadium,circle,0,incompatible,0.5373047494457127,0.5364367365837097,0.4619477689266205,yes,Yes,0.4843042492866516,3018,1.1832256999987294,0.019633100000646664,6.12585973739624
gray,nested,stadium,stadium,1,compatible,0.5551562627699681,0.5542797446250916,0.4441413879394531,yes,Yes,0.5113670825958252,3018,1.2017660999990767,0.021014199999626726,6.12585973739624
gray,nested,stadium,trapezoid,0,incompatible,0.5406043406348687,0.5398896932601929,0.45878836512565613,yes,Yes,0.5140885710716248,3018,1.2546720999998797,0.023232700001244666,6.12585973739624
gray,nested,stadium,hexagon,0,incompatible,0.4722139850330131,0.47149303555488586,0.5269802212715149,no,No,0.5063427686691284,3018,1.1931947999983095,0.0215433999983361,6.12585973739624
gray,nested,stadium,rectangle,0,incompatible,0.5096341585271266,0.5088983774185181,0.4896578788757324,yes,Yes,0.4842042326927185,3018,1.1322297999977309,0.020544499999232357,6.12585973739624
gray,nested,trapezoid,cross,0,incompatible,0.5577829701720579,0.5571389198303223,0.44170641899108887,yes,Yes,0.542722225189209,3018,1.1852212999983749,0.01910399999906076,6.12585973739624
gray,nested,trapezoid,octagon,0,incompatible,0.4766896769038052,0.47609567642211914,0.5226582288742065,no,No,0.5139002203941345,3018,1.180124300000898,0.021152299999812385,6.12585973739624
gray,nested,trapezoid,square,0,incompatible,0.5145775316279151,0.5140433311462402,0.4849185347557068,yes,Yes,0.5032917857170105,3018,1.2016284000019368,0.017818899999838322,6.12585973739624
gray,nested,trapezoid,circle,0,incompatible,0.5184944059224833,0.517799437046051,0.4808602035045624,yes,Yes,0.4891083240509033,3018,1.1722952000018267,0.019686499999806983,6.12585973739624
gray,nested,trapezoid,stadium,0,incompatible,0.512500731639563,0.5117231011390686,0.48675957322120667,yes,Yes,0.47324034571647644,3018,1.145831999998336,0.017476799999712966,6.12585973739624
gray,nested,trapezoid,trapezoid,1,compatible,0.5454192184216987,0.5448685884475708,0.454121857881546,yes,Yes,0.5346139669418335,3018,1.1205810999999812,0.020138799998676404,6.12585973739624
gray,nested,trapezoid,hexagon,0,incompatible,0.43723052277552127,0.4367032051086426,0.5620907545089722,no,No,0.5548354387283325,3018,1.1244086999977299,0.02057720000084373,6.12585973739624
gray,nested,trapezoid,rectangle,0,incompatible,0.522711283007217,0.5221102833747864,0.47673994302749634,yes,Yes,0.5097680687904358,3018,1.1723472000012407,0.01955409999936819,6.12585973739624
gray,nested,hexagon,cross,0,incompatible,0.5615775919861372,0.5609130263328552,0.43790358304977417,yes,Yes,0.5468448400497437,3018,1.1631696000004013,0.02285909999773139,6.12585973739624
gray,nested,hexagon,octagon,0,incompatible,0.5036709252046883,0.5030276775360107,0.49569520354270935,no,No,0.48834723234176636,3018,1.178281299999071,0.021706799998355564,6.12585973739624
gray,nested,hexagon,square,0,incompatible,0.5108541626439324,0.5102969408035278,0.4886122941970825,yes,Yes,0.49879834055900574,3018,1.1027389999981096,0.021258199998555938,6.12585973739624
gray,nested,hexagon,circle,0,incompatible,0.5022068831166041,0.5015374422073364,0.49712955951690674,no,No,0.4843728840351105,3018,1.110905699999421,0.020419699998456053,6.12585973739624
gray,nested,hexagon,stadium,0,incompatible,0.5013355012661614,0.500546932220459,0.49788013100624084,no,No,0.4759073853492737,3018,1.194571600000927,0.019512400001985952,6.12585973739624
gray,nested,hexagon,trapezoid,0,incompatible,0.5192280098795172,0.5186240673065186,0.4802127778530121,yes,Yes,0.5041715502738953,3018,1.1514870999999403,0.021340899998904206,6.12585973739624
gray,nested,hexagon,hexagon,1,compatible,0.5378160938883154,0.5371822118759155,0.4616391658782959,yes,Yes,0.5259366631507874,3018,1.1559478999988642,0.021690099998522783,6.12585973739624
gray,nested,hexagon,rectangle,0,incompatible,0.5151145358323636,0.5144973397254944,0.4843044877052307,yes,Yes,0.5011942386627197,3018,1.1379226999997627,0.01987409999856027,6.12585973739624
gray,nested,rectangle,cross,0,incompatible,0.5770993749412202,0.5764199495315552,0.4224027395248413,yes,Yes,0.5612863302230835,3018,1.177665800001705,0.018398700001853285,6.12585973739624
gray,nested,rectangle,octagon,0,incompatible,0.4802363471038367,0.4796590805053711,0.5191388726234436,no,No,0.5121190547943115,3018,1.1572274000027392,0.020341600000392646,6.12585973739624
gray,nested,rectangle,square,0,incompatible,0.5260990829730202,0.5255362391471863,0.47339391708374023,yes,Yes,0.5156562328338623,3018,1.1942281000010553,0.01866850000078557,6.12585973739624
gray,nested,rectangle,circle,0,incompatible,0.5254509489992681,0.524767279624939,0.47393161058425903,yes,Yes,0.5011416077613831,3018,1.1571184000022186,0.021058500002254732,6.12585973739624
gray,nested,rectangle,stadium,0,incompatible,0.5161617703444595,0.5153774619102478,0.48310303688049316,yes,Yes,0.4808593690395355,3018,1.1623574000004737,0.02107640000031097,6.12585973739624
gray,nested,rectangle,trapezoid,0,incompatible,0.5344841176994648,0.5338817834854126,0.4649912714958191,yes,Yes,0.5208868384361267,3018,1.166247500001191,0.021426399998745183,6.12585973739624
gray,nested,rectangle,hexagon,0,incompatible,0.47617783401737834,0.47557809948921204,0.5231624245643616,no,No,0.5164086818695068,3018,1.1500603000022238,0.02463270000225748,6.12585973739624
gray,nested,rectangle,rectangle,1,compatible,0.5340982138360216,0.5334697961807251,0.4653536081314087,yes,Yes,0.522304117679596,3018,1.1536771999999473,0.025626300001022173,6.12585973739624
paper,nested,cross,cross,1,compatible,0.536394235553113,0.5356190204620361,0.46293574571609497,yes,Yes,0.5115101933479309,3018,1.171123500000249,0.021619600000121864,6.12585973739624
paper,nested,cross,octagon,0,compatible,0.48291472513780015,0.4819740653038025,0.5160780549049377,no,No,0.48164838552474976,3018,1.2132906000006187,0.021217599998635706,6.12585973739624
paper,nested,cross,square,0,incompatible,0.4736835474509491,0.4728619456291199,0.5254035592079163,no,No,0.4996664226055145,3018,1.1440552000021853,0.022573000002012122,6.12585973739624
paper,nested,cross,circle,0,incompatible,0.5022109655903729,0.5013025403022766,0.4968886077404022,no,No,0.4669618010520935,3018,1.1406211999965308,0.023484599998482736,6.12585973739624
paper,nested,cross,stadium,0,incompatible,0.5092736630835532,0.5081934928894043,0.4896855056285858,no,No,0.4395080506801605,3018,1.1494481999980053,0.021613900000374997,6.12585973739624
paper,nested,cross,trapezoid,0,incompatible,0.48721871321841104,0.48630666732788086,0.5118213891983032,no,No,0.47768476605415344,3018,1.196310600000288,0.020295700000133365,6.12585973739624
paper,nested,cross,hexagon,0,incompatible,0.45355548059725487,0.45274102687835693,0.5454632639884949,no,No,0.5179443955421448,3018,1.1868696000019554,0.02107810000234167,6.12585973739624
paper,nested,cross,rectangle,0,incompatible,0.48317102360575875,0.4822518527507782,0.515845775604248,no,No,0.4819326400756836,3018,1.1887224999991304,0.02172960000098101,6.12585973739624
paper,nested,octagon,cross,0,incompatible,0.52500060674527,0.524124026298523,0.4742062985897064,yes,Yes,0.47932201623916626,3018,1.2003364999982296,0.02275339999687276,6.12585973739624
paper,nested,octagon,octagon,1,compatible,0.5571445831592748,0.5563083291053772,0.4421907067298889,yes,Yes,0.5245848894119263,3018,1.1990188999989186,0.021706700001232093,6.12585973739624
paper,nested,octagon,square,0,incompatible,0.47540840113722943,0.47459250688552856,0.5236912965774536,no,No,0.4939555525779724,3018,1.1879561999994621,0.02340610000101151,6.12585973739624
paper,nested,octagon,circle,0,incompatible,0.4979574202942542,0.4971175193786621,0.5011957883834839,no,No,0.4731508493423462,3018,1.1309653999996954,0.019010800002433825,6.12585973739624
paper,nested,octagon,stadium,0,incompatible,0.4982759166377538,0.49734020233154297,0.5007818937301636,no,No,0.45686057209968567,3018,1.1158054000006814,0.020278200001484947,6.12585973739624
paper,nested,octagon,trapezoid,0,incompatible,0.49273530225087603,0.4919493794441223,0.5064556002616882,no,No,0.48376986384391785,3018,1.091984800001228,0.02118970000083209,6.12585973739624
paper,nested,octagon,hexagon,0,incompatible,0.5064526727981743,0.5056766271591187,0.4927910566329956,no,No,0.47643256187438965,3018,1.1010266000012052,0.02005260000078124,6.12585973739624
paper,nested,octagon,rectangle,0,incompatible,0.47667222124092606,0.47580116987228394,0.5223714709281921,no,No,0.4865000247955322,3018,1.1030255000005127,0.018877900001825765,6.12585973739624
paper,nested,square,cross,0,incompatible,0.5253456603541808,0.5245977640151978,0.47397860884666443,yes,Yes,0.4999231696128845,3018,1.117686199999298,0.018309600000065984,6.12585973739624
paper,nested,square,octagon,0,incompatible,0.4913084430834446,0.4905431866645813,0.5078992247581482,no,No,0.4915342330932617,3018,1.131058099999791,0.020099999997910345,6.12585973739624
paper,nested,square,square,1,compatible,0.4933096121347682,0.49264562129974365,0.5060083866119385,no,No,0.49598100781440735,3018,1.1148853999984567,0.020794199997908436,6.12585973739624
paper,nested,square,circle,0,incompatible,0.4955561692305506,0.4947977066040039,0.5036717653274536,no,No,0.4871964454650879,3018,1.1571249999979045,0.020449999999982538,6.12585973739624
paper,nested,square,stadium,0,incompatible,0.5021604220707071,0.5013171434402466,0.49700355529785156,no,No,0.4730115532875061,3018,1.1451229999984207,0.017212800001288997,6.12585973739624
paper,nested,square,trapezoid,0,incompatible,0.4976071660033136,0.496911883354187,0.5016908645629883,no,No,0.49063149094581604,3018,1.1251056000000972,0.018626999997650273,6.12585973739624
paper,nested,square,hexagon,0,incompatible,0.4505728393907712,0.44992467761039734,0.548636794090271,no,No,0.5369047522544861,3018,1.1443322000013723,0.02163469999868539,6.12585973739624
paper,nested,square,rectangle,0,incompatible,0.4904877508125141,0.489764541387558,0.5087609887123108,no,No,0.49609094858169556,3018,1.2145723999965412,0.02184349999879487,6.12585973739624
paper,nested,circle,cross,0,incompatible,0.5634840757438188,0.5626653432846069,0.43588167428970337,yes,Yes,0.5185238122940063,3018,1.3572606000016094,0.02142210000238265,6.12585973739624
paper,nested,circle,octagon,0,compatible,0.515328740124873,0.5145736336708069,0.4839610755443573,yes,Yes,0.4806273281574249,3018,1.3011719000023731,0.025040000000444707,6.12585973739624
paper,nested,circle,square,0,incompatible,0.49355106891409567,0.4928092956542969,0.5056877732276917,no,No,0.48402583599090576,3018,1.2364549999983865,0.02217979999841191,6.12585973739624
paper,nested,circle,circle,1,compatible,0.5303611150494879,0.5296476483345032,0.46900710463523865,yes,Yes,0.49900344014167786,3018,1.2166326000005938,0.021239100002276246,6.12585973739624
paper,nested,circle,stadium,0,incompatible,0.5254260763744073,0.5245789289474487,0.47380876541137695,yes,Yes,0.47775933146476746,3018,1.186229300001287,0.023733199999696808,6.12585973739624
paper,nested,circle,trapezoid,0,incompatible,0.5307703933226896,0.530022382736206,0.4685683250427246,yes,Yes,0.4950683116912842,3018,1.128079299996898,0.024856299998646136,6.12585973739624
paper,nested,circle,hexagon,0,incompatible,0.5029417644235455,0.5022170543670654,0.4963420033454895,no,No,0.4788459837436676,3018,1.135357399998611,0.02016189999994822,6.12585973739624
paper,nested,circle,rectangle,0,incompatible,0.50178327634252,0.5009713172912598,0.49741053581237793,no,No,0.4726836085319519,3018,1.1690043000016885,0.021200999999564374,6.12585973739624
paper,nested,stadium,cross,0,incompatible,0.5612531790585097,0.5603376626968384,0.4380311369895935,yes,Yes,0.504371702671051,3018,1.2390945999977703,0.020189499999105465,6.12585973739624
paper,nested,stadium,octagon,0,incompatible,0.5142098837029832,0.5133216977119446,0.4849510192871094,yes,Yes,0.4620392918586731,3018,1.2571896000008564,0.02158919999783393,6.12585973739624
paper,nested,stadium,square,0,incompatible,0.4787196320481052,0.4779559075832367,0.5204487442970276,no,No,0.4925908148288727,3018,1.195677899999282,0.02369389999876148,6.12585973739624
paper,nested,stadium,circle,0,incompatible,0.5376068284985528,0.5367358922958374,0.46164408326148987,yes,Yes,0.48531922698020935,3018,1.1956500000014785,0.02191550000134157,6.12585973739624
paper,nested,stadium,stadium,1,compatible,0.5450611241228914,0.5441628098487854,0.45418909192085266,yes,Yes,0.49559274315834045,3018,1.2355466000008164,0.023735799997666618,6.12585973739624
paper,nested,stadium,trapezoid,0,incompatible,0.536345123265665,0.5354925990104675,0.46291789412498474,yes,Yes,0.49036961793899536,3018,1.188542600000801,0.023353500000666827,6.12585973739624
paper,nested,stadium,hexagon,0,incompatible,0.48575285326686846,0.48493853211402893,0.5133850574493408,no,No,0.4850824773311615,3018,1.2326715999988664,0.023101799997675698,6.12585973739624
paper,nested,stadium,rectangle,0,incompatible,0.4991320346030205,0.4982650876045227,0.4999980032444,no,No,0.468538373708725,3018,1.2327614999994694,0.02538999999887892,6.12585973739624
paper,nested,trapezoid,cross,0,incompatible,0.5183927627383835,0.5176605582237244,0.4809269905090332,yes,Yes,0.48727932572364807,3018,1.1809200999996392,0.02246470000318368,6.12585973739624
paper,nested,trapezoid,octagon,0,incompatible,0.4956597526399567,0.4949057698249817,0.5035730600357056,no,No,0.4844306707382202,3018,1.1767671999987215,0.019873199998983182,6.12585973739624
paper,nested,trapezoid,square,0,incompatible,0.48984116544326317,0.4891974925994873,0.5094884634017944,no,No,0.4966079294681549,3018,1.2046952999990026,0.020772600000782404,6.12585973739624
paper,nested,trapezoid,circle,0,incompatible,0.5035434253686943,0.502795398235321,0.4957190752029419,no,No,0.4760075509548187,3018,1.2218847000003734,0.02221340000323835,6.12585973739624
paper,nested,trapezoid,stadium,0,incompatible,0.5142134474665194,0.5133620500564575,0.4849822223186493,yes,Yes,0.46207013726234436,3018,1.213116099999752,0.022063799999159528,6.12585973739624
paper,nested,trapezoid,trapezoid,1,compatible,0.5355708790547741,0.5349109768867493,0.46385687589645386,yes,Yes,0.5156733393669128,3018,1.1818285999979707,0.0230314999971597,6.12585973739624
paper,nested,trapezoid,hexagon,0,incompatible,0.4508724877282281,0.4502321183681488,0.5483475923538208,no,No,0.5331668853759766,3018,1.2427726999994775,0.021026499998697545,6.12585973739624
paper,nested,trapezoid,rectangle,0,incompatible,0.49621935326504213,0.495458722114563,0.5030084252357483,no,No,0.48240405321121216,3018,1.223290400001133,0.022021100001438754,6.12585973739624
paper,nested,hexagon,cross,0,incompatible,0.5180883672359247,0.5173624753952026,0.48123642802238464,yes,Yes,0.49037158489227295,3018,1.1922771999998076,0.021266399999149144,6.12585973739624
paper,nested,hexagon,octagon,0,incompatible,0.4985678862393666,0.4978388845920563,0.5006989240646362,no,No,0.4868334233760834,3018,1.2339570999974967,0.024290999997901963,6.12585973739624
paper,nested,hexagon,square,0,incompatible,0.4648966865941046,0.46420568227767944,0.5343079566955566,no,No,0.5148999094963074,3018,1.2160308999991685,0.0215552999979991,6.12585973739624
paper,nested,hexagon,circle,0,incompatible,0.49274944633218376,0.4919601380825043,0.5064380168914795,no,No,0.4837477505207062,3018,1.2783616000015172,0.02484280000135186,6.12585973739624
paper,nested,hexagon,stadium,0,incompatible,0.5001987092734059,0.49933022260665894,0.49893349409103394,no,No,0.4656542241573334,3018,1.164719199998217,0.023762299999361858,6.12585973739624
paper,nested,hexagon,trapezoid,0,incompatible,0.494625667389468,0.4939216375350952,0.5046550035476685,no,No,0.489814817905426,3018,1.1762283999996725,0.021304099998815218,6.12585973739624
paper,nested,hexagon,hexagon,1,compatible,0.5238375853635799,0.523165225982666,0.4755512475967407,yes,Yes,0.5048996806144714,3018,1.155633400001534,0.019599200000811834,6.12585973739624
paper,nested,hexagon,rectangle,0,incompatible,0.4736510784548945,0.4729149341583252,0.5255308747291565,no,No,0.5040094256401062,3018,1.2790219000016805,0.01986620000025141,6.12585973739624
paper,nested,rectangle,cross,0,incompatible,0.5219975586040821,0.5212478637695312,0.4773159325122833,yes,Yes,0.49444741010665894,3018,1.236465900001349,0.022042299999156967,6.12585973739624
paper,nested,rectangle,octagon,0,incompatible,0.48040134149827945,0.47965413331985474,0.5187904834747314,no,No,0.5012989044189453,3018,1.1834228999978222,0.019862099998135818,6.12585973739624
paper,nested,rectangle,square,0,incompatible,0.47021904507878953,0.4695950746536255,0.52907794713974,no,No,0.5185917615890503,3018,1.1689901999998256,0.019093999999313382,6.12585973739624
paper,nested,rectangle,circle,0,incompatible,0.4919590770261041,0.4912012815475464,0.5072583556175232,no,No,0.48936545848846436,3018,1.1544809000006353,0.019442000000708504,6.12585973739624
paper,nested,rectangle,stadium,0,incompatible,0.4906317739145677,0.48983341455459595,0.5085393786430359,no,No,0.4843513071537018,3018,1.2326647000008961,0.020140600001468556,6.12585973739624
paper,nested,rectangle,trapezoid,0,incompatible,0.4934573498497692,0.49278098344802856,0.5058483481407166,no,No,0.49486348032951355,3018,1.2932583000001614,0.022933599997486454,6.12585973739624
paper,nested,rectangle,hexagon,0,incompatible,0.45105647023985523,0.45040997862815857,0.54815673828125,no,No,0.5356957912445068,3018,1.2786234000013792,0.022846600000775652,6.12585973739624
paper,nested,rectangle,rectangle,1,compatible,0.4826866043152542,0.4819868803024292,0.5165634751319885,no,No,0.5040819644927979,3018,1.2027170000001206,0.023224000000482192,6.12585973739624
gray,flat,cross,cross,1,compatible,0.6199561184634347,0.6190382242202759,0.3794811964035034,yes,Yes,0.5717955827713013,14894,7.078394899999694,0.06606309999915538,7.7780866622924805
gray,flat,cross,octagon,0,compatible,0.5403285785043638,0.5392981767654419,0.45879483222961426,yes,Yes,0.47290605306625366,14894,6.749619600002916,0.08533860000170534,7.7780866622924805
gray,flat,cross,square,0,incompatible,0.5645875651586816,0.563748300075531,0.43476518988609314,yes,Yes,0.517536997795105,14894,7.301712299999053,0.08811749999949825,7.7780866622924805
gray,flat,cross,circle,0,incompatible,0.546902466203022,0.5458711981773376,0.4522431492805481,yes,Yes,0.4668523669242859,14894,7.077214600001753,0.0839064000028884,7.7780866622924805
gray,flat,cross,stadium,0,incompatible,0.5341258784687161,0.5331470370292664,0.4650203585624695,yes,Yes,0.46289554238319397,14894,6.695789400000649,0.09045970000079251,7.7780866622924805
gray,flat,cross,trapezoid,0,incompatible,0.5459329718069802,0.5450593829154968,0.45334044098854065,yes,Yes,0.4942597448825836,14894,6.839004700002988,0.08949270000084653,7.7780866622924805
gray,flat,cross,hexagon,0,incompatible,0.5350395565451637,0.5341235399246216,0.4641644060611725,yes,Yes,0.47996392846107483,14894,6.3980449000009685,0.1107929999998305,7.7780866622924805
gray,flat,cross,rectangle,0,incompatible,0.5472652599779563,0.5464771389961243,0.4520827531814575,yes,Yes,0.5093270540237427,14894,6.077649499999097,0.09214639999845531,7.7780866622924805
gray,flat,octagon,cross,0,incompatible,0.6460968142105846,0.645022451877594,0.35331469774246216,yes,Yes,0.5709025263786316,14894,6.760246500001813,0.08196329999918817,7.7780866622924805
gray,flat,octagon,octagon,1,compatible,0.636396969784444,0.6353456974029541,0.36300238966941833,yes,Yes,0.5785437822341919,14894,6.348304299997835,0.088973599999008,7.7780866622924805
gray,flat,octagon,square,0,incompatible,0.6072025545359339,0.6063241362571716,0.39222919940948486,yes,Yes,0.5536929965019226,14894,6.51031040000089,0.08158380000168108,7.7780866622924805
gray,flat,octagon,circle,0,incompatible,0.5887445360100539,0.587665319442749,0.4105015993118286,yes,Yes,0.5091571807861328,14894,6.380606300001091,0.0746331000009377,7.7780866622924805
gray,flat,octagon,stadium,0,incompatible,0.5852552875274526,0.5841882228851318,0.41398853063583374,yes,Yes,0.5061350464820862,14894,6.465668600001663,0.07676139999966836,7.7780866622924805
gray,flat,octagon,trapezoid,0,incompatible,0.6036985483360753,0.6027670502662659,0.3956899642944336,yes,Yes,0.5457872748374939,14894,6.574917599999026,0.08582340000066324,7.7780866622924805
gray,flat,octagon,hexagon,0,incompatible,0.6185841444735405,0.6175705194473267,0.3807908594608307,yes,Yes,0.5600002408027649,14894,6.718397900000127,0.10705070000039996,7.7780866622924805
gray,flat,octagon,rectangle,0,incompatible,0.5918797219053488,0.5909823179244995,0.4075014889240265,yes,Yes,0.5403979420661926,14894,6.705381899999338,0.08945659999881173,7.7780866622924805
gray,flat,square,cross,0,incompatible,0.6516964311700058,0.6506484746932983,0.3477434813976288,yes,Yes,0.5847071409225464,14894,7.070339899997634,0.11221879999720841,7.7780866622924805
gray,flat,square,octagon,0,incompatible,0.5971417101431397,0.5960590243339539,0.40212786197662354,yes,Yes,0.5339058041572571,14894,6.427467699999397,0.09663200000068173,7.7780866622924805
gray,flat,square,square,1,compatible,0.6202964043093494,0.6194308400154114,0.37917375564575195,yes,Yes,0.5754840970039368,14894,6.452487500002462,0.08583390000057989,7.7780866622924805
gray,flat,square,circle,0,incompatible,0.5938431726030149,0.5928381085395813,0.4054694175720215,yes,Yes,0.5318841934204102,14894,6.44816340000034,0.07708420000199112,7.7780866622924805
gray,flat,square,stadium,0,incompatible,0.598117673919654,0.5970988869667053,0.40119779109954834,yes,Yes,0.5321894884109497,14894,6.435011999998096,0.23744349999833503,7.7780866622924805
gray,flat,square,trapezoid,0,incompatible,0.6021144614050413,0.6012153029441833,0.397291362285614,yes,Yes,0.554007887840271,14894,6.402317399999447,0.2936305999974138,7.7780866622924805
gray,flat,square,hexagon,0,incompatible,0.5953186456134224,0.5943666696548462,0.40403422713279724,yes,Yes,0.5442405343055725,14894,6.429458400001749,0.2545758999985992,7.7780866622924805
gray,flat,square,rectangle,0,incompatible,0.6159768990852893,0.6150979399681091,0.383475124835968,yes,Yes,0.5739119648933411,14894,6.488159799999266,0.2617605999985244,7.7780866622924805
