peg_id,socket_id,label,reason,margin_mm,max_gap_mm,best_rot,fit_rots,loose,nominal,same_family
polygon_04,circle_02,incompatible,,-1.2021,nan,0,,0,0,0
polygon_05,circle_02,incompatible,,-2.0,nan,0,,0,0,0
dshape_01,circle_02,incompatible,,-1.6035,nan,0,,0,0,0
dshape_02,circle_02,incompatible,,-1.9658,nan,0,,0,0,0
dshape_03,circle_02,incompatible,,-2.0,nan,0,,0,0,0
dshape_04,circle_02,incompatible,,-2.0,nan,0,,0,0,0
double_d_01,circle_02,incompatible,,-1.2002,nan,0,,0,0,0
double_d_02,circle_02,incompatible,,-1.2002,nan,0,,0,0,0
double_d_03,circle_02,incompatible,,-2.0,nan,0,,0,0,0
cross_01,circle_02,incompatible,,-2.0,nan,0,,0,0,0
cross_02,circle_02,incompatible,,-2.0,nan,0,,0,0,0
cross_03,circle_02,incompatible,,-1.7461,nan,0,,0,0,0
cross_04,circle_02,incompatible,,-2.0,nan,0,,0,0,0
tee_01,circle_02,incompatible,,-2.0,nan,0,,0,0,0
tee_02,circle_02,incompatible,,-2.0,nan,0,,0,0,0
tee_03,circle_02,incompatible,,-2.0,nan,0,,0,0,0
ell_01,circle_02,incompatible,,-2.0,nan,0,,0,0,0
ell_02,circle_02,incompatible,,-2.0,nan,0,,0,0,0
ell_03,circle_02,incompatible,,-2.0,nan,0,,0,0,0
ell_04,circle_02,incompatible,,-2.0,nan,0,,0,0,0
ell_05,circle_02,incompatible,,-2.0,nan,0,,0,0,0
ell_06,circle_02,incompatible,,-2.0,nan,0,,0,0,0
star_01,circle_02,incompatible,,-2.0,nan,0,,0,0,0
star_02,circle_02,incompatible,,-2.0,nan,0,,0,0,0
star_03,circle_02,incompatible,,-2.0,nan,0,,0,0,0
star_04,circle_02,incompatible,,-2.0,nan,0,,0,0,0
keyed_01,circle_02,incompatible,,-2.0,nan,0,,0,0,0
keyed_02,circle_02,incompatible,,-2.0,nan,0,,0,0,0
keyed_03,circle_02,incompatible,,-2.0,nan,0,,0,0,0
keyed_04,circle_02,incompatible,,-2.0,nan,0,,0,0,0
keyed_05,circle_02,incompatible,,-2.0,nan,0,,0,0,0
notched_01,circle_02,incompatible,,-2.0,nan,0,,0,0,0
notched_02,circle_02,incompatible,,-2.0,nan,0,,0,0,0
notched_03,circle_02,incompatible,,-2.0,nan,0,,0,0,0
notched_04,circle_02,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_01,circle_02,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_02,circle_02,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_03,circle_02,incompatible,,-2.0,nan,0,,0,0,0
chamfered_01,circle_02,incompatible,,-2.0,nan,0,,0,0,0
chamfered_02,circle_02,incompatible,,-2.0,nan,0,,0,0,0
chamfered_03,circle_02,incompatible,,-2.0,nan,0,,0,0,0
chamfered_04,circle_02,incompatible,,-1.4219,nan,0,,0,0,0
gear_01,circle_02,incompatible,,-2.0,nan,0,,0,0,0
gear_02,circle_02,incompatible,,-2.0,nan,0,,0,0,0
gear_03,circle_02,incompatible,,-2.0,nan,0,,0,0,0
tube_01,circle_02,incompatible,,-0.2002,nan,0,,0,0,0
tube_02,circle_02,incompatible,,-0.2002,nan,0,,0,0,0
tube_03,circle_02,incompatible,,-2.0,nan,0,,0,0,0
circle_01,circle_03,compatible,,3.2991,3.3018,0,0 90 180 270,1,0,1
circle_02,circle_03,compatible,,1.7995,1.8008,0,0 90 180 270,1,0,1
circle_03,circle_03,compatible,,0.2999,0.3008,0,0 90 180 270,0,1,1
circle_04,circle_03,incompatible,,-1.7002,nan,0,,0,0,1
circle_05,circle_03,incompatible,,-2.0,nan,0,,0,0,1
square_01,circle_03,compatible,,1.2287,3.3008,0,0 90 180 270,1,0,0
square_02,circle_03,incompatible,,-0.8926,nan,0,,0,0,0
square_03,circle_03,incompatible,,-2.0,nan,0,,0,0,0
square_04,circle_03,incompatible,,-2.0,nan,0,,0,0,0
rect_01,circle_03,incompatible,,-2.0,nan,0,,0,0,0
rect_02,circle_03,incompatible,,-2.0,nan,0,,0,0,0
rect_03,circle_03,incompatible,,-0.6475,nan,0,,0,0,0
rect_04,circle_03,incompatible,,-2.0,nan,0,,0,0,0
rect_05,circle_03,compatible,,1.5894,5.3008,90,0 90 180 270,1,0,0
obround_01,circle_03,incompatible,,-1.7002,nan,0,,0,0,0
obround_02,circle_03,compatible,,0.2999,4.3008,0,0 90 180 270,1,0,0
obround_03,circle_03,incompatible,,-2.0,nan,0,,0,0,0
obround_04,circle_03,compatible,,1.2997,5.3008,0,0 90 180 270,1,0,0
ellipse_01,circle_03,incompatible,,-1.7002,nan,0,,0,0,0
ellipse_02,circle_03,incompatible,,-0.7002,nan,0,,0,0,0
ellipse_03,circle_03,incompatible,,-2.0,nan,0,,0,0,0
polygon_01,circle_03,incompatible,,-2.0,nan,0,,0,0,0
polygon_02,circle_03,incompatible,,-1.7031,nan,0,,0,0,0
polygon_03,circle_03,incompatible,,-1.7021,nan,0,,0,0,0
polygon_04,circle_03,compatible,,0.2979,1.3721,180,0 90 180 270,1,0,0
polygon_05,circle_03,incompatible,,-1.7002,nan,0,,0,0,0
dshape_01,circle_03,ambiguous,off_centre,-0.1035,nan,0,,0,0,0
dshape_02,circle_03,ambiguous,off_centre,-0.4668,nan,0,,0,0,0
dshape_03,circle_03,ambiguous,off_centre,-0.582,nan,0,,0,0,0
dshape_04,circle_03,incompatible,,-2.0,nan,0,,0,0,0
double_d_01,circle_03,compatible,,0.2999,2.3008,0,0 90 180 270,1,0,0
double_d_02,circle_03,compatible,,0.2999,4.3008,0,0 90 180 270,1,0,0
double_d_03,circle_03,incompatible,,-1.7002,nan,0,,0,0,0
cross_01,circle_03,incompatible,,-2.0,nan,0,,0,0,0
cross_02,circle_03,incompatible,,-2.0,nan,0,,0,0,0
cross_03,circle_03,ambiguous,off_centre,-0.2461,nan,0,,0,0,0
cross_04,circle_03,incompatible,,-2.0,nan,0,,0,0,0
tee_01,circle_03,incompatible,,-2.0,nan,0,,0,0,0
tee_02,circle_03,incompatible,,-2.0,nan,0,,0,0,0
tee_03,circle_03,incompatible,,-2.0,nan,0,,0,0,0
ell_01,circle_03,incompatible,,-2.0,nan,0,,0,0,0
ell_02,circle_03,incompatible,,-2.0,nan,0,,0,0,0
ell_03,circle_03,incompatible,,-2.0,nan,0,,0,0,0
ell_04,circle_03,incompatible,,-2.0,nan,0,,0,0,0
ell_05,circle_03,incompatible,,-2.0,nan,0,,0,0,0
ell_06,circle_03,incompatible,,-2.0,nan,0,,0,0,0
star_01,circle_03,incompatible,,-2.0,nan,0,,0,0,0
star_02,circle_03,incompatible,,-2.0,nan,0,,0,0,0
star_03,circle_03,incompatible,,-2.0,nan,0,,0,0,0
star_04,circle_03,incompatible,,-2.0,nan,0,,0,0,0
keyed_01,circle_03,incompatible,,-1.5498,nan,0,,0,0,0
keyed_02,circle_03,incompatible,,-1.5732,nan,0,,0,0,0
keyed_03,circle_03,incompatible,,-1.8125,nan,0,,0,0,0
keyed_04,circle_03,incompatible,,-1.6016,nan,0,,0,0,0
keyed_05,circle_03,incompatible,,-2.0,nan,0,,0,0,0
notched_01,circle_03,incompatible,,-1.9873,nan,0,,0,0,0
notched_02,circle_03,incompatible,,-2.0,nan,0,,0,0,0
notched_03,circle_03,incompatible,,-2.0,nan,0,,0,0,0
notched_04,circle_03,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_01,circle_03,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_02,circle_03,incompatible,,-2.0,nan,0,,0,0,0
trapezoid_03,circle_03,ambiguous,off_centre,-0.5615,nan,0,,0,0,0
chamfered_01,circle_03,incompatible,,-1.748,nan,0,,0,0,0
chamfered_02,circle_03,incompatible,,-1.748,nan,0,,0,0,0
chamfered_03,circle_03,incompatible,,-2.0,nan,0,,0,0,0
chamfered_04,circle_03,compatible,,0.0786,4.4258,180,0 90 180 270,1,0,0
gear_01,circle_03,incompatible,,-2.0,nan,0,,0,0,0
gear_02,circle_03,incompatible,,-2.0,nan,0,,0,0,0
gear_03,circle_03,incompatible,,-2.0,nan,0,,0,0,0
tube_01,circle_03,compatible,,1.2997,3.001,0,0 90 180 270,1,0,0
tube_02,circle_03,compatible,,1.2997,4.501,0,0 90 180 270,1,0,0
tube_03,circle_03,incompatible,,-0.7002,nan,0,,0,0,0
circle_01,circle_04,compatible,,5.2985,5.3018,0,0 90 180 270,1,0,1
circle_02,circle_04,compatible,,3.7989,3.8018,0,0 90 180 270,1,0,1
circle_03,circle_04,compatible,,2.2994,2.3008,0,0 90 180 270,1,0,1
circle_04,circle_04,compatible,,0.2999,0.3008,0,0 90 180 270,0,1,1
circle_05,circle_04,incompatible,,-1.7002,nan,0,,0,0,1
square_01,circle_04,compatible,,3.2281,5.3008,0,0 90 180 270,1,0,0
square_02,circle_04,compatible,,1.1074,3.8008,0,0 90 180 270,1,0,0
square_03,circle_04,incompatible,,-1.0146,nan,0,,0,0,0
square_04,circle_04,incompatible,,-2.0,nan,0,,0,0,0
rect_01,circle_04,incompatible,,-0.4727,nan,0,,0,0,0
rect_02,circle_04,incompatible,,-0.8838,nan,0,,0,0,0
rect_03,circle_04,compatible,,1.3527,6.3008,0,0 90 180 270,1,0,0
rect_04,circle_04,incompatible,,-2.0,nan,0,,0,0,0
rect_05,circle_04,compatible,,3.5888,7.3008,0,0 90 180 270,1,0,0
obround_01,circle_04,compatible,,0.2999,6.3008,0,0 90 180 270,1,0,0
obround_02,circle_04,compatible,,2.2994,6.3008,0,0 90 180 270,1,0,0
obround_03,circle_04,incompatible,,-1.7002,nan,0,,0,0,0
obround_04,circle_04,compatible,,3.2991,7.3008,0,0 90 180 270,1,0,0
ellipse_01,circle_04,compatible,,0.2999,4.3008,0,0 90 180 270,1,0,0
ellipse_02,circle_04,compatible,,1.2997,5.3008,0,0 90 180 270,1,0,0
ellipse_03,circle_04,incompatible,,-1.7002,nan,0,,0,0,0
polygon_01,circle_04,incompatible,,-0.7031,nan,0,,0,0,0
polygon_02,circle_04,compatible,,0.2971,2.21,180,0 90 180 270,1,0,0
polygon_03,circle_04,compatible,,0.2973,1.6406,270,0 90 180 270,1,0,0
polygon_04,circle_04,compatible,,2.2973,3.3721,90,0 90 180 270,1,0,0
polygon_05,circle_04,compatible,,0.2999,1.0615,270,0 90 180 270,1,0,0
dshape_01,circle_04,compatible,,1.8963,3.7715,180,0 90 180 270,1,0,0
dshape_02,circle_04,compatible,,1.5333,4.9307,180,0 90 180 270,1,0,0
dshape_03,circle_04,compatible,,1.4177,5.957,180,0 90 180 270,1,0,0
dshape_04,circle_04,ambiguous,off_centre,-0.5068,nan,0,,0,0,0
double_d_01,circle_04,compatible,,2.2994,4.3008,0,0 90 180 270,1,0,0
double_d_02,circle_04,compatible,,2.2994,6.3008,0,0 90 180 270,1,0,0
double_d_03,circle_04,compatible,,0.2999,3.3008,0,0 90 180 270,1,0,0
cross_01,circle_04,ambiguous,boundary,-0.0088,nan,0,,0,0,0
cross_02,circle_04,incompatible,,-0.4727,nan,0,,0,0,0
cross_03,circle_04,compatible,,1.7534,4.2832,0,0 90 180 270,1,0,0
cross_04,circle_04,ambiguous,off_centre,-0.1416,nan,0,,0,0,0
tee_01,circle_04,incompatible,,-1.1973,nan,0,,0,0,0
tee_02,circle_04,incompatible,,-0.8838,nan,0,,0,0,0
tee_03,circle_04,incompatible,,-2.0,nan,0,,0,0,0
ell_01,circle_04,incompatible,,-2.0,nan,0,,0,0,0
ell_02,circle_04,incompatible,,-2.0,nan,0,,0,0,0
ell_03,circle_04,incompatible,,-2.0,nan,0,,0,0,0
ell_04,circle_04,incompatible,,-2.0,nan,0,,0,0,0
ell_05,circle_04,incompatible,,-2.0,nan,0,,0,0,0
ell_06,circle_04,incompatible,,-2.0,nan,0,,0,0,0
star_01,circle_04,incompatible,,-0.7002,nan,0,,0,0,0
star_02,circle_04,incompatible,,-0.7031,nan,0,,0,0,0
star_03,circle_04,incompatible,,-0.7031,nan,0,,0,0,0
star_04,circle_04,incompatible,,-0.7031,nan,0,,0,0,0
keyed_01,circle_04,compatible,,0.4502,2.5449,180,0 90 180 270,1,0,0
keyed_02,circle_04,compatible,,0.4263,2.6914,180,0 90 180 270,1,0,0
keyed_03,circle_04,compatible,,0.1878,2.3008,90,0 90 180 270,1,0,0
keyed_04,circle_04,compatible,,0.3984,2.667,270,0 90 180 270,1,0,0
keyed_05,circle_04,incompatible,,-1.5918,nan,0,,0,0,0
notched_01,circle_04,ambiguous,boundary,0.0124,nan,180,,0,0,0
notched_02,circle_04,ambiguous,off_centre,-0.3145,nan,0,,0,0,0
notched_03,circle_04,ambiguous,off_centre,-0.3145,nan,0,,0,0,0
notched_04,circle_04,ambiguous,off_centre,-0.2031,nan,0,,0,0,0
trapezoid_01,circle_04,ambiguous,off_centre,-0.3887,nan,0,,0,0,0
trapezoid_02,circle_04,ambiguous,off_centre,-0.4199,nan,0,,0,0,0
trapezoid_03,circle_04,compatible,,1.4384,6.4912,180,0 90 180 270,1,0,0
chamfered_01,circle_04,compatible,,0.2514,6.3975,270,0 90 180 270,1,0,0
chamfered_02,circle_04,compatible,,0.2514,6.3975,90,0 90 180 270,1,0,0
chamfered_03,circle_04,ambiguous,off_centre,-0.1104,nan,0,,0,0,0
chamfered_04,circle_04,compatible,,2.0781,6.4258,270,0 90 180 270,1,0,0
gear_01,circle_04,incompatible,,-0.7031,nan,0,,0,0,0
gear_02,circle_04,incompatible,,-0.7031,nan,0,,0,0,0
gear_03,circle_04,incompatible,,-0.7031,nan,0,,0,0,0
tube_01,circle_04,compatible,,3.2991,3.3018,0,0 90 180 270,1,0,0
tube_02,circle_04,compatible,,3.2991,4.501,180,0 90 180 270,1,0,0
tube_03,circle_04,compatible,,1.2997,5.001,0,0 90 180 270,1,0,0
circle_01,circle_05,compatible,,7.2979,7.3027,0,0 90 180 270,1,0,1
circle_02,circle_05,compatible,,5.7983,5.8018,270,0 90 180 270,1,0,1
circle_03,circle_05,compatible,,4.2988,4.3018,0,0 90 180 270,1,0,1
circle_04,circle_05,compatible,,2.2994,2.3008,0,0 90 180 270,1,0,1
circle_05,circle_05,compatible,,0.2999,0.3008,0,0 90 180 270,0,1,1
square_01,circle_05,compatible,,5.2274,7.3008,0,0 90 180 270,1,0,0
square_02,circle_05,compatible,,3.1068,5.8008,0,0 90 180 270,1,0,0
square_03,circle_05,compatible,,0.9861,4.3008,0,0 90 180 270,1,0,0
square_04,circle_05,incompatible,,-1.8428,nan,0,,0,0,0
rect_01,circle_05,compatible,,1.5269,8.3008,0,0 90 180 270,1,0,0
rect_02,circle_05,compatible,,1.1161,7.3008,90,0 90 180 270,1,0,0
rect_03,circle_05,compatible,,3.3521,8.3008,90,0 90 180 270,1,0,0
rect_04,circle_05,incompatible,,-1.1201,nan,0,,0,0,0
rect_05,circle_05,compatible,,5.5882,9.3008,0,0 90 180 270,1,0,0
obround_01,circle_05,compatible,,2.2994,8.3008,0,0 90 180 270,1,0,0
obround_02,circle_05,compatible,,4.2988,8.3008,0,0 90 180 270,1,0,0
obround_03,circle_05,compatible,,0.2999,7.3008,0,0 90 180 270,1,0,0
obround_04,circle_05,compatible,,5.2985,9.3008,90,0 90 180 270,1,0,0
ellipse_01,circle_05,compatible,,2.2994,6.3008,0,0 90 180 270,1,0,0
ellipse_02,circle_05,compatible,,3.2991,7.3008,0,0 90 180 270,1,0,0
ellipse_03,circle_05,compatible,,0.2999,4.3008,0,0 90 180 270,1,0,0
polygon_01,circle_05,compatible,,1.2968,6.8008,0,0 90 180 270,1,0,0
polygon_02,circle_05,compatible,,2.2965,4.21,180,0 90 180 270,1,0,0
polygon_03,circle_05,compatible,,2.2967,3.6406,0,0 90 180 270,1,0,0
polygon_04,circle_05,compatible,,4.2967,5.3721,0,0 90 180 270,1,0,0
polygon_05,circle_05,compatible,,2.2994,3.0615,0,0 90 180 270,1,0,0
dshape_01,circle_05,compatible,,3.8957,5.7715,0,0 90 180 270,1,0,0
dshape_02,circle_05,compatible,,3.5327,6.9307,180,0 90 180 270,1,0,0
dshape_03,circle_05,compatible,,3.4171,7.957,180,0 90 180 270,1,0,0
dshape_04,circle_05,compatible,,1.4932,5.0342,180,0 90 180 270,1,0,0
double_d_01,circle_05,compatible,,4.2988,6.3008,0,0 90 180 270,1,0,0
double_d_02,circle_05,compatible,,4.2988,8.3008,0,0 90 180 270,1,0,0
double_d_03,circle_05,compatible,,2.2994,5.3008,0,0 90 180 270,1,0,0
cross_01,circle_05,compatible,,1.9916,6.1982,0,0 90 180 270,1,0,0
cross_02,circle_05,compatible,,1.5269,4.6982,0,0 90 180 270,1,0,0
cross_03,circle_05,compatible,,3.7528,5.7422,0,0 90 180 270,1,0,0
cross_04,circle_05,compatible,,1.8585,5.8447,0,0 90 180 270,1,0,0
tee_01,circle_05,compatible,,0.8024,6.9268,270,0 90 180 270,1,0,0
tee_02,circle_05,compatible,,1.1161,8.0654,90,0 90 180 270,1,0,0
tee_03,circle_05,ambiguous,off_centre,-0.3955,nan,0,,0,0,0
ell_01,circle_05,incompatible,,-0.876,nan,0,,0,0,0
ell_02,circle_05,incompatible,,-0.876,nan,0,,0,0,0
ell_03,circle_05,ambiguous,off_centre,-0.7012,nan,0,,0,0,0
ell_04,circle_05,ambiguous,off_centre,-0.7012,nan,0,,0,0,0
ell_05,circle_05,incompatible,,-1.1484,nan,0,,0,0,0
ell_06,circle_05,incompatible,,-1.1484,nan,0,,0,0,0
star_01,circle_05,compatible,,1.2997,6.5264,0,0 90 180 270,1,0,0
star_02,circle_05,compatible,,1.2965,6.0195,180,0 90 180 270,1,0,0
star_03,circle_05,compatible,,1.2968,5.4873,90,0 90 180 270,1,0,0
star_04,circle_05,compatible,,1.2965,5.0859,180,0 90 180 270,1,0,0
keyed_01,circle_05,compatible,,2.4496,4.5342,90,0 90 180 270,1,0,0
keyed_02,circle_05,compatible,,2.4257,4.667,180,0 90 180 270,1,0,0
keyed_03,circle_05,compatible,,2.1872,4.3018,90,0 90 180 270,1,0,0
keyed_04,circle_05,compatible,,2.3978,4.668,180,0 90 180 270,1,0,0
keyed_05,circle_05,compatible,,0.4085,2.5625,90,0 90 180 270,1,0,0
notched_01,circle_05,compatible,,2.0118,6.7656,180,0 90 180 270,1,0,0
notched_02,circle_05,compatible,,1.6856,6.7656,180,0 90 180 270,1,0,0
notched_03,circle_05,compatible,,1.6856,6.7656,180,0 90 180 270,1,0,0
notched_04,circle_05,compatible,,1.7971,7.1006,180,0 90 180 270,1,0,0
trapezoid_01,circle_05,compatible,,1.6116,8.5361,180,0 90 180 270,1,0,0
trapezoid_02,circle_05,compatible,,1.5802,8.4482,180,0 90 180 270,1,0,0
trapezoid_03,circle_05,compatible,,3.4378,8.4912,90,0 90 180 270,1,0,0
chamfered_01,circle_05,compatible,,2.2508,8.3975,0,0 90 180 270,1,0,0
chamfered_02,circle_05,compatible,,2.2508,8.3975,90,0 90 180 270,1,0,0
chamfered_03,circle_05,compatible,,1.8893,8.5225,0,0 90 180 270,1,0,0
chamfered_04,circle_05,compatible,,4.0775,8.4258,0,0 90 180 270,1,0,0
gear_01,circle_05,compatible,,1.2964,3.9863,180,0 90 180 270,1,0,0
gear_02,circle_05,compatible,,1.2965,3.415,270,0 90 180 270,1,0,0
gear_03,circle_05,compatible,,1.2965,2.4951,270,0 90 180 270,1,0,0
tube_01,circle_05,compatible,,5.2985,5.3018,0,0 90 180 270,1,0,0
tube_02,circle_05,compatible,,5.2985,5.3018,0,0 90 180 270,1,0,0
tube_03,circle_05,compatible,,3.2991,5.001,0,0 90 180 270,1,0,0
circle_01,square_01,compatible,,0.3,2.3721,0,0 90 180 270,1,0,0
circle_02,square_01,incompatible,,-1.2002,nan,0,,0,0,0
circle_03,square_01,incompatible,,-2.0,nan,0,,0,0,0
circle_04,square_01,incompatible,,-2.0,nan,0,,0,0,0
circle_05,square_01,incompatible,,-2.0,nan,0,,0,0,0
square_01,square_01,compatible,,0.2999,0.3008,0,0 90 180 270,0,1,1
square_02,square_01,incompatible,,-1.8223,nan,0,,0,0,1
square_03,square_01,incompatible,,-2.0,nan,0,,0,0,1
square_04,square_01,incompatible,,-2.0,nan,0,,0,0,1
rect_01,square_01,incompatible,,-2.0,nan,0,,0,0,0
rect_02,square_01,incompatible,,-2.0,nan,0,,0,0,0
rect_03,square_01,incompatible,,-2.0,nan,0,,0,0,0
rect_04,square_01,incompatible,,-2.0,nan,0,,0,0,0
rect_05,square_01,incompatible,,-0.7002,nan,0,,0,0,0
obround_01,square_01,incompatible,,-2.0,nan,0,,0,0,0
obround_02,square_01,incompatible,,-2.0,nan,0,,0,0,0
obround_03,square_01,incompatible,,-2.0,nan,0,,0,0,0
obround_04,square_01,incompatible,,-1.7002,nan,0,,0,0,0
ellipse_01,square_01,incompatible,,-2.0,nan,0,,0,0,0
ellipse_02,square_01,incompatible,,-2.0,nan,0,,0,0,0
ellipse_03,square_01,incompatible,,-2.0,nan,0,,0,0,0
polygon_01,square_01,incompatible,,-2.0,nan,0,,0,0,0
polygon_02,square_01,incompatible,,-2.0,nan,0,,0,0,0
