part_id,family,role,view,path,sha256,image_px,mm_per_px,tilt_deg,settings_sha
rect_03,rect,socket,v1,data/renders/procedural/rect_03_socket_v1.png,d4d2989158bbe858374837bfccc87c19c1b0987e94b1cd066f604cf3d9d285f3,768,0.067708,0.0,7de39322d57d
rect_03,rect,socket,v2,data/renders/procedural/rect_03_socket_v2.png,3cdb421cbb4c5c553891598e521660185b3ecd63145192f237f8955e536ffa0c,768,0.067708,30.0,7de39322d57d
rect_04,rect,peg,v1,data/renders/procedural/rect_04_peg_v1.png,666b76597744984a2507af779e50248df07d1e4e963f6fd1a6ad746f46c467e3,768,0.067708,0.0,7de39322d57d
rect_04,rect,peg,v2,data/renders/procedural/rect_04_peg_v2.png,86ee92309d5438303b2ff40448781ab6f616160e6ba202d8f5d2f3f785c37ccc,768,0.067708,30.0,7de39322d57d
rect_04,rect,socket,v1,data/renders/procedural/rect_04_socket_v1.png,84baa7e7ff6b6e9a60d4eb00f11e9b5c388be65a22e069ffffdaf1f784119954,768,0.067708,0.0,7de39322d57d
rect_04,rect,socket,v2,data/renders/procedural/rect_04_socket_v2.png,8b21121a93ff48878a880414dbecfeb1135550271f7538463384eea14a58d669,768,0.067708,30.0,7de39322d57d
rect_05,rect,peg,v1,data/renders/procedural/rect_05_peg_v1.png,c933a376f864ae3248d7fa2c95f10463760c59b03b69f2f23722f14199d7cbf1,768,0.067708,0.0,7de39322d57d
rect_05,rect,peg,v2,data/renders/procedural/rect_05_peg_v2.png,69d819993375e305a7562d28db87516a668b1cbc5d29b2972ceaf8e8a945385f,768,0.067708,30.0,7de39322d57d
rect_05,rect,socket,v1,data/renders/procedural/rect_05_socket_v1.png,03a93fb327a8826c3b29a978255332fbe4a93dbbec73dea63ddc0e3bc7dc5792,768,0.067708,0.0,7de39322d57d
rect_05,rect,socket,v2,data/renders/procedural/rect_05_socket_v2.png,a005275428252e8404fe81d66199db35f3bba67ca18c0cd45aaff26f2da51264,768,0.067708,30.0,7de39322d57d
obround_01,obround,peg,v1,data/renders/procedural/obround_01_peg_v1.png,493c588bbd975ce3c752cf3ae8e4ff523dd7d86f61af95977fd423fc370a41de,768,0.067708,0.0,7de39322d57d
obround_01,obround,peg,v2,data/renders/procedural/obround_01_peg_v2.png,63002c02cb4efeaad1557663fff9cf07104b665e33cc6d44291c3a8f5656076b,768,0.067708,30.0,7de39322d57d
obround_01,obround,socket,v1,data/renders/procedural/obround_01_socket_v1.png,00257ebfc500ed5d7510af60cdd954fe93f7144200d86abfeca0225f72c2c067,768,0.067708,0.0,7de39322d57d
obround_01,obround,socket,v2,data/renders/procedural/obround_01_socket_v2.png,deea805fa000a0a8fc5138893cb70a4c1004927e057f53687a09e90ac6eef721,768,0.067708,30.0,7de39322d57d
obround_02,obround,peg,v1,data/renders/procedural/obround_02_peg_v1.png,ccd5ccdcd9a7a0adedffc22bb880880a279c52f59b712ace316983e7cea4aa7f,768,0.067708,0.0,7de39322d57d
obround_02,obround,peg,v2,data/renders/procedural/obround_02_peg_v2.png,285537fe89cb257890aaaa0f0eebb781196f858b0b5e76da7d1634e83d6eedf8,768,0.067708,30.0,7de39322d57d
obround_02,obround,socket,v1,data/renders/procedural/obround_02_socket_v1.png,4997bf93076335245c9e826ac923323b273d266f571cb075b0502953127aaa65,768,0.067708,0.0,7de39322d57d
obround_02,obround,socket,v2,data/renders/procedural/obround_02_socket_v2.png,dc4d3976ea85e1b60d2cf5945975a8736f54ece0fc5982746bf08e673003ff53,768,0.067708,30.0,7de39322d57d
obround_03,obround,peg,v1,data/renders/procedural/obround_03_peg_v1.png,0846524dae8f970badaabd99dba3c5d9306fb6d1a64f126ef45922169962ef62,768,0.067708,0.0,7de39322d57d
obround_03,obround,peg,v2,data/renders/procedural/obround_03_peg_v2.png,e40f99cf8b09226df0a43dfc5c80b33ce3385785bd73f41daea99628a51c4634,768,0.067708,30.0,7de39322d57d
obround_03,obround,socket,v1,data/renders/procedural/obround_03_socket_v1.png,037aee496ad453bb23db837cb686a7f1ed521bffaa4a862c45634590024b3dcf,768,0.067708,0.0,7de39322d57d
obround_03,obround,socket,v2,data/renders/procedural/obround_03_socket_v2.png,eb38151b8e9fb30edaf4887eef841b51a3f6f705bec6d5a4270d0ef48cd7e467,768,0.067708,30.0,7de39322d57d
obround_04,obround,peg,v1,data/renders/procedural/obround_04_peg_v1.png,183c6c4de97ffc5d9e786fe2b23e705873e38de2a5def965d9d5fbe91272140e,768,0.067708,0.0,7de39322d57d
obround_04,obround,peg,v2,data/renders/procedural/obround_04_peg_v2.png,df7672549895ec81cef38cdc094271a76da913314f7073a31ca87bee244dedb3,768,0.067708,30.0,7de39322d57d
obround_04,obround,socket,v1,data/renders/procedural/obround_04_socket_v1.png,f9ab969bb5e4ddc3f50e928d04133c6036b89e9d9f88c8bee0dd13a4af07dee7,768,0.067708,0.0,7de39322d57d
obround_04,obround,socket,v2,data/renders/procedural/obround_04_socket_v2.png,47e0eab52c4d2641c920ab37179f22bfe39f787799bbf59a3bdf5eaa4988e941,768,0.067708,30.0,7de39322d57d
ellipse_01,ellipse,peg,v1,data/renders/procedural/ellipse_01_peg_v1.png,1989dffb3655147d84d4dfa5deb6e3cb8f188bb2034d207853e3a4e661302374,768,0.067708,0.0,7de39322d57d
ellipse_01,ellipse,peg,v2,data/renders/procedural/ellipse_01_peg_v2.png,f594d62a733515bbaa612ddf45addf3d06f3d3775dc561a36ba39e236b3983bb,768,0.067708,30.0,7de39322d57d
ellipse_01,ellipse,socket,v1,data/renders/procedural/ellipse_01_socket_v1.png,8645a6e9dc3902d279b0666818dcef27ec927957003f5ac82eb8e4c75b089c71,768,0.067708,0.0,7de39322d57d
ellipse_01,ellipse,socket,v2,data/renders/procedural/ellipse_01_socket_v2.png,84a9be3c64cdc6c5e5f052437ee280f0d6312b5fd267131a845b9f9f2155876f,768,0.067708,30.0,7de39322d57d
ellipse_02,ellipse,peg,v1,data/renders/procedural/ellipse_02_peg_v1.png,63a6eb868b8fc603100d46bbc843c5ec14a4e687d264b4939b058d60d24e6db8,768,0.067708,0.0,7de39322d57d
ellipse_02,ellipse,peg,v2,data/renders/procedural/ellipse_02_peg_v2.png,b0cdea1751761d9067c965cdf08bc38a3a01544686e9d3f18bc38852bde2b9a8,768,0.067708,30.0,7de39322d57d
ellipse_02,ellipse,socket,v1,data/renders/procedural/ellipse_02_socket_v1.png,fd5e99dcc6fe69e6c62114bf3ac08b656837c51a3b3a23d0cd5900e33f253ea5,768,0.067708,0.0,7de39322d57d
ellipse_02,ellipse,socket,v2,data/renders/procedural/ellipse_02_socket_v2.png,c8773c6c2a6b5898bf93ba639cbd44b62460ebd3675f16563d5ace4d7d8b5adc,768,0.067708,30.0,7de39322d57d
ellipse_03,ellipse,peg,v1,data/renders/procedural/ellipse_03_peg_v1.png,ca90a1f6ed9279ff9f57195a0adb0eb634f907a5367f172bebf39039adb7954a,768,0.067708,0.0,7de39322d57d
ellipse_03,ellipse,peg,v2,data/renders/procedural/ellipse_03_peg_v2.png,2bd85c1a3eead814d2027b4f7519dc8b3f6f0cd7c57e0d635d3d56b11472a349,768,0.067708,30.0,7de39322d57d
ellipse_03,ellipse,socket,v1,data/renders/procedural/ellipse_03_socket_v1.png,3746a75adbc1613e85053f7c16b57748042104067ae816715922d61e7d2816ef,768,0.067708,0.0,7de39322d57d
ellipse_03,ellipse,socket,v2,data/renders/procedural/ellipse_03_socket_v2.png,8cc625fd1a93b40576a4fc24f3435f1ad738590ffa80b891443c70278c0011a6,768,0.067708,30.0,7de39322d57d
polygon_01,polygon,peg,v1,data/renders/procedural/polygon_01_peg_v1.png,735c635b8e74fa67470a59ce36435a7fe46fc02b04569bfff2ee50de06c1798e,768,0.067708,0.0,7de39322d57d
polygon_01,polygon,peg,v2,data/renders/procedural/polygon_01_peg_v2.png,65b7d975f39c65ba40e89e7f0a2eb67ad709f82e8118a6db83ef26f8b4d75d59,768,0.067708,30.0,7de39322d57d
polygon_01,polygon,socket,v1,data/renders/procedural/polygon_01_socket_v1.png,4f06359e6dac4b965d4dfe1a27c987c46151fafe341ac09434e68403bacc7e65,768,0.067708,0.0,7de39322d57d
polygon_01,polygon,socket,v2,data/renders/procedural/polygon_01_socket_v2.png,caabdefad690c976920d1b5c5d147f724cc0e0a087a3c3d98880f2652cdc120d,768,0.067708,30.0,7de39322d57d
polygon_02,polygon,peg,v1,data/renders/procedural/polygon_02_peg_v1.png,ac1de7f315997f96665d3d85cd14dd604cc67eaadd65739da4ca0cd44d258523,768,0.067708,0.0,7de39322d57d
polygon_02,polygon,peg,v2,data/renders/procedural/polygon_02_peg_v2.png,457055897210279e90ee69ba84d1271b0f206403de2699534fc3f93c04a83d62,768,0.067708,30.0,7de39322d57d
polygon_02,polygon,socket,v1,data/renders/procedural/polygon_02_socket_v1.png,c5a6f5dbc754d41bef9c41b47b05f249cdbbbf656312d21c8dc95aa7f85d17b4,768,0.067708,0.0,7de39322d57d
polygon_02,polygon,socket,v2,data/renders/procedural/polygon_02_socket_v2.png,123466467b46b08a833d6701722b0e42916295ea1d3bf73343e4118d2294aef5,768,0.067708,30.0,7de39322d57d
polygon_03,polygon,peg,v1,data/renders/procedural/polygon_03_peg_v1.png,ff316f352e71d7bd301f38a69ea60891d493336729c7baca207b2908f0726422,768,0.067708,0.0,7de39322d57d
polygon_03,polygon,peg,v2,data/renders/procedural/polygon_03_peg_v2.png,a15b112939fd6251e8448cc6206b150db3d20a4285201a35be8d7a7bc2c93b35,768,0.067708,30.0,7de39322d57d
polygon_03,polygon,socket,v1,data/renders/procedural/polygon_03_socket_v1.png,5201084f630e3d2dc42568df0506338a42c2029fa20422de338e3fe28ed8f68b,768,0.067708,0.0,7de39322d57d
polygon_03,polygon,socket,v2,data/renders/procedural/polygon_03_socket_v2.png,d0deb1131a6581890cc86edea7b571b483cb7890e61ce3635273a3907d028708,768,0.067708,30.0,7de39322d57d
polygon_04,polygon,peg,v1,data/renders/procedural/polygon_04_peg_v1.png,3274bd32051420987d4b019513b627b39ece9165fb774e8b858e028f3f84d141,768,0.067708,0.0,7de39322d57d
polygon_04,polygon,peg,v2,data/renders/procedural/polygon_04_peg_v2.png,5e43f14c07d804db45a288c856e92fa3718ae7e4d729d6bfdcada12b7bb2c553,768,0.067708,30.0,7de39322d57d
polygon_04,polygon,socket,v1,data/renders/procedural/polygon_04_socket_v1.png,fbe2b513b2734e8dabcdc8a25eedb39d1f2ee27d67b9e6b444e6b4df1db26b00,768,0.067708,0.0,7de39322d57d
polygon_04,polygon,socket,v2,data/renders/procedural/polygon_04_socket_v2.png,338fec23cc7d40061c4520c459cf5989225dd6607fdea674065c9fb327d49fa2,768,0.067708,30.0,7de39322d57d
polygon_05,polygon,peg,v1,data/renders/procedural/polygon_05_peg_v1.png,442a7f208d64d541de9f218aaa8810f290669de86806979e4f526c41d9ad60bc,768,0.067708,0.0,7de39322d57d
polygon_05,polygon,peg,v2,data/renders/procedural/polygon_05_peg_v2.png,705865f938e5468327ba7b0bf31493b93893e04e8675c132f8aa952c1c2e0ea7,768,0.067708,30.0,7de39322d57d
polygon_05,polygon,socket,v1,data/renders/procedural/polygon_05_socket_v1.png,1cb2f820a0cc7832276e2b212b5fd606380737d76ddd76d668936c98af49bdd5,768,0.067708,0.0,7de39322d57d
polygon_05,polygon,socket,v2,data/renders/procedural/polygon_05_socket_v2.png,ec3fc4f77c4b8b940eb882b04f781b179aae3ee32d294ac08434c7e960b3f924,768,0.067708,30.0,7de39322d57d
dshape_01,dshape,peg,v1,data/renders/procedural/dshape_01_peg_v1.png,646214df0d15b3f66352e23210756ef81ba9630df3f3555c50dbe6d0ae859ca0,768,0.067708,0.0,7de39322d57d
dshape_01,dshape,peg,v2,data/renders/procedural/dshape_01_peg_v2.png,e807a23595362a6b884f28c14824ab5c2b76e2244fb8ab91aaecef1fbb1b6d61,768,0.067708,30.0,7de39322d57d
dshape_01,dshape,socket,v1,data/renders/procedural/dshape_01_socket_v1.png,716f195d447856ff7f002d7c8544b50a9aa5ce48d045be8fbb945884c92c7da7,768,0.067708,0.0,7de39322d57d
dshape_01,dshape,socket,v2,data/renders/procedural/dshape_01_socket_v2.png,d9d286ffc90a94b1f5bba88cc351fa91933eb5f46bd74a2ce754aeea914442cc,768,0.067708,30.0,7de39322d57d
dshape_02,dshape,peg,v1,data/renders/procedural/dshape_02_peg_v1.png,bee70713d06e55dbcf0ddb0642bd9ebaca988d380d333415255de6927c1fe41c,768,0.067708,0.0,7de39322d57d
dshape_02,dshape,peg,v2,data/renders/procedural/dshape_02_peg_v2.png,2d0f9e92a3929d9e58867859481fba89b42f724e363d783df6429e27dda357ce,768,0.067708,30.0,7de39322d57d
dshape_02,dshape,socket,v1,data/renders/procedural/dshape_02_socket_v1.png,a94c24fc246a6bed19048df2b85494b94e2c4e783e6ac60d6ea784ae305d6115,768,0.067708,0.0,7de39322d57d
dshape_02,dshape,socket,v2,data/renders/procedural/dshape_02_socket_v2.png,b5d21ad745e73665f591ecde1773b27f230e816f1b43a11107fa4c059c1b20f2,768,0.067708,30.0,7de39322d57d
dshape_03,dshape,peg,v1,data/renders/procedural/dshape_03_peg_v1.png,df8bf1516006915ca996a9a13a2c2504daa45cb1a8335f79fa6c52165f996043,768,0.067708,0.0,7de39322d57d
dshape_03,dshape,peg,v2,data/renders/procedural/dshape_03_peg_v2.png,7f2eb055df560572a5b10d21486e17b279c2063d3a182ea93edbc5ab327462ee,768,0.067708,30.0,7de39322d57d
dshape_03,dshape,socket,v1,data/renders/procedural/dshape_03_socket_v1.png,f1c530dcb908923dc4051dbf89a269f4b65df4bc8f003f7141e0e0d4711258e4,768,0.067708,0.0,7de39322d57d
dshape_03,dshape,socket,v2,data/renders/procedural/dshape_03_socket_v2.png,8d03a44fb6ba2fd3581214ed00619cc4d7c469ba71102907fd2c29067bdc8268,768,0.067708,30.0,7de39322d57d
dshape_04,dshape,peg,v1,data/renders/procedural/dshape_04_peg_v1.png,de805fef7e166fc37badeff29c52c0fae76571862f7a1a8bbe3813e0cb749ae9,768,0.067708,0.0,7de39322d57d
dshape_04,dshape,peg,v2,data/renders/procedural/dshape_04_peg_v2.png,a3a38a9af96ba3cdd461eab0e08897e31dd4ee7f047d09832d8a8f62359cecae,768,0.067708,30.0,7de39322d57d
dshape_04,dshape,socket,v1,data/renders/procedural/dshape_04_socket_v1.png,6024980f4256edf53f881a6e5b58422c3347dcebe8d50c91308e82c524905403,768,0.067708,0.0,7de39322d57d
dshape_04,dshape,socket,v2,data/renders/procedural/dshape_04_socket_v2.png,b3432461f46f48df61f886b8d4b31d3849690d81086bad27505f82a811cbd63c,768,0.067708,30.0,7de39322d57d
double_d_01,double_d,peg,v1,data/renders/procedural/double_d_01_peg_v1.png,c685a93be6d05b693dc407379d57b76e7ceef02aa3545524283a462995e8c666,768,0.067708,0.0,7de39322d57d
double_d_01,double_d,peg,v2,data/renders/procedural/double_d_01_peg_v2.png,0498808411a7114e6814dcb47c3b207ea3b7aa3c236fee6b354b39a81bec4b66,768,0.067708,30.0,7de39322d57d
double_d_01,double_d,socket,v1,data/renders/procedural/double_d_01_socket_v1.png,88e5b3c25ce4a29215c2da875c84a7d1af05eddbea1c7051d8d984842ad85b86,768,0.067708,0.0,7de39322d57d
double_d_01,double_d,socket,v2,data/renders/procedural/double_d_01_socket_v2.png,57a90baae04a973fc921eb34efeac80778157af61964b14b7fa0e746a43f0fc8,768,0.067708,30.0,7de39322d57d
double_d_02,double_d,peg,v1,data/renders/procedural/double_d_02_peg_v1.png,0715d638f6d2756812dfb18c88fbfa8cd82c8efaa1f88de70fe6a2912e4b1766,768,0.067708,0.0,7de39322d57d
double_d_02,double_d,peg,v2,data/renders/procedural/double_d_02_peg_v2.png,78e4670648f76179fe6ddc52be33bbb57b649e48d5d43926900af386d595a071,768,0.067708,30.0,7de39322d57d
double_d_02,double_d,socket,v1,data/renders/procedural/double_d_02_socket_v1.png,ac09e5474dd348a462fb319562827788a5789eebc66bf4f6ec531986cc4dbebc,768,0.067708,0.0,7de39322d57d
double_d_02,double_d,socket,v2,data/renders/procedural/double_d_02_socket_v2.png,310827f9184dcf7d74b8251cc368d94ad0a5c21b6634194c696588ab62d4fb28,768,0.067708,30.0,7de39322d57d
double_d_03,double_d,peg,v1,data/renders/procedural/double_d_03_peg_v1.png,abeee199d0d42a55489fcbf2e83dfdee89e8ea8cd37465b7b7d1298cf97e1eb1,768,0.067708,0.0,7de39322d57d
double_d_03,double_d,peg,v2,data/renders/procedural/double_d_03_peg_v2.png,5bf0f098d0347b663575caafcafe3616dc8e5a0dde807e26c0709a3ac8f456b6,768,0.067708,30.0,7de39322d57d
double_d_03,double_d,socket,v1,data/renders/procedural/double_d_03_socket_v1.png,d46a166aaff0f61b3b12550801edb2e5cb1a5368c3322d3b92523bf46cbdf62b,768,0.067708,0.0,7de39322d57d
double_d_03,double_d,socket,v2,data/renders/procedural/double_d_03_socket_v2.png,c5f3ee3abfaac54f3f55d392af1ec69bc51ff2c0b795057b289cdd512024aeec,768,0.067708,30.0,7de39322d57d
cross_01,cross,peg,v1,data/renders/procedural/cross_01_peg_v1.png,bfe79a4c695e47863aa27132a9b1fa89b28007c0ebd4281d5020a22454bbf7bf,768,0.067708,0.0,7de39322d57d
cross_01,cross,peg,v2,data/renders/procedural/cross_01_peg_v2.png,4e99e0b6c18ac91afadafb24b170e3310b8f67c0b4fed930dbfbb3964619562c,768,0.067708,30.0,7de39322d57d
cross_01,cross,socket,v1,data/renders/procedural/cross_01_socket_v1.png,976c52b84bb7984a0210214a2f2e426c7f1259e22f24d696e83b3ec336efe3e1,768,0.067708,0.0,7de39322d57d
cross_01,cross,socket,v2,data/renders/procedural/cross_01_socket_v2.png,4e0e5f03607ea1723b4dab0ed91b59f46e48b0ab2bd684651aee2f5097c70acc,768,0.067708,30.0,7de39322d57d
cross_02,cross,peg,v1,data/renders/procedural/cross_02_peg_v1.png,86ca0b60c8f37bf6a96822914041aade1aa6f89914ef3650b6a402dc5aed24d3,768,0.067708,0.0,7de39322d57d
cross_02,cross,peg,v2,data/renders/procedural/cross_02_peg_v2.png,fdbd4897af4a258119c412386778265cfdb6fd459a5e2009580d6dc1f474c905,768,0.067708,30.0,7de39322d57d
cross_02,cross,socket,v1,data/renders/procedural/cross_02_socket_v1.png,2092ee6bc0094b5d7ff007f4bc034cd933216af2aef52af920285244fced04e0,768,0.067708,0.0,7de39322d57d
cross_02,cross,socket,v2,data/renders/procedural/cross_02_socket_v2.png,b8a3ce9fb4936534d7b25a962db0ec4dc207a7e1b3447636a0cef0cbe0692f03,768,0.067708,30.0,7de39322d57d
cross_03,cross,peg,v1,data/renders/procedural/cross_03_peg_v1.png,378ce572e0606a724830f0ac12c99a9db0d96e1bd1b5afe729ec352489409dc9,768,0.067708,0.0,7de39322d57d
