split,family,peg_id,cand_id,offset_mm,label,reason,margin_mm,peg_v1,peg_v2,socket_v1,socket_v2,p_yes,answer,top_prob,image_margin_mm,image_fits,accept_tau,accept_yes
test,chamfered,chamfered_02,chamfered_02_ap-0.10,-0.1,ambiguous,off_centre,-0.1426,data/renders/procedural/chamfered_02_peg_v1.png,data/renders/procedural/chamfered_02_peg_v2.png,data/renders/aperture/chamfered_02_ap-0.10_socket_v1.png,data/renders/aperture/chamfered_02_ap-0.10_socket_v2.png,0.7678121896128027,yes,0.5715886950492859,-0.1915,0,0,1
test,chamfered,chamfered_02,chamfered_02_ap-0.30,-0.3,incompatible,,-0.4258,data/renders/procedural/chamfered_02_peg_v1.png,data/renders/procedural/chamfered_02_peg_v2.png,data/renders/aperture/chamfered_02_ap-0.30_socket_v1.png,data/renders/aperture/chamfered_02_ap-0.30_socket_v2.png,0.7684148642644016,yes,0.5896347761154175,-0.4788,0,0,1
test,chamfered,chamfered_02,chamfered_02_ap-0.60,-0.6,incompatible,,-0.8516,data/renders/procedural/chamfered_02_peg_v1.png,data/renders/procedural/chamfered_02_peg_v2.png,data/renders/aperture/chamfered_02_ap-0.60_socket_v1.png,data/renders/aperture/chamfered_02_ap-0.60_socket_v2.png,0.7706953476574108,yes,0.5804933905601501,-0.8671,0,0,1
test,chamfered,chamfered_02,chamfered_02_ap-1.20,-1.2,incompatible,,-1.7031,data/renders/procedural/chamfered_02_peg_v1.png,data/renders/procedural/chamfered_02_peg_v2.png,data/renders/aperture/chamfered_02_ap-1.20_socket_v1.png,data/renders/aperture/chamfered_02_ap-1.20_socket_v2.png,0.7669293080470577,yes,0.5842294096946716,-1.7721,0,0,1
test,chamfered,chamfered_03,chamfered_03,0.3,compatible,,0.2857,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/procedural/chamfered_03_socket_v1.png,data/renders/procedural/chamfered_03_socket_v2.png,0.7751417605860385,yes,0.5700880289077759,0.2441,1,0,1
test,chamfered,chamfered_03,chamfered_03_ap+0.10,0.1,compatible,,0.0951,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/aperture/chamfered_03_ap+0.10_socket_v1.png,data/renders/aperture/chamfered_03_ap+0.10_socket_v2.png,0.7672931189636738,yes,0.559603214263916,0.0677,1,0,1
test,chamfered,chamfered_03,chamfered_03_ap+0.00,0.0,ambiguous,boundary,0.0,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/aperture/chamfered_03_ap+0.00_socket_v1.png,data/renders/aperture/chamfered_03_ap+0.00_socket_v2.png,0.7690084033613446,yes,0.5608713626861572,0.0677,1,0,1
test,chamfered,chamfered_03,chamfered_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1465,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/aperture/chamfered_03_ap-0.10_socket_v1.png,data/renders/aperture/chamfered_03_ap-0.10_socket_v2.png,0.773434072637786,yes,0.5688418745994568,-0.2141,0,0,1
test,chamfered,chamfered_03,chamfered_03_ap-0.30,-0.3,incompatible,,-0.4404,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/aperture/chamfered_03_ap-0.30_socket_v1.png,data/renders/aperture/chamfered_03_ap-0.30_socket_v2.png,0.7746324623086599,yes,0.5789790749549866,-0.4542,0,0,1
test,chamfered,chamfered_03,chamfered_03_ap-0.60,-0.6,incompatible,,-0.8828,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/aperture/chamfered_03_ap-0.60_socket_v1.png,data/renders/aperture/chamfered_03_ap-0.60_socket_v2.png,0.7832130498984095,yes,0.5966804027557373,-0.9109,0,0,1
test,chamfered,chamfered_03,chamfered_03_ap-1.20,-1.2,incompatible,,-1.7793,data/renders/procedural/chamfered_03_peg_v1.png,data/renders/procedural/chamfered_03_peg_v2.png,data/renders/aperture/chamfered_03_ap-1.20_socket_v1.png,data/renders/aperture/chamfered_03_ap-1.20_socket_v2.png,0.784720564809088,yes,0.617007315158844,-1.8193,0,0,1
test,chamfered,chamfered_04,chamfered_04,0.3,compatible,,0.2867,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/procedural/chamfered_04_socket_v1.png,data/renders/procedural/chamfered_04_socket_v2.png,0.7762782902615771,yes,0.6221397519111633,0.2792,1,0,1
test,chamfered,chamfered_04,chamfered_04_ap+0.10,0.1,compatible,,0.0954,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/aperture/chamfered_04_ap+0.10_socket_v1.png,data/renders/aperture/chamfered_04_ap+0.10_socket_v2.png,0.7769833261366504,yes,0.6283560991287231,0.0958,1,0,1
test,chamfered,chamfered_04,chamfered_04_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/aperture/chamfered_04_ap+0.00_socket_v1.png,data/renders/aperture/chamfered_04_ap+0.00_socket_v2.png,0.7785968910448224,yes,0.6369988322257996,0.0677,1,0,1
test,chamfered,chamfered_04,chamfered_04_ap-0.10,-0.1,ambiguous,off_centre,-0.1416,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/aperture/chamfered_04_ap-0.10_socket_v1.png,data/renders/aperture/chamfered_04_ap-0.10_socket_v2.png,0.7737935497886681,yes,0.6220067143440247,-0.1915,0,0,1
test,chamfered,chamfered_04,chamfered_04_ap-0.30,-0.3,incompatible,,-0.4248,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/aperture/chamfered_04_ap-0.30_socket_v1.png,data/renders/aperture/chamfered_04_ap-0.30_socket_v2.png,0.7801321711448223,yes,0.6346225738525391,-0.4335,0,0,1
test,chamfered,chamfered_04,chamfered_04_ap-0.60,-0.6,incompatible,,-0.8496,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/aperture/chamfered_04_ap-0.60_socket_v1.png,data/renders/aperture/chamfered_04_ap-0.60_socket_v2.png,0.7783808600919273,yes,0.6350204944610596,-0.9575,0,0,1
test,chamfered,chamfered_04,chamfered_04_ap-1.20,-1.2,incompatible,,-1.7002,data/renders/procedural/chamfered_04_peg_v1.png,data/renders/procedural/chamfered_04_peg_v2.png,data/renders/aperture/chamfered_04_ap-1.20_socket_v1.png,data/renders/aperture/chamfered_04_ap-1.20_socket_v2.png,0.7718156279472047,yes,0.6204378604888916,-1.7236,0,0,1
test,circle,circle_01,circle_01,0.3,compatible,,0.2999,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/procedural/circle_01_socket_v1.png,data/renders/procedural/circle_01_socket_v2.png,0.8265172059594086,yes,0.7580444812774658,0.3385,1,1,1
test,circle,circle_01,circle_01_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/aperture/circle_01_ap+0.10_socket_v1.png,data/renders/aperture/circle_01_ap+0.10_socket_v2.png,0.8290641105740133,yes,0.7650909423828125,0.1354,1,1,1
test,circle,circle_01,circle_01_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/aperture/circle_01_ap+0.00_socket_v1.png,data/renders/aperture/circle_01_ap+0.00_socket_v2.png,0.8297882578384002,yes,0.7734938859939575,0.0677,1,1,1
test,circle,circle_01,circle_01_ap-0.10,-0.1,ambiguous,off_centre,-0.1006,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/aperture/circle_01_ap-0.10_socket_v1.png,data/renders/aperture/circle_01_ap-0.10_socket_v2.png,0.8277200772038655,yes,0.7707517147064209,-0.1354,0,1,1
test,circle,circle_01,circle_01_ap-0.30,-0.3,incompatible,,-0.3008,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/aperture/circle_01_ap-0.30_socket_v1.png,data/renders/aperture/circle_01_ap-0.30_socket_v2.png,0.8297886043704935,yes,0.773504912853241,-0.3385,0,1,1
test,circle,circle_01,circle_01_ap-0.60,-0.6,incompatible,,-0.6006,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/aperture/circle_01_ap-0.60_socket_v1.png,data/renders/aperture/circle_01_ap-0.60_socket_v2.png,0.829185460597086,yes,0.7670226693153381,-0.6242,0,1,1
test,circle,circle_01,circle_01_ap-1.20,-1.2,incompatible,,-1.2012,data/renders/procedural/circle_01_peg_v1.png,data/renders/procedural/circle_01_peg_v2.png,data/renders/aperture/circle_01_ap-1.20_socket_v1.png,data/renders/aperture/circle_01_ap-1.20_socket_v2.png,0.8226141441384772,yes,0.7600206732749939,-1.2206,0,1,1
test,circle,circle_02,circle_02,0.3,compatible,,0.2999,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/procedural/circle_02_socket_v1.png,data/renders/procedural/circle_02_socket_v2.png,0.8230087282476413,yes,0.7630136013031006,0.3028,1,1,1
test,circle,circle_02,circle_02_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/aperture/circle_02_ap+0.10_socket_v1.png,data/renders/aperture/circle_02_ap+0.10_socket_v2.png,0.8235516704795633,yes,0.7449846863746643,0.1354,1,1,1
test,circle,circle_02,circle_02_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/aperture/circle_02_ap+0.00_socket_v1.png,data/renders/aperture/circle_02_ap+0.00_socket_v2.png,0.8264525060901791,yes,0.7569962739944458,0.0677,1,1,1
test,circle,circle_02,circle_02_ap-0.10,-0.1,ambiguous,off_centre,-0.1006,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/aperture/circle_02_ap-0.10_socket_v1.png,data/renders/aperture/circle_02_ap-0.10_socket_v2.png,0.8212697779092604,yes,0.7429028749465942,-0.1354,0,1,1
test,circle,circle_02,circle_02_ap-0.30,-0.3,incompatible,,-0.3008,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/aperture/circle_02_ap-0.30_socket_v1.png,data/renders/aperture/circle_02_ap-0.30_socket_v2.png,0.8248837483079041,yes,0.7584205269813538,-0.3385,0,1,1
test,circle,circle_02,circle_02_ap-0.60,-0.6,incompatible,,-0.6006,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/aperture/circle_02_ap-0.60_socket_v1.png,data/renders/aperture/circle_02_ap-0.60_socket_v2.png,0.8266400888506156,yes,0.7561727166175842,-0.6242,0,1,1
test,circle,circle_02,circle_02_ap-1.20,-1.2,incompatible,,-1.2012,data/renders/procedural/circle_02_peg_v1.png,data/renders/procedural/circle_02_peg_v2.png,data/renders/aperture/circle_02_ap-1.20_socket_v1.png,data/renders/aperture/circle_02_ap-1.20_socket_v2.png,0.8279710363779562,yes,0.7478878498077393,-1.2206,0,1,1
test,circle,circle_03,circle_03,0.3,compatible,,0.2999,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/procedural/circle_03_socket_v1.png,data/renders/procedural/circle_03_socket_v2.png,0.8176975100392931,yes,0.7508804202079773,0.3028,1,1,1
test,circle,circle_03,circle_03_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/aperture/circle_03_ap+0.10_socket_v1.png,data/renders/aperture/circle_03_ap+0.10_socket_v2.png,0.8184117742153886,yes,0.7587498426437378,0.0958,1,1,1
test,circle,circle_03,circle_03_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/aperture/circle_03_ap+0.00_socket_v1.png,data/renders/aperture/circle_03_ap+0.00_socket_v2.png,0.8153568397172413,yes,0.7487276196479797,0.0677,1,1,1
test,circle,circle_03,circle_03_ap-0.10,-0.1,ambiguous,off_centre,-0.1006,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/aperture/circle_03_ap-0.10_socket_v1.png,data/renders/aperture/circle_03_ap-0.10_socket_v2.png,0.8177599085453512,yes,0.7519003748893738,-0.1514,0,1,1
test,circle,circle_03,circle_03_ap-0.30,-0.3,incompatible,,-0.3008,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/aperture/circle_03_ap-0.30_socket_v1.png,data/renders/aperture/circle_03_ap-0.30_socket_v2.png,0.8199601330152467,yes,0.7557868957519531,-0.3385,0,1,1
test,circle,circle_03,circle_03_ap-0.60,-0.6,incompatible,,-0.6006,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/aperture/circle_03_ap-0.60_socket_v1.png,data/renders/aperture/circle_03_ap-0.60_socket_v2.png,0.8175653245142026,yes,0.7488631010055542,-0.6242,0,1,1
test,circle,circle_03,circle_03_ap-1.20,-1.2,incompatible,,-1.2012,data/renders/procedural/circle_03_peg_v1.png,data/renders/procedural/circle_03_peg_v2.png,data/renders/aperture/circle_03_ap-1.20_socket_v1.png,data/renders/aperture/circle_03_ap-1.20_socket_v2.png,0.8237971003757032,yes,0.7525913119316101,-1.2206,0,1,1
test,circle,circle_04,circle_04,0.3,compatible,,0.2999,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/procedural/circle_04_socket_v1.png,data/renders/procedural/circle_04_socket_v2.png,0.8196198082137205,yes,0.7322059273719788,0.3028,1,1,1
test,circle,circle_04,circle_04_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/aperture/circle_04_ap+0.10_socket_v1.png,data/renders/aperture/circle_04_ap+0.10_socket_v2.png,0.8169465714246201,yes,0.7210260033607483,0.1354,1,1,1
test,circle,circle_04,circle_04_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/aperture/circle_04_ap+0.00_socket_v1.png,data/renders/aperture/circle_04_ap+0.00_socket_v2.png,0.8163492052196168,yes,0.717830240726471,0.0677,1,1,1
test,circle,circle_04,circle_04_ap-0.10,-0.1,ambiguous,off_centre,-0.1006,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/aperture/circle_04_ap-0.10_socket_v1.png,data/renders/aperture/circle_04_ap-0.10_socket_v2.png,0.8168882281287111,yes,0.7248402237892151,-0.1354,0,1,1
test,circle,circle_04,circle_04_ap-0.30,-0.3,incompatible,,-0.3008,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/aperture/circle_04_ap-0.30_socket_v1.png,data/renders/aperture/circle_04_ap-0.30_socket_v2.png,0.8165679445840712,yes,0.7206962704658508,-0.3385,0,1,1
test,circle,circle_04,circle_04_ap-0.60,-0.6,incompatible,,-0.6006,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/aperture/circle_04_ap-0.60_socket_v1.png,data/renders/aperture/circle_04_ap-0.60_socket_v2.png,0.8167826951468548,yes,0.723458468914032,-0.6388,0,1,1
test,circle,circle_04,circle_04_ap-1.20,-1.2,incompatible,,-1.2012,data/renders/procedural/circle_04_peg_v1.png,data/renders/procedural/circle_04_peg_v2.png,data/renders/aperture/circle_04_ap-1.20_socket_v1.png,data/renders/aperture/circle_04_ap-1.20_socket_v2.png,0.8137068322216734,yes,0.7281100749969482,-1.2206,0,1,1
test,circle,circle_05,circle_05,0.3,compatible,,0.2999,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/procedural/circle_05_socket_v1.png,data/renders/procedural/circle_05_socket_v2.png,0.8201351470625885,yes,0.7156367897987366,0.3028,1,1,1
test,circle,circle_05,circle_05_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/aperture/circle_05_ap+0.10_socket_v1.png,data/renders/aperture/circle_05_ap+0.10_socket_v2.png,0.8161261324447184,yes,0.7148977518081665,0.0958,1,1,1
test,circle,circle_05,circle_05_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/aperture/circle_05_ap+0.00_socket_v1.png,data/renders/aperture/circle_05_ap+0.00_socket_v2.png,0.8111564167249391,yes,0.7077621817588806,0.0677,1,1,1
test,circle,circle_05,circle_05_ap-0.10,-0.1,ambiguous,off_centre,-0.1006,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/aperture/circle_05_ap-0.10_socket_v1.png,data/renders/aperture/circle_05_ap-0.10_socket_v2.png,0.8132982026956946,yes,0.706821620464325,-0.1514,0,1,1
test,circle,circle_05,circle_05_ap-0.30,-0.3,incompatible,,-0.3008,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/aperture/circle_05_ap-0.30_socket_v1.png,data/renders/aperture/circle_05_ap-0.30_socket_v2.png,0.8167373220990621,yes,0.7181586027145386,-0.3385,0,1,1
test,circle,circle_05,circle_05_ap-0.60,-0.6,incompatible,,-0.6006,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/aperture/circle_05_ap-0.60_socket_v1.png,data/renders/aperture/circle_05_ap-0.60_socket_v2.png,0.8181744129361277,yes,0.7180925607681274,-0.6242,0,1,1
test,circle,circle_05,circle_05_ap-1.20,-1.2,incompatible,,-1.2012,data/renders/procedural/circle_05_peg_v1.png,data/renders/procedural/circle_05_peg_v2.png,data/renders/aperture/circle_05_ap-1.20_socket_v1.png,data/renders/aperture/circle_05_ap-1.20_socket_v2.png,0.8164603097134898,yes,0.719253659248352,-1.243,0,1,1
test,double_d,double_d_01,double_d_01,0.3,compatible,,0.2999,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/procedural/double_d_01_socket_v1.png,data/renders/procedural/double_d_01_socket_v2.png,0.7980983998370019,yes,0.6474739909172058,0.3028,1,1,1
test,double_d,double_d_01,double_d_01_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/aperture/double_d_01_ap+0.10_socket_v1.png,data/renders/aperture/double_d_01_ap+0.10_socket_v2.png,0.8010238118107735,yes,0.6536232233047485,0.0958,1,1,1
test,double_d,double_d_01,double_d_01_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/aperture/double_d_01_ap+0.00_socket_v1.png,data/renders/aperture/double_d_01_ap+0.00_socket_v2.png,0.8039094729479426,yes,0.6597122550010681,0.0677,1,1,1
test,double_d,double_d_01,double_d_01_ap-0.10,-0.1,ambiguous,off_centre,-0.1074,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/aperture/double_d_01_ap-0.10_socket_v1.png,data/renders/aperture/double_d_01_ap-0.10_socket_v2.png,0.8081547893035191,yes,0.663219153881073,-0.1514,0,1,1
test,double_d,double_d_01,double_d_01_ap-0.30,-0.3,incompatible,,-0.3203,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/aperture/double_d_01_ap-0.30_socket_v1.png,data/renders/aperture/double_d_01_ap-0.30_socket_v2.png,0.8032637785539627,yes,0.6591830849647522,-0.3452,0,1,1
test,double_d,double_d_01,double_d_01_ap-0.60,-0.6,incompatible,,-0.6436,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/aperture/double_d_01_ap-0.60_socket_v1.png,data/renders/aperture/double_d_01_ap-0.60_socket_v2.png,0.8030517142868953,yes,0.6571707725524902,-0.6423,0,1,1
test,double_d,double_d_01,double_d_01_ap-1.20,-1.2,incompatible,,-1.291,data/renders/procedural/double_d_01_peg_v1.png,data/renders/procedural/double_d_01_peg_v2.png,data/renders/aperture/double_d_01_ap-1.20_socket_v1.png,data/renders/aperture/double_d_01_ap-1.20_socket_v2.png,0.7996976936321514,yes,0.6468873023986816,-1.2847,0,1,1
test,double_d,double_d_02,double_d_02,0.3,compatible,,0.2999,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/procedural/double_d_02_socket_v1.png,data/renders/procedural/double_d_02_socket_v2.png,0.8061341640616881,yes,0.6652032732963562,0.3028,1,1,1
test,double_d,double_d_02,double_d_02_ap+0.10,0.1,compatible,,0.1,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/aperture/double_d_02_ap+0.10_socket_v1.png,data/renders/aperture/double_d_02_ap+0.10_socket_v2.png,0.7932338314456225,yes,0.6453985571861267,0.1354,1,1,1
test,double_d,double_d_02,double_d_02_ap+0.00,0.0,ambiguous,boundary,-0.001,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/aperture/double_d_02_ap+0.00_socket_v1.png,data/renders/aperture/double_d_02_ap+0.00_socket_v2.png,0.7991409576549511,yes,0.6576185822486877,0.0677,1,1,1
test,double_d,double_d_02,double_d_02_ap-0.10,-0.1,ambiguous,off_centre,-0.1162,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/aperture/double_d_02_ap-0.10_socket_v1.png,data/renders/aperture/double_d_02_ap-0.10_socket_v2.png,0.7978463453697626,yes,0.6510568857192993,-0.1514,0,1,1
test,double_d,double_d_02,double_d_02_ap-0.30,-0.3,incompatible,,-0.3477,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/aperture/double_d_02_ap-0.30_socket_v1.png,data/renders/aperture/double_d_02_ap-0.30_socket_v2.png,0.7938706610423432,yes,0.6514472365379333,-0.3385,0,1,1
test,double_d,double_d_02,double_d_02_ap-0.60,-0.6,incompatible,,-0.6982,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/aperture/double_d_02_ap-0.60_socket_v1.png,data/renders/aperture/double_d_02_ap-0.60_socket_v2.png,0.794532743686884,yes,0.6519825458526611,-0.6971,0,1,1
test,double_d,double_d_02,double_d_02_ap-1.20,-1.2,incompatible,,-1.4062,data/renders/procedural/double_d_02_peg_v1.png,data/renders/procedural/double_d_02_peg_v2.png,data/renders/aperture/double_d_02_ap-1.20_socket_v1.png,data/renders/aperture/double_d_02_ap-1.20_socket_v2.png,0.7967122840629922,yes,0.6821507215499878,-1.4283,0,1,1
test,double_d,double_d_03,double_d_03,0.3,compatible,,0.2999,data/renders/procedural/double_d_03_peg_v1.png,data/renders/procedural/double_d_03_peg_v2.png,data/renders/procedural/double_d_03_socket_v1.png,data/renders/procedural/double_d_03_socket_v2.png,0.7967313688338417,yes,0.6114541292190552,0.3028,1,1,1
